time,mean_density_proxy,angular_CV,A6_over_mean,RMS_m1_6_over_mean,RMS_m7_80_over_mean,high_to_low_RMS
t0,0.2829950668623614,0.0005331382880128227,4.7046302311236526e-05,0.0003314062160422219,0.0002633325680696333,0.7945915173578892
t1,0.2739996693121693,0.23108516683611968,0.2698222817193643,0.19444967006654545,0.12485028302930903,0.6420699144749377
t2,0.273341526513132,0.23096404806898363,0.25117153024040617,0.17923627659511113,0.1456524201683781,0.8126280178057882
t3,0.27616974251648907,0.18553288918445923,0.17683097632102082,0.12847953968942685,0.1338204661061406,1.0415702486918974
