quantile,auc_dynamic_minus_M,auc_dynamic_minus_MS,brier_dynamic_minus_M,brier_dynamic_minus_MS
0.025,-0.03685958685958688,-1.1102230246251565e-16,-0.045748887420954794,-0.0054897090906704075
0.5,0.0,0.004201680672268893,-0.008222206480206943,-0.0017802641787986254
0.975,0.042105263157894646,0.02777777777777779,0.021277966422115224,0.0008270299273583627
