x,y,block,inside_target
21.25,-0.4375,-0.000937449638729439,False
21.375,-0.4375,-0.003563988842297615,False
21.5,-0.4375,-0.006971522313647164,False
21.625,-0.4375,-0.009414558090437094,False
21.75,-0.4375,-0.00829747489204911,False
21.875,-0.4375,-0.0010035069867425292,False
22.0,-0.4375,0.013988635869526759,False
22.125,-0.4375,0.03613274954092183,False
22.25,-0.4375,0.06242602028895051,False
22.375,-0.4375,0.08785799022232164,False
22.5,-0.4375,0.10664661027490664,False
22.625,-0.4375,0.11390142182218256,False
22.75,-0.4375,0.10716631143733665,False
22.875,-0.4375,0.08730528797630482,False
23.0,-0.4375,0.058404098731895046,False
23.125,-0.4375,0.026691803979505123,False
23.25,-0.4375,-0.0011818279969925093,False
23.375,-0.4375,-0.019964351856673963,False
23.5,-0.4375,-0.027144084780576432,False
23.625,-0.4375,-0.023420851512500947,False
23.75,-0.4375,-0.012204222978758627,False
23.875,-0.4375,0.0016435387144877953,False
24.0,-0.4375,0.01337500241773738,False
24.125,-0.4375,0.019723466338285266,False
24.25,-0.4375,0.01966004453803004,False
24.375,-0.4375,0.014364755991185193,False
24.5,-0.4375,0.006503977190092867,False
24.625,-0.4375,-0.000876540793082913,False
24.75,-0.4375,-0.0054373015963029465,False
24.875,-0.4375,-0.006249540960023128,False
25.0,-0.4375,-0.00392063805948319,False
25.125,-0.4375,-0.00015729531414315464,False
25.25,-0.4375,0.003024881189992372,False
25.375,-0.4375,0.0041306449353833655,False
25.5,-0.4375,0.002747954892067034,False
25.625,-0.4375,-0.0003462481485845979,False
25.75,-0.4375,-0.003553293800646447,False
25.875,-0.4375,-0.005137059739850266,False
26.0,-0.4375,-0.003959041518388012,False
26.125,-0.4375,1.4686329954553996e-05,False
26.25,-0.4375,0.005627014907643715,False
26.375,-0.4375,0.010902704561855518,False
26.5,-0.4375,0.013753252867871574,False
26.625,-0.4375,0.012765279249458911,False
26.75,-0.4375,0.007789996950615942,False
26.875,-0.4375,0.00011619747762939107,False
27.0,-0.4375,-0.007849407615606194,False
27.125,-0.4375,-0.01330135104274388,False
27.25,-0.4375,-0.013922216702555942,False
27.375,-0.4375,-0.008645085312700753,False
27.5,-0.4375,0.001961055433376954,False
27.625,-0.4375,0.015810460547074023,False
27.75,-0.4375,0.029884379408079257,False
27.875,-0.4375,0.041087652279469034,False
28.0,-0.4375,0.04710224041311284,False
28.125,-0.4375,0.04697272370475596,False
28.25,-0.4375,0.04125823560208743,False
28.375,-0.4375,0.03173549054486832,False
28.5,-0.4375,0.020783981542792655,False
28.625,-0.4375,0.01067617116500686,False
28.75,-0.4375,0.003003872242366758,False
28.875,-0.4375,-0.0015997138658918452,False
29.0,-0.4375,-0.003402176154225172,False
29.125,-0.4375,-0.00325733360206751,False
29.25,-0.4375,-0.0021881762844060187,False
29.375,-0.4375,-0.0010297466993170465,False
29.5,-0.4375,-0.0002409008640128409,False
29.625,-0.4375,9.20848162839916e-05,False
29.75,-0.4375,0.00011642616146776444,False
29.875,-0.4375,3.557628615531097e-05,False
30.0,-0.4375,-1.776155138332702e-05,False
30.125,-0.4375,-1.663560732403044e-05,False
30.25,-0.4375,2.1176592100437837e-06,False
30.375,-0.4375,4.310046744690688e-06,False
30.5,-0.4375,-4.815266743262815e-06,False
30.625,-0.4375,3.170509610585006e-06,False
30.75,-0.4375,2.9792036913353686e-05,False
30.875,-0.4375,1.3050174541637252e-05,False
31.0,-0.4375,-0.00015240248645808567,False
31.125,-0.4375,-0.000530421026619585,False
31.25,-0.4375,-0.0010336534238468424,False
31.375,-0.4375,-0.0013603948843004254,False
31.5,-0.4375,-0.0010429232893934463,False
31.625,-0.4375,0.0003757908534764193,False
31.75,-0.4375,0.0030901535083553183,False
31.875,-0.4375,0.006815511485422,False
32.0,-0.4375,0.010729735600278716,False
32.125,-0.4375,0.013646722306171017,False
32.25,-0.4375,0.01440038447867423,False
32.375,-0.4375,0.012314518411567891,False
32.5,-0.4375,0.0075709471504221346,False
32.625,-0.4375,0.0013008247426150275,False
32.75,-0.4375,-0.004683597841551755,False
32.875,-0.4375,-0.008458695395466141,False
33.0,-0.4375,-0.008670200863873097,False
33.125,-0.4375,-0.00506869587447299,False
33.25,-0.4375,0.0013213736521297077,False
33.375,-0.4375,0.008491467799786576,False
33.5,-0.4375,0.014114562976579852,False
33.625,-0.4375,0.016352058478627533,False
33.75,-0.4375,0.014502984582364837,False
33.875,-0.4375,0.009248874410239406,False
34.0,-0.4375,0.0023989481174092626,False
34.125,-0.4375,-0.003768686677107288,False
34.25,-0.4375,-0.007319740764492686,False
34.375,-0.4375,-0.0073246248736322395,False
34.5,-0.4375,-0.004126571727287147,False
34.625,-0.4375,0.0008662428457375045,False
34.75,-0.4375,0.005762251720158479,False
34.875,-0.4375,0.008900980649287972,False
35.0,-0.4375,0.009422237140222337,False
35.125,-0.4375,0.007485992640286626,False
35.25,-0.4375,0.004089536351719238,False
35.375,-0.4375,0.0005903800414926983,False
