x,y,block
20.3225,-0.19875,-2.9658162148645023e-08
20.325,-0.19875,-3.008537136940581e-08
20.3275,-0.19875,-3.078989029474904e-08
20.33,-0.19875,-3.180096917750671e-08
20.3325,-0.19875,-3.314838862815361e-08
20.335,-0.19875,-3.4862360231200714e-08
20.3375,-0.19875,-3.69734280601677e-08
20.34,-0.19875,-3.9512371153158955e-08
20.3425,-0.19875,-4.251010701313489e-08
20.345,-0.19875,-4.5997596190879764e-08
20.3475,-0.19875,-5.0005748017613544e-08
20.35,-0.19875,-5.4565327534566524e-08
20.3525,-0.19875,-5.970686368967835e-08
20.355,-0.19875,-6.546055885264987e-08
20.3575,-0.19875,-7.185619970099465e-08
20.36,-0.19875,-7.892306954126084e-08
20.3625,-0.19875,-8.668986211066159e-08
20.365,-0.19875,-9.518459691378094e-08
20.3675,-0.19875,-1.0443453615063642e-07
20.37,-0.19875,-1.1446610327853264e-07
20.3725,-0.19875,-1.253048032643829e-07
20.375,-0.19875,-1.3697514456960977e-07
20.3775,-0.19875,-1.495005629205404e-07
20.38,-0.19875,-1.629033469019426e-07
20.3825,-0.19875,-1.7720456542739868e-07
20.385,-0.19875,-1.924239971229409e-07
20.3875,-0.19875,-2.085800616675808e-07
20.39,-0.19875,-2.256897531338652e-07
20.3925,-0.19875,-2.437685753659218e-07
20.395,-0.19875,-2.6283047943219435e-07
20.3975,-0.19875,-2.828878031938464e-07
20.4,-0.19875,-3.039512130201797e-07
20.4025,-0.19875,-3.2602964768766143e-07
20.405,-0.19875,-3.49130264497406e-07
20.4075,-0.19875,-3.7325838763929935e-07
20.41,-0.19875,-3.984174588335723e-07
20.4125,-0.19875,-4.246089902868955e-07
20.415,-0.19875,-4.518325199766457e-07
20.4175,-0.19875,-4.800855693045579e-07
20.42,-0.19875,-5.093636031351082e-07
20.4225,-0.19875,-5.396599922452157e-07
20.425,-0.19875,-5.70965978214717e-07
20.4275,-0.19875,-6.032706407622221e-07
20.43,-0.19875,-6.365608675672702e-07
20.4325,-0.19875,-6.708213265823151e-07
20.435,-0.19875,-7.060344408533622e-07
20.4375,-0.19875,-7.421803658732006e-07
20.44,-0.19875,-7.792369694755005e-07
20.4425,-0.19875,-8.171798142803996e-07
20.445,-0.19875,-8.559821427101912e-07
20.4475,-0.19875,-8.956148645817257e-07
20.45,-0.19875,-9.360465472834376e-07
20.4525,-0.19875,-9.77243408545594e-07
20.455,-0.19875,-1.019169311817446e-06
20.4575,-0.19875,-1.0617857642369072e-06
20.46,-0.19875,-1.1050519172197512e-06
20.4625,-0.19875,-1.1489245696560954e-06
20.465,-0.19875,-1.1933581737115374e-06
