x,y,block
20.3425,-0.17250000000000001,-1.0270146902778886e-07
20.345,-0.17250000000000001,-1.0705591316639571e-07
20.3475,-0.17250000000000001,-1.1180311377826257e-07
20.35,-0.17250000000000001,-1.1695678340680295e-07
20.3525,-0.17250000000000001,-1.2253052394911203e-07
20.355,-0.17250000000000001,-1.285377623307958e-07
20.3575,-0.17250000000000001,-1.349916870953153e-07
20.36,-0.17250000000000001,-1.4190518595977955e-07
20.3625,-0.17250000000000001,-1.4929078437579153e-07
20.365,-0.17250000000000001,-1.5716058514382108e-07
20.3675,-0.17250000000000001,-1.6552620912807184e-07
20.37,-0.17250000000000001,-1.7439873710803722e-07
20.3725,-0.17250000000000001,-1.83788652814233e-07
20.375,-0.17250000000000001,-1.93705787187998e-07
20.3775,-0.17250000000000001,-2.041592639047095e-07
20.38,-0.17250000000000001,-2.1515744619909737e-07
20.3825,-0.17250000000000001,-2.2670788503234552e-07
20.385,-0.17250000000000001,-2.3881726863792614e-07
20.3875,-0.17250000000000001,-2.5149137348077647e-07
20.39,-0.17250000000000001,-2.647350166655472e-07
20.3925,-0.17250000000000001,-2.7855200982915314e-07
20.395,-0.17250000000000001,-2.929451145493502e-07
20.3975,-0.17250000000000001,-3.0791599930135713e-07
20.4,-0.17250000000000001,-3.234651979932585e-07
20.4025,-0.17250000000000001,-3.395920701103944e-07
20.405,-0.17250000000000001,-3.5629476249838967e-07
20.4075,-0.17250000000000001,-3.735701728094919e-07
20.41,-0.17250000000000001,-3.914139146397253e-07
20.4125,-0.17250000000000001,-4.098202843884278e-07
20.415,-0.17250000000000001,-4.287822298510226e-07
20.4175,-0.17250000000000001,-4.482913205825157e-07
20.42,-0.17250000000000001,-4.683377200445512e-07
20.4225,-0.17250000000000001,-4.889101595599213e-07
20.425,-0.17250000000000001,-5.09995914095946e-07
20.4275,-0.17250000000000001,-5.315807798898999e-07
20.43,-0.17250000000000001,-5.536490539428243e-07
20.4325,-0.17250000000000001,-5.76183515389357e-07
20.435,-0.17250000000000001,-5.991654087618058e-07
20.4375,-0.17250000000000001,-6.225744291661537e-07
20.44,-0.17250000000000001,-6.463887093791564e-07
20.4425,-0.17250000000000001,-6.705848088772407e-07
20.445,-0.17250000000000001,-6.951377048098258e-07
20.4475,-0.17250000000000001,-7.20020784929947e-07
20.45,-0.17250000000000001,-7.452058424824029e-07
20.4525,-0.17250000000000001,-7.706630730624246e-07
20.455,-0.17250000000000001,-7.963610734539539e-07
20.4575,-0.17250000000000001,-8.222668424394945e-07
20.46,-0.17250000000000001,-8.483457836002958e-07
20.4625,-0.17250000000000001,-8.745617101036961e-07
20.465,-0.17250000000000001,-9.008768514686308e-07
20.4675,-0.17250000000000001,-9.272518623336503e-07
20.47,-0.17250000000000001,-9.536458331977565e-07
20.4725,-0.17250000000000001,-9.800163031568223e-07
20.475,-0.17250000000000001,-1.0063192746136983e-06
20.4775,-0.17250000000000001,-1.0325092299716857e-06
20.48,-0.17250000000000001,-1.0585391502982516e-06
20.4825,-0.17250000000000001,-1.0843605359499335e-06
20.485,-0.17250000000000001,-1.109923429161699e-06
20.4875,-0.17250000000000001,-1.1351764385795902e-06
20.49,-0.17250000000000001,-1.1600667657341812e-06
20.4925,-0.17250000000000001,-1.184540233440196e-06
20.495,-0.17250000000000001,-1.2085413161184102e-06
20.4975,-0.17250000000000001,-1.232013172001833e-06
20.5,-0.17250000000000001,-1.254897677254112e-06
20.0,-0.17125,-2.0215252160448892e-05
20.0025,-0.17125,-1.9579124937751473e-05
20.005,-0.17125,-1.8956415564714533e-05
20.0075,-0.17125,-1.8347076805262433e-05
20.01,-0.17125,-1.775105241626044e-05
20.0125,-0.17125,-1.7168277496718664e-05
20.015,-0.17125,-1.659867883189701e-05
20.0175,-0.17125,-1.6042175232256978e-05
20.02,-0.17125,-1.5498677867248203e-05
20.0225,-0.17125,-1.4968090593890538e-05
20.025,-0.17125,-1.4450310280148887e-05
20.0275,-0.17125,-1.3945227123061865e-05
20.03,-0.17125,-1.3452724961614768e-05
20.0325,-0.17125,-1.2972681584348274e-05
20.035,-0.17125,-1.2504969031652085e-05
20.0375,-0.17125,-1.2049453892800545e-05
20.04,-0.17125,-1.1605997597635059e-05
20.0425,-0.17125,-1.1174456702945437e-05
20.045,-0.17125,-1.0754683173505437e-05
20.0475,-0.17125,-1.0346524657813534e-05
20.05,-0.17125,-9.949824758428681e-06
20.0525,-0.17125,-9.564423297020201e-06
20.055,-0.17125,-9.190156574043966e-06
20.0575,-0.17125,-8.826857623097849e-06
20.06,-0.17125,-8.474356459911312e-06
20.0625,-0.17125,-8.132480326029398e-06
20.065,-0.17125,-7.801053927144641e-06
20.0675,-0.17125,-7.4798996661267e-06
20.07,-0.17125,-7.168837870717581e-06
20.0725,-0.17125,-6.867687015953976e-06
20.075,-0.17125,-6.576263941280369e-06
20.0775,-0.17125,-6.29438406239382e-06
20.08,-0.17125,-6.021861577840509e-06
20.0825,-0.17125,-5.758509670349892e-06
20.085,-0.17125,-5.504140702968358e-06
20.0875,-0.17125,-5.258566409986396e-06
20.09,-0.17125,-5.021598082664045e-06
20.0925,-0.17125,-4.793046749832733e-06
20.095,-0.17125,-4.572723353345158e-06
20.0975,-0.17125,-4.360438918414527e-06
20.1,-0.17125,-4.156004718893573e-06
20.1025,-0.17125,-3.959232437489098e-06
20.105,-0.17125,-3.769934320956967e-06
20.1075,-0.17125,-3.5879233303243765e-06
20.11,-0.17125,-3.4130132861276194e-06
20.1125,-0.17125,-3.245019008774414e-06
20.115,-0.17125,-3.0837564539710135e-06
20.1175,-0.17125,-2.9290428433365862e-06
20.12,-0.17125,-2.780696790194107e-06
20.1225,-0.17125,-2.63853842058601e-06
20.125,-0.17125,-2.5023894895712744e-06
20.1275,-0.17125,-2.3720734928250542e-06
20.13,-0.17125,-2.2474157735851827e-06
20.1325,-0.17125,-2.128243625022775e-06
20.135,-0.17125,-2.0143863880203236e-06
20.1375,-0.17125,-1.9056755444631579e-06
20.14,-0.17125,-1.801944806058348e-06
20.1425,-0.17125,-1.7030301987366238e-06
20.145,-0.17125,-1.6087701426914608e-06
20.1475,-0.17125,-1.5190055280966307e-06
20.15,-0.17125,-1.4335797865589374e-06
20.1525,-0.17125,-1.3523389583648112e-06
20.155,-0.17125,-1.2751317555505333e-06
20.1575,-0.17125,-1.2018096208809308e-06
20.16,-0.17125,-1.1322267827686736e-06
20.1625,-0.17125,-1.0662403061972468e-06
20.165,-0.17125,-1.0037101397026482e-06
20.1675,-0.17125,-9.44499158475843e-07
20.17,-0.17125,-8.884732036336346e-07
20.1725,-0.17125,-8.355011177304544e-07
20.175,-0.17125,-7.854547765546668e-07
20.1775,-0.17125,-7.382091172840221e-07
20.18,-0.17125,-6.936421630495298e-07
20.1825,-0.17125,-6.516350439759803e-07
20.185,-0.17125,-6.120720147613208e-07
20.1875,-0.17125,-5.748404688487278e-07
20.19,-0.17125,-5.398309492675672e-07
20.1925,-0.17125,-5.069371561949821e-07
20.195,-0.17125,-4.760559513105968e-07
20.1975,-0.17125,-4.4708735900424667e-07
20.2,-0.17125,-4.199345645014334e-07
20.2025,-0.17125,-3.9450390897747113e-07
20.205,-0.17125,-3.70704881718856e-07
20.2075,-0.17125,-3.484501094045018e-07
20.21,-0.17125,-3.2765534256851343e-07
20.2125,-0.17125,-3.082394393151551e-07
20.215,-0.17125,-2.90124346351406e-07
20.2175,-0.17125,-2.732350774052096e-07
20.22,-0.17125,-2.574996890965698e-07
20.2225,-0.17125,-2.4284925433057724e-07
20.225,-0.17125,-2.292178332799834e-07
20.2275,-0.17125,-2.165424420269198e-07
20.23,-0.17125,-2.0476301892870416e-07
20.2325,-0.17125,-1.938223887824466e-07
20.235,-0.17125,-1.8366622485127438e-07
20.2375,-0.17125,-1.7424300882692326e-07
20.24,-0.17125,-1.655039887883531e-07
20.2425,-0.17125,-1.574031352407261e-07
20.245,-0.17125,-1.4989709528604004e-07
20.2475,-0.17125,-1.429451450087687e-07
20.25,-0.17125,-1.3650914013635134e-07
20.2525,-0.17125,-1.3055346504866118e-07
20.255,-0.17125,-1.2504498020267076e-07
20.2575,-0.17125,-1.199529680426464e-07
20.26,-0.17125,-1.1524907746112223e-07
20.2625,-0.17125,-1.1090726688640113e-07
20.265,-0.17125,-1.0690374605442821e-07
20.2675,-0.17125,-1.0321691654191028e-07
20.27,-0.17125,-9.982731112567548e-08
20.2725,-0.17125,-9.671753203184242e-08
20.275,-0.17125,-9.387218815131656e-08
20.2775,-0.17125,-9.12778312767305e-08
20.28,-0.17125,-8.892289143878191e-08
20.2825,-0.17125,-8.67976114004516e-08
20.285,-0.17125,-8.489398037987106e-08
20.2875,-0.17125,-8.320566706237295e-08
20.29,-0.17125,-8.172795197515778e-08
20.2925,-0.17125,-8.045765927925003e-08
20.295,-0.17125,-7.939308805203854e-08
20.2975,-0.17125,-7.853394311773984e-08
20.3,-0.17125,-7.788126549472196e-08
20.3025,-0.17125,-7.743736251535409e-08
20.305,-0.17125,-7.720573769271552e-08
20.3075,-0.17125,-7.719102037962607e-08
20.31,-0.17125,-7.739889529665798e-08
20.3125,-0.17125,-7.783603198165419e-08
20.315,-0.17125,-7.851001422026333e-08
20.3175,-0.17125,-7.942926952374034e-08
20.32,-0.17125,-8.060299870432321e-08
20.3225,-0.17125,-8.204110561157494e-08
20.325,-0.17125,-8.375412708947366e-08
20.3275,-0.17125,-8.575316320213814e-08
20.33,-0.17125,-8.804980779395057e-08
20.3325,-0.17125,-9.065607943401297e-08
20.335,-0.17125,-9.358435280173637e-08
20.3375,-0.17125,-9.684729056621916e-08
20.34,-0.17125,-1.0045777581314802e-07
20.3425,-0.17125,-1.0442884507228351e-07
20.345,-0.17125,-1.0877362199382592e-07
20.3475,-0.17125,-1.1350525173296661e-07
20.35,-0.17125,-1.1863683607839375e-07
20.3525,-0.17125,-1.2418136938786452e-07
20.355,-0.17125,-1.3015167537131185e-07
20.3575,-0.17125,-1.3656034476850916e-07
20.36,-0.17125,-1.4341967397395628e-07
20.3625,-0.17125,-1.507416046464099e-07
20.365,-0.17125,-1.5853766435275845e-07
20.3675,-0.17125,-1.6681890829066377e-07
20.37,-0.17125,-1.7559586212710003e-07
20.3725,-0.17125,-1.8487846600159331e-07
20.375,-0.17125,-1.9467601972877874e-07
20.3775,-0.17125,-2.0499712924593312e-07
20.38,-0.17125,-2.1584965433836778e-07
20.3825,-0.17125,-2.2724065768562673e-07
20.385,-0.17125,-2.3917635526239176e-07
20.3875,-0.17125,-2.51662068130956e-07
20.39,-0.17125,-2.647021756594852e-07
20.3925,-0.17125,-2.7830007020120785e-07
20.395,-0.17125,-2.9245811326575934e-07
20.3975,-0.17125,-3.071775932148168e-07
20.4,-0.17125,-3.224586845129582e-07
20.4025,-0.17125,-3.3830040856319073e-07
20.405,-0.17125,-3.547005961555606e-07
20.4075,-0.17125,-3.7165585155690586e-07
20.41,-0.17125,-3.891615182643483e-07
20.4125,-0.17125,-4.072116464566773e-07
20.415,-0.17125,-4.2579896215515934e-07
20.4175,-0.17125,-4.449148381289839e-07
20.42,-0.17125,-4.6454926655799433e-07
20.4225,-0.17125,-4.846908334785866e-07
20.425,-0.17125,-5.053266950335018e-07
20.4275,-0.17125,-5.264425555352999e-07
20.43,-0.17125,-5.480226473748663e-07
20.4325,-0.17125,-5.700497127792273e-07
20.435,-0.17125,-5.925049874367874e-07
20.4375,-0.17125,-6.153681860095812e-07
20.44,-0.17125,-6.386174895396044e-07
20.4425,-0.17125,-6.622295347609911e-07
20.445,-0.17125,-6.861794053304961e-07
20.4475,-0.17125,-7.104406249886652e-07
20.45,-0.17125,-7.349851526522165e-07
20.4525,-0.17125,-7.597833794506659e-07
20.455,-0.17125,-7.84804127715632e-07
20.4575,-0.17125,-8.100146519170783e-07
20.46,-0.17125,-8.353806415609158e-07
20.4625,-0.17125,-8.608662260484083e-07
20.465,-0.17125,-8.864339814893658e-07
20.4675,-0.17125,-9.12044939488089e-07
20.47,-0.17125,-9.37658597877898e-07
20.4725,-0.17125,-9.632329334253769e-07
20.475,-0.17125,-9.88724416480467e-07
20.4775,-0.17125,-1.014088027584369e-06
20.48,-0.17125,-1.0392772760233323e-06
20.4825,-0.17125,-1.0642442203151028e-06
20.485,-0.17125,-1.0889394906361884e-06
20.4875,-0.17125,-1.1133123131641305e-06
20.49,-0.17125,-1.1373105363375706e-06
20.4925,-0.17125,-1.1608806590152265e-06
20.495,-0.17125,-1.1839678605327902e-06
20.4975,-0.17125,-1.2065160326173339e-06
20.5,-0.17125,-1.2284678131907616e-06
20.0,-0.17,-1.9896718804679204e-05
20.0025,-0.17,-1.9274683082170816e-05
20.005,-0.17,-1.866560527329323e-05
20.0075,-0.17,-1.806944824543226e-05
20.01,-0.17,-1.7486165754969807e-05
20.0125,-0.17,-1.6915702795292533e-05
20.015,-0.17,-1.6357995939751757e-05
20.0175,-0.17,-1.5812973679528156e-05
20.02,-0.17,-1.528055675635745e-05
20.0225,-0.17,-1.4760658490118435e-05
20.025,-0.17,-1.4253185101251083e-05
20.0275,-0.17,-1.3758036027977532e-05
20.03,-0.17,-1.327510423830963e-05
20.0325,-0.17,-1.2804276536848418e-05
20.035,-0.17,-1.234543386630194e-05
20.0375,-0.17,-1.1898451603802563e-05
20.04,-0.17,-1.146319985190925e-05
20.0425,-0.17,-1.1039543724353936e-05
20.045,-0.17,-1.0627343626495e-05
20.0475,-0.17,-1.0226455530507477e-05
20.05,-0.17,-9.836731245227839e-06
20.0525,-0.17,-9.458018680745464e-06
20.055,-0.17,-9.09016210766941e-06
20.0575,-0.17,-8.733002411115367e-06
20.06,-0.17,-8.386377339375465e-06
20.0625,-0.17,-8.050121747315162e-06
20.065,-0.17,-7.724067834475525e-06
20.0675,-0.17,-7.40804537789589e-06
20.07,-0.17,-7.1018819596644914e-06
20.0725,-0.17,-6.805403189221332e-06
20.075,-0.17,-6.518432920404053e-06
20.0775,-0.17,-6.240793463255895e-06
20.08,-0.17,-5.972305790634313e-06
20.0825,-0.17,-5.712789739596648e-06
20.085,-0.17,-5.462064207614601e-06
20.0875,-0.17,-5.2199473436341305e-06
20.09,-0.17,-4.98625673396537e-06
20.0925,-0.17,-4.760809583085652e-06
20.095,-0.17,-4.543422889333739e-06
20.0975,-0.17,-4.333913615527123e-06
20.1,-0.17,-4.1320988545530965e-06
20.1025,-0.17,-3.937795989936329e-06
20.105,-0.17,-3.750822851424057e-06
20.1075,-0.17,-3.5709978656254233e-06
20.11,-0.17,-3.3981402017125683e-06
20.1125,-0.17,-3.2320699122675096e-06
20.115,-0.17,-3.072608069240782e-06
20.1175,-0.17,-2.919576895120215e-06
20.12,-0.17,-2.7727998893149144e-06
20.1225,-0.17,-2.6321019497956146e-06
20.125,-0.17,-2.49730949004351e-06
20.1275,-0.17,-2.3682505513396434e-06
20.13,-0.17,-2.2447549104269154e-06
20.1325,-0.17,-2.1266541826280448e-06
20.135,-0.17,-2.013781920400296e-06
20.1375,-0.17,-1.9059737074338169e-06
20.14,-0.17,-1.8030672483017465e-06
20.1425,-0.17,-1.7049024537275868e-06
20.145,-0.17,-1.611321521510462e-06
20.1475,-0.17,-1.522169013160292e-06
20.15,-0.17,-1.4372919262936192e-06
20.1525,-0.17,-1.3565397628447899e-06
20.155,-0.17,-1.2797645931319607e-06
20.1575,-0.17,-1.2068211158508913e-06
20.16,-0.17,-1.1375667140360386e-06
20.1625,-0.17,-1.0718615070479288e-06
20.165,-0.17,-1.0095683986409017e-06
20.1675,-0.17,-9.505531211739379e-07
20.17,-0.17,-8.946842760135253e-07
20.1725,-0.17,-8.418333701945901e-07
20.175,-0.17,-7.918748493882576e-07
20.1775,-0.17,-7.446861272501966e-07
20.18,-0.17,-7.00147611191962e-07
20.1825,-0.17,-6.581427246503411e-07
20.185,-0.17,-6.185579259144926e-07
20.1875,-0.17,-5.81282723558463e-07
20.19,-0.17,-5.462096885643622e-07
20.1925,-0.17,-5.132344631786752e-07
20.195,-0.17,-4.822557665779224e-07
20.1975,-0.17,-4.53175397402028e-07
20.2,-0.17,-4.2589823322041414e-07
20.2025,-0.17,-4.003322269991582e-07
20.205,-0.17,-3.7638840062797293e-07
20.2075,-0.17,-3.5398083558040895e-07
20.21,-0.17,-3.330266607673201e-07
20.2125,-0.17,-3.1344603765188753e-07
20.215,-0.17,-2.951621426937642e-07
20.2175,-0.17,-2.781011471890532e-07
20.22,-0.17,-2.6219219457194493e-07
20.2225,-0.17,-2.473673752460149e-07
20.225,-0.17,-2.3356169901414553e-07
20.2275,-0.17,-2.2071306517436731e-07
20.23,-0.17,-2.0876223034676892e-07
20.2325,-0.17,-1.9765277410513019e-07
20.235,-0.17,-1.873310624751378e-07
20.2375,-0.17,-1.7774620937527887e-07
20.24,-0.17,-1.6885003605675465e-07
20.2425,-0.17,-1.6059702862776284e-07
20.245,-0.17,-1.5294429371308766e-07
20.2475,-0.17,-1.4585151233021612e-07
20.25,-0.17,-1.392808920433041e-07
20.2525,-0.17,-1.3319711746685888e-07
20.255,-0.17,-1.2756729918488254e-07
20.2575,-0.17,-1.2236092115691632e-07
20.26,-0.17,-1.175497866735561e-07
20.2625,-0.17,-1.1310796293729328e-07
20.265,-0.17,-1.0901172432702944e-07
20.2675,-0.17,-1.0523949442110791e-07
20.27,-0.17,-1.0177178684368957e-07
20.2725,-0.17,-9.859114499893991e-08
20.275,-0.17,-9.568208076500553e-08
20.2775,-0.17,-9.303101220871375e-08
20.28,-0.17,-9.062620039159521e-08
20.2825,-0.17,-8.84576853300603e-08
20.285,-0.17,-8.651722117749172e-08
20.2875,-0.17,-8.479821068978395e-08
20.29,-0.17,-8.329563904505295e-08
20.2925,-0.17,-8.200600707447152e-08
20.295,-0.17,-8.092726397486496e-08
20.2975,-0.17,-8.005873956049416e-08
20.3,-0.17,-7.940107612324206e-08
20.3025,-0.17,-7.895615995497062e-08
20.305,-0.17,-7.872705260659872e-08
20.3075,-0.17,-7.871792193027541e-08
20.31,-0.17,-7.893397297718259e-08
20.3125,-0.17,-7.938137880714737e-08
20.315,-0.17,-8.006721126638647e-08
20.3175,-0.17,-8.099937179999161e-08
20.32,-0.17,-8.21865223495782e-08
20.3225,-0.17,-8.363801639771919e-08
20.325,-0.17,-8.536383021982501e-08
20.3275,-0.17,-8.737449439019046e-08
20.33,-0.17,-8.968102560754764e-08
20.3325,-0.17,-9.229485888996047e-08
20.335,-0.17,-9.522778019542872e-08
20.3375,-0.17,-9.849185951977674e-08
20.34,-0.17,-1.0209938452604252e-07
20.3425,-0.17,-1.06062794758162e-07
20.345,-0.17,-1.1039461648466365e-07
20.3475,-0.17,-1.1510739823517658e-07
20.35,-0.17,-1.202136470616525e-07
20.3525,-0.17,-1.257257655877846e-07
20.355,-0.17,-1.3165598988945824e-07
20.3575,-0.17,-1.3801632824797708e-07
20.36,-0.17,-1.4481850083375455e-07
20.3625,-0.17,-1.5207388035298344e-07
20.365,-0.17,-1.5979343370975367e-07
20.3675,-0.17,-1.679876647259419e-07
20.37,-0.17,-1.7666655795708194e-07
20.3725,-0.17,-1.8583952365123834e-07
20.375,-0.17,-1.9551534388621078e-07
20.3775,-0.17,-2.0570211993033997e-07
20.38,-0.17,-2.164072208593292e-07
20.3825,-0.17,-2.2763723347145546e-07
20.385,-0.17,-2.393979135353044e-07
20.3875,-0.17,-2.516941384070982e-07
20.39,-0.17,-2.645298610496206e-07
20.3925,-0.17,-2.779080654902891e-07
20.395,-0.17,-2.9183072374749563e-07
20.3975,-0.17,-3.0629875425744276e-07
20.4,-0.17,-3.213119818329864e-07
20.4025,-0.17,-3.368690991834057e-07
20.405,-0.17,-3.5296763002178404e-07
20.4075,-0.17,-3.696038937912535e-07
20.41,-0.17,-3.8677297202817623e-07
20.4125,-0.17,-4.0446867640074043e-07
20.415,-0.17,-4.2268351843137135e-07
20.4175,-0.17,-4.4140868093682554e-07
20.42,-0.17,-4.606339912047518e-07
20.4225,-0.17,-4.803478959241966e-07
20.425,-0.17,-5.005374378959888e-07
20.4275,-0.17,-5.211882345328627e-07
20.43,-0.17,-5.422844581762664e-07
20.4325,-0.17,-5.638088182387158e-07
20.435,-0.17,-5.857425451877154e-07
20.4375,-0.17,-6.080653763903054e-07
20.44,-0.17,-6.307555438256032e-07
20.4425,-0.17,-6.537897636775383e-07
20.445,-0.17,-6.77143227821397e-07
20.4475,-0.17,-7.007895972112805e-07
20.45,-0.17,-7.247009971767355e-07
20.4525,-0.17,-7.488480146352746e-07
20.455,-0.17,-7.731996972317824e-07
20.4575,-0.17,-7.977235543988089e-07
20.46,-0.17,-8.223855603530733e-07
20.4625,-0.17,-8.471501590257374e-07
20.465,-0.17,-8.719802709217343e-07
20.4675,-0.17,-8.968373019261929e-07
20.47,-0.17,-9.216811540323462e-07
20.4725,-0.17,-9.46470238013066e-07
20.475,-0.17,-9.711614880133687e-07
20.4775,-0.17,-9.957103780757438e-07
20.48,-0.17,-1.0200709405813827e-06
20.4825,-0.17,-1.044195786603722e-06
20.485,-0.17,-1.0680361281735712e-06
20.4875,-0.17,-1.0915418024353847e-06
20.49,-0.17,-1.114661297695182e-06
20.4925,-0.17,-1.1373417813429649e-06
20.495,-0.17,-1.1595291296469394e-06
20.4975,-0.17,-1.1811679593805754e-06
20.5,-0.17,-1.202201661314676e-06
20.0,-0.16875,-1.9574938797605023e-05
20.0025,-0.16875,-1.8967001501741057e-05
20.005,-0.16875,-1.8371564549369175e-05
20.0075,-0.16875,-1.7788600823069048e-05
20.01,-0.16875,-1.7218073991730833e-05
20.0125,-0.16875,-1.665993885737696e-05
20.015,-0.16875,-1.611414169698875e-05
20.0175,-0.16875,-1.5580620599278367e-05
20.02,-0.16875,-1.5059305796371807e-05
20.0225,-0.16875,-1.4550119990402518e-05
20.025,-0.16875,-1.4052978674980116e-05
20.0275,-0.16875,-1.3567790451503911e-05
20.03,-0.16875,-1.3094457340319902e-05
20.0325,-0.16875,-1.263287508670077e-05
20.035,-0.16875,-1.2182933461600918e-05
20.0375,-0.16875,-1.1744516557256382e-05
20.04,-0.16875,-1.1317503077505198e-05
20.0425,-0.16875,-1.0901766622908697e-05
20.045,-0.16875,-1.0497175970617306e-05
20.0475,-0.16875,-1.0103595349013774e-05
20.05,-0.16875,-9.720884707069587e-06
20.0525,-0.16875,-9.348899978474478e-06
20.055,-0.16875,-8.987493340496143e-06
20.0575,-0.16875,-8.636513467599224e-06
20.06,-0.16875,-8.295805779789663e-06
20.0625,-0.16875,-7.96521268573017e-06
20.065,-0.16875,-7.644573820600678e-06
20.0675,-0.16875,-7.3337262787256095e-06
20.07,-0.16875,-7.032504840964582e-06
20.0725,-0.16875,-6.740742196899743e-06
20.075,-0.16875,-6.458269161806863e-06
20.0775,-0.16875,-6.184914888427484e-06
20.08,-0.16875,-5.9205070735835846e-06
20.0825,-0.16875,-5.664872159604164e-06
20.085,-0.16875,-5.4178355306278945e-06
20.0875,-0.16875,-5.179221703778539e-06
20.09,-0.16875,-4.948854515218659e-06
20.0925,-0.16875,-4.726557301150923e-06
20.095,-0.16875,-4.512153073742641e-06
20.0975,-0.16875,-4.305464692018878e-06
20.1,-0.16875,-4.1063150277617295e-06
20.1025,-0.16875,-3.914527126418623e-06
20.105,-0.16875,-3.729924363068724e-06
20.1075,-0.16875,-3.552330593477914e-06
20.11,-0.16875,-3.381570300245093e-06
20.1125,-0.16875,-3.21746873413588e-06
20.115,-0.16875,-3.0598520505548854e-06
20.1175,-0.16875,-2.9085474412637925e-06
20.12,-0.16875,-2.7633832613479864e-06
20.1225,-0.16875,-2.6241891514710214e-06
20.125,-0.16875,-2.4907961554654955e-06
20.1275,-0.16875,-2.3630368333013144e-06
20.13,-0.16875,-2.240745369453372e-06
20.1325,-0.16875,-2.1237576767533233e-06
20.135,-0.16875,-2.0119114957131264e-06
20.1375,-0.16875,-1.9050464894140676e-06
20.14,-0.16875,-1.8030043339810588e-06
20.1425,-0.16875,-1.7056288047000728e-06
20.145,-0.16875,-1.6127658578187645e-06
20.1475,-0.16875,-1.5242637080851355e-06
20.15,-0.16875,-1.4399729020744562e-06
20.1525,-0.16875,-1.359746387353291e-06
20.155,-0.16875,-1.283439577524367e-06
20.1575,-0.16875,-1.2109104132269996e-06
20.16,-0.16875,-1.142019419121691e-06
20.1625,-0.16875,-1.0766297569292658e-06
20.165,-0.16875,-1.0146072745718172e-06
20.1675,-0.16875,-9.55820551477657e-07
20.17,-0.16875,-9.001409400985882e-07
20.1725,-0.16875,-8.474426037095123e-07
20.175,-0.16875,-7.976025505305032e-07
20.1775,-0.16875,-7.505006642515131e-07
20.18,-0.16875,-7.060197309998036e-07
20.1825,-0.16875,-6.64045462820498e-07
20.185,-0.16875,-6.244665177346666e-07
20.1875,-0.16875,-5.871745164205145e-07
20.19,-0.16875,-5.520640555992736e-07
20.1925,-0.16875,-5.190327181721021e-07
20.195,-0.16875,-4.879810801806081e-07
20.1975,-0.16875,-4.5881271465049337e-07
20.2,-0.16875,-4.314341923800149e-07
20.2025,-0.16875,-4.057550797451442e-07
20.205,-0.16875,-3.816879335765166e-07
20.2075,-0.16875,-3.5914829318046194e-07
20.21,-0.16875,-3.3805466956712253e-07
20.2125,-0.16875,-3.183285319493067e-07
20.215,-0.16875,-2.998942915813954e-07
20.2175,-0.16875,-2.826792830040632e-07
20.22,-0.16875,-2.666137427593398e-07
20.2225,-0.16875,-2.516307856435233e-07
20.225,-0.16875,-2.3766637856771735e-07
20.2275,-0.16875,-2.2465931209093465e-07
20.23,-0.16875,-2.1255116968990853e-07
20.2325,-0.16875,-2.0128629484163322e-07
20.235,-0.16875,-1.9081175597722102e-07
20.2375,-0.16875,-1.810773093823507e-07
20.24,-0.16875,-1.7203536010211927e-07
20.2425,-0.16875,-1.6364092093407154e-07
20.245,-0.16875,-1.558515695587567e-07
20.2475,-0.16875,-1.4862740389005825e-07
20.25,-0.16875,-1.4193099570465897e-07
20.2525,-0.16875,-1.357273426233245e-07
20.255,-0.16875,-1.2998381850800045e-07
20.2575,-0.16875,-1.246701223458432e-07
20.26,-0.16875,-1.1975822568240225e-07
20.2625,-0.16875,-1.1522231867970803e-07
20.265,-0.16875,-1.1103875485582621e-07
20.2675,-0.16875,-1.071859945809246e-07
20.27,-0.16875,-1.0364454739461863e-07
20.2725,-0.16875,-1.0039691320710665e-07
20.275,-0.16875,-9.742752245715325e-08
20.2775,-0.16875,-9.472267528572705e-08
20.28,-0.16875,-9.227047979708668e-08
20.2825,-0.16875,-9.006078946729491e-08
20.285,-0.16875,-8.808513976999265e-08
20.2875,-0.16875,-8.6336684078604e-08
20.29,-0.16875,-8.481012891597034e-08
20.2925,-0.16875,-8.350166860710692e-08
20.295,-0.16875,-8.240891940661812e-08
20.2975,-0.16875,-8.153085315601239e-08
20.3,-0.16875,-8.08677305407767e-08
20.3025,-0.16875,-8.042103400003718e-08
20.305,-0.16875,-8.019340036332348e-08
20.3075,-0.16875,-8.018855325875501e-08
20.31,-0.16875,-8.041123536789084e-08
20.3125,-0.16875,-8.086714057905865e-08
20.315,-0.16875,-8.156284609793274e-08
20.3175,-0.16875,-8.25057445804705e-08
20.32,-0.16875,-8.370397633758686e-08
20.3225,-0.16875,-8.516636167419832e-08
20.325,-0.16875,-8.690233342134905e-08
20.3275,-0.16875,-8.892186970868114e-08
20.33,-0.16875,-9.123542704216674e-08
20.3325,-0.16875,-9.385387373509585e-08
20.335,-0.16875,-9.678842375065926e-08
20.3375,-0.16875,-1.0005057100570239e-07
20.34,-0.16875,-1.0365202418876245e-07
20.3425,-0.16875,-1.0760464214708047e-07
20.345,-0.16875,-1.1192036988655351e-07
20.3475,-0.16875,-1.1661117524613476e-07
20.35,-0.16875,-1.2168898627942204e-07
20.3525,-0.16875,-1.2716562940859217e-07
