rank_id,screen_min_outside,high_min_outside,parity,phi,tx,ty,sampled_kmax,min_radial_dot
0.000000000000000000e+00,9.118608244623373910e-03,2.515332180866606746e-03,-1.000000000000000000e+00,3.171267371587765282e+00,4.549000788919705524e-02,6.476064316533903797e-01,1.888295965425509237e+01,3.333314887095323396e-04
1.000000000000000000e+00,6.828470330260376017e-03,7.080870604948981059e-03,-1.000000000000000000e+00,3.173133472069868066e+00,1.327864959288374558e-01,5.718996433271927859e-01,2.146449356900498984e+01,3.333323925455137669e-04
2.000000000000000000e+00,3.470581599472279469e-03,3.502477896763778187e-03,-1.000000000000000000e+00,3.929278859195709295e+00,-7.236280088527158316e-02,6.884475166300784155e-01,2.342060652315072389e+01,3.333321447001836245e-04
3.000000000000000000e+00,3.198168132462837938e-03,3.222790824129590642e-03,-1.000000000000000000e+00,3.811095203224733385e+00,-6.828889888865734281e-02,6.924285170819201030e-01,1.443376132746200646e+01,3.333321527843736260e-04
4.000000000000000000e+00,3.160749081163041589e-03,3.184318962217092680e-03,-1.000000000000000000e+00,3.689760169556808744e+00,-6.073359871300609142e-02,6.933949688504420505e-01,1.829373181076479327e+01,3.333317083395566848e-04
