s,round6_deficit,round7_deficit,round8_seed_deficit,round6_signed_clearance,round7_signed_clearance,round8_seed_signed_clearance
3.280000000000000138e-01,7.254865012115072065e-04,3.933824923359453829e-03,1.121801710515520079e-03,3.927451349878849363e-02,3.606617507664054700e-02,3.887819828948448075e-02
3.290000000000000147e-01,4.953971354655431480e-04,4.018281659821980323e-03,1.422627329212236558e-03,3.950460286453445768e-02,3.598171834017802051e-02,3.857737267078776427e-02
3.300000000000000155e-01,2.625918215207190265e-04,4.103826913196315096e-03,1.724249715767643687e-03,3.973740817847928181e-02,3.589617308680368574e-02,3.827575028423235715e-02
3.310000000000000164e-01,2.708404815455339731e-05,4.190486485483660428e-03,2.026650706366074639e-03,3.997291595184544744e-02,3.580951351451634040e-02,3.797334929363392619e-02
3.320000000000000173e-01,0.000000000000000000e+00,4.278289529515094322e-03,2.329800949565752344e-03,4.021111166461786846e-02,3.572171047048490478e-02,3.767019905043424849e-02
3.330000000000000182e-01,0.000000000000000000e+00,4.367268714542437910e-03,2.633687857264671583e-03,4.045197971311079860e-02,3.563273128545756119e-02,3.736631214273532925e-02
3.340000000000000191e-01,0.000000000000000000e+00,4.457460408503094093e-03,2.938301099716641995e-03,4.069550335215729731e-02,3.554253959149690500e-02,3.706169890028335884e-02
3.350000000000000200e-01,0.000000000000000000e+00,4.548904876877054790e-03,3.243632511578407873e-03,4.094166463183745303e-02,3.545109512312294431e-02,3.675636748842159296e-02
3.360000000000000209e-01,0.000000000000000000e+00,4.641646497836054638e-03,3.549675992104421585e-03,4.119044432870443834e-02,3.535835350216394446e-02,3.645032400789557925e-02
3.370000000000000218e-01,0.000000000000000000e+00,4.734919653857483542e-03,3.856427403243482821e-03,4.144182187152302410e-02,3.526508034614251469e-02,3.614357259675651801e-02
3.380000000000000226e-01,0.000000000000000000e+00,4.813109015474614956e-03,4.163884469112866249e-03,4.169577526160901659e-02,3.518689098452538327e-02,3.583611553088713458e-02
3.390000000000000235e-01,0.000000000000000000e+00,4.888733240629693395e-03,4.472046679917254797e-03,4.195228098793684496e-02,3.511126675937030484e-02,3.552795332008274604e-02
3.400000000000000244e-01,0.000000000000000000e+00,4.964401544145809371e-03,4.780935458056620457e-03,4.221131394645846052e-02,3.503559845585418886e-02,3.521906454194338038e-02
3.410000000000000253e-01,0.000000000000000000e+00,5.040128877153685245e-03,5.090542004529081954e-03,4.247286931837519069e-02,3.495987112284631299e-02,3.490945799547091888e-02
3.420000000000000262e-01,0.000000000000000000e+00,5.115931638473699035e-03,5.400862395851462050e-03,4.273693664676684462e-02,3.488406836152629920e-02,3.459913760414853878e-02
3.430000000000000271e-01,0.000000000000000000e+00,5.191827843810480243e-03,5.711902610664648661e-03,4.300345419060747770e-02,3.480817215618951799e-02,3.428809738933535217e-02
3.440000000000000280e-01,0.000000000000000000e+00,5.267837308560588579e-03,6.023670065628379533e-03,4.327238297411339918e-02,3.473216269143940965e-02,3.397632993437162130e-02
3.450000000000000289e-01,0.000000000000000000e+00,5.343981844140745403e-03,6.336173582063599208e-03,4.354368839604458308e-02,3.465601815585925283e-02,3.366382641793640162e-02
3.460000000000000298e-01,0.000000000000000000e+00,5.420285467427819921e-03,6.649423363503534357e-03,4.381733363942461740e-02,3.457971453257217831e-02,3.335057663649646648e-02
3.470000000000000306e-01,0.000000000000000000e+00,5.496774622508066206e-03,6.963430983065385660e-03,4.409327956590089470e-02,3.450322537749193202e-02,3.303656901693461517e-02
3.480000000000000315e-01,0.000000000000000000e+00,5.573478413464100396e-03,7.278209379194419681e-03,4.437148461266225002e-02,3.442652158653589783e-02,3.272179062080558115e-02
3.490000000000000324e-01,0.000000000000000000e+00,5.650428846373884047e-03,7.593799076365440048e-03,4.465190469369644671e-02,3.434957115362611418e-02,3.240620092363456078e-02
3.500000000000000333e-01,0.000000000000000000e+00,5.727661078063062301e-03,7.910199095645317757e-03,4.493449310737288038e-02,3.427233892193693593e-02,3.208980090435468308e-02
3.510000000000000342e-01,0.000000000000000000e+00,5.805213668438319492e-03,8.227419169873163851e-03,4.521922220757791655e-02,3.419478633156167874e-02,3.177258083012683698e-02
3.519999999999999796e-01,0.000000000000000000e+00,5.883128832446293810e-03,8.545478167247839291e-03,4.550608096058408880e-02,3.411687116755370702e-02,3.145452183275216501e-02
3.529999999999999805e-01,0.000000000000000000e+00,5.961452686880544527e-03,8.864396398193995219e-03,4.579496179177220544e-02,3.403854731311945631e-02,3.113560360180600561e-02
3.539999999999999813e-01,0.000000000000000000e+00,6.040235486380107766e-03,9.184195619223827628e-03,4.608579894384669945e-02,3.395976451361989307e-02,3.081580438077617320e-02
3.549999999999999822e-01,0.000000000000000000e+00,6.119531842115819020e-03,9.504899026229505360e-03,4.637853162162460657e-02,3.388046815788418181e-02,3.049510097377049547e-02
3.559999999999999831e-01,0.000000000000000000e+00,6.199400915823945202e-03,9.826531232604261701e-03,4.667309611980616918e-02,3.380059908417605563e-02,3.017346876739573913e-02
3.569999999999999840e-01,0.000000000000000000e+00,6.279906581111695252e-03,1.014915165911005682e-02,4.696942584106421348e-02,3.372009341888830558e-02,2.985084834088994402e-02
3.579999999999999849e-01,0.000000000000000000e+00,6.361117543338033753e-03,1.047277253468660227e-02,4.726745133958857453e-02,3.363888245666196708e-02,2.952722746531339856e-02
3.589999999999999858e-01,0.000000000000000000e+00,6.443107408962686633e-03,1.079740946105276281e-02,4.756712563434211533e-02,3.355689259103731420e-02,2.920259053894723802e-02
3.599999999999999867e-01,0.000000000000000000e+00,6.525954695067233413e-03,1.112309287015334630e-02,4.786842752060867234e-02,3.347404530493276742e-02,2.887690712984665453e-02
3.609999999999999876e-01,0.000000000000000000e+00,6.609742769880397328e-03,1.144985417375687931e-02,4.817120989783318930e-02,3.339025723011960350e-02,2.855014582624312153e-02
3.619999999999999885e-01,0.000000000000000000e+00,6.694559715611315964e-03,1.177772552206488889e-02,4.847538595615993179e-02,3.330544028438868487e-02,2.822227447793511021e-02
3.629999999999999893e-01,0.000000000000000000e+00,6.780498105749391269e-03,1.210673949041158291e-02,4.878087364016620020e-02,3.321950189425060956e-02,2.789326050958841618e-02
3.639999999999999902e-01,0.000000000000000000e+00,6.867654690267392670e-03,1.243697447129511746e-02,4.908758892141400904e-02,3.313234530973260816e-02,2.756302552870488337e-02
3.649999999999999911e-01,0.000000000000000000e+00,6.956129983849264342e-03,1.276845386562131673e-02,4.939544605068513922e-02,3.304387001615073649e-02,2.723154613437868410e-02
3.659999999999999920e-01,0.000000000000000000e+00,7.046042260388997447e-03,1.310117450321668722e-02,4.970439561883256002e-02,3.295395773961100339e-02,2.689882549678331361e-02
3.669999999999999929e-01,0.000000000000000000e+00,7.137490293338717706e-03,1.343518037193557751e-02,5.001439700699319285e-02,3.286250970666128313e-02,2.656481962806442332e-02
3.679999999999999938e-01,0.000000000000000000e+00,7.230579949961103703e-03,1.377049484476080068e-02,5.032528053728650697e-02,3.276942005003889713e-02,2.622950515523920015e-02
3.689999999999999947e-01,0.000000000000000000e+00,7.325421202722739999e-03,1.410714278296453655e-02,5.064380928364010936e-02,3.267457879727726083e-02,2.589285721703546428e-02
3.699999999999999956e-01,0.000000000000000000e+00,7.422124269101361416e-03,1.444524431313264773e-02,5.097796057644234796e-02,3.257787573089863942e-02,2.555475568686735310e-02
3.709999999999999964e-01,0.000000000000000000e+00,7.520798641279441421e-03,1.478475471820116238e-02,5.132735042482609172e-02,3.247920135872055941e-02,2.521524528179883845e-02
3.719999999999999973e-01,0.000000000000000000e+00,7.621552055435111550e-03,1.512566228727049711e-02,5.169158537062387010e-02,3.237844794456488928e-02,2.487433771272950372e-02
3.729999999999999982e-01,0.000000000000000000e+00,7.724489417154881132e-03,1.546796747323703897e-02,5.207027054074798295e-02,3.227551058284511970e-02,2.453203252676296187e-02
3.739999999999999991e-01,0.000000000000000000e+00,7.829711701453079264e-03,1.581164480728389568e-02,5.246301112538194478e-02,3.217028829854692157e-02,2.418835519271610515e-02
3.750000000000000000e-01,0.000000000000000000e+00,7.937314847232396220e-03,1.613603882421818861e-02,5.286941375205943955e-02,3.206268515276760461e-02,2.386396117578181222e-02
3.760000000000000009e-01,0.000000000000000000e+00,8.047388666697449788e-03,1.642097447307189900e-02,5.328908774809170551e-02,3.195261133330255104e-02,2.357902552692810183e-02
3.770000000000000018e-01,0.000000000000000000e+00,8.160015790185083662e-03,1.666481231802598509e-02,5.372048081481636123e-02,3.183998420981491717e-02,2.333518768197401574e-02
3.780000000000000027e-01,0.000000000000000000e+00,8.275270666109647844e-03,1.686603299546701740e-02,5.415239746365364815e-02,3.172472933389035299e-02,2.313396700453298344e-02
3.790000000000000036e-01,0.000000000000000000e+00,8.393218634262948619e-03,1.702326968446432262e-02,5.458470747936543938e-02,3.160678136573705221e-02,2.297673031553567821e-02
3.800000000000000044e-01,0.000000000000000000e+00,8.513915088651145824e-03,1.713533943974687376e-02,5.501645586766281543e-02,3.148608491134885501e-02,2.286466056025312707e-02
3.810000000000000053e-01,0.000000000000000000e+00,8.637434272487920506e-03,1.720127185035682724e-02,5.544874717094398081e-02,3.136256572751208033e-02,2.279872814964317360e-02
3.820000000000000062e-01,0.000000000000000000e+00,8.763827836733628640e-03,1.722033350310907610e-02,5.588006047883607719e-02,3.123617216326637219e-02,2.277966649689092474e-02
3.830000000000000071e-01,0.000000000000000000e+00,8.893110180276591475e-03,1.719204689110120227e-02,5.631205273623549751e-02,3.110688981972340936e-02,2.280795310889879857e-02
3.840000000000000080e-01,0.000000000000000000e+00,9.025259984654865342e-03,1.711620270929855442e-02,5.674268808516486767e-02,3.097474001534513549e-02,2.288379729070144641e-02
3.850000000000000089e-01,0.000000000000000000e+00,9.160273726527692201e-03,1.699943674311382366e-02,5.717412690622509369e-02,3.083972627347230863e-02,2.300056325688617717e-02
3.860000000000000098e-01,0.000000000000000000e+00,9.298135244397962712e-03,1.687388480566717752e-02,5.760386558242391875e-02,3.070186475560203812e-02,2.312611519433282331e-02
3.870000000000000107e-01,0.000000000000000000e+00,9.438815760540130578e-03,1.674342733095025154e-02,5.803452192412144467e-02,3.056118423945987025e-02,2.325657266904974929e-02
3.880000000000000115e-01,0.000000000000000000e+00,9.582274020438645568e-03,1.660760123220571954e-02,5.846316847599759142e-02,3.041772597956135527e-02,2.339239876779428129e-02
3.890000000000000124e-01,0.000000000000000000e+00,9.728456540619039028e-03,1.646593764818227862e-02,5.889283653673014346e-02,3.027154345938096180e-02,2.353406235181772221e-02
3.900000000000000133e-01,0.000000000000000000e+00,9.877299287390482047e-03,1.631796848422222349e-02,5.932022832033349152e-02,3.012270071260951879e-02,2.368203151577777735e-02
3.910000000000000142e-01,0.000000000000000000e+00,1.002880599764194650e-02,1.616323355718006852e-02,5.974871057051982237e-02,2.997119400235805434e-02,2.383676644281993232e-02
3.920000000000000151e-01,0.000000000000000000e+00,1.018289421441363578e-02,1.600128800434679963e-02,6.017470489085730012e-02,2.981710578558636679e-02,2.399871199565320121e-02
3.930000000000000160e-01,0.000000000000000000e+00,1.033938485056089783e-02,1.583170967160786244e-02,6.060181742409496974e-02,2.966061514943910127e-02,2.416829032839213839e-02
3.940000000000000169e-01,0.000000000000000000e+00,1.049816833514438143e-02,1.565410617837612040e-02,6.102627935780877838e-02,2.950183166485561767e-02,2.434589382162388044e-02
3.950000000000000178e-01,0.000000000000000000e+00,1.065912687839710472e-02,1.546812135942816219e-02,6.145185486982786272e-02,2.934087312160289437e-02,2.453187864057183865e-02
3.960000000000000187e-01,0.000000000000000000e+00,1.082213437158741597e-02,1.527344080746495178e-02,6.187465321325498480e-02,2.917786562841258313e-02,2.472655919253504905e-02
3.970000000000000195e-01,0.000000000000000000e+00,1.098705710937988682e-02,1.506979628364432666e-02,6.229853456964092040e-02,2.901294289062011228e-02,2.493020371635567417e-02
3.980000000000000204e-01,0.000000000000000000e+00,1.115378211133950630e-02,1.485696942466481832e-02,6.271953711784486463e-02,2.884621788866049280e-02,2.514303057533518251e-02
3.990000000000000213e-01,0.000000000000000000e+00,1.132224080582875346e-02,1.463479184764610030e-02,6.314165773405713833e-02,2.867775919417124564e-02,2.536520815235390053e-02
4.000000000000000222e-01,0.000000000000000000e+00,1.149223984903348199e-02,1.440314661337012067e-02,6.356849518934211407e-02,2.850776015096651711e-02,2.559685338662988016e-02
4.010000000000000231e-01,0.000000000000000000e+00,1.166355965696159319e-02,1.416196708562077536e-02,6.400462578836886574e-02,2.833644034303840764e-02,2.583803291437922547e-02
4.020000000000000240e-01,0.000000000000000000e+00,1.183603912835303265e-02,1.391123435079855489e-02,6.444982043695206275e-02,2.816396087164696818e-02,2.608876564920144595e-02
4.030000000000000249e-01,0.000000000000000000e+00,1.200951395299071356e-02,1.365097372133339954e-02,6.490384996766351833e-02,2.799048604700928727e-02,2.634902627866660130e-02
4.040000000000000258e-01,0.000000000000000000e+00,1.218381725631106222e-02,1.338125080303497957e-02,6.536648504850758878e-02,2.781618274368893862e-02,2.661874919696502126e-02
4.050000000000000266e-01,0.000000000000000000e+00,1.235881653549333187e-02,1.310216571677415981e-02,6.583749608140480880e-02,2.764118346450666897e-02,2.689783428322584102e-02
4.060000000000000275e-01,0.000000000000000000e+00,1.253442577676196212e-02,1.281384702463955402e-02,6.631665309075231163e-02,2.746557422323803871e-02,2.718615297536044681e-02
4.070000000000000284e-01,0.000000000000000000e+00,1.271040801608947640e-02,1.251644747132667906e-02,6.680372560212384514e-02,2.728959198391052443e-02,2.748355252867332177e-02
4.080000000000000293e-01,0.000000000000000000e+00,1.288653937760407195e-02,1.221013762700751126e-02,6.729848251100599421e-02,2.711346062239592888e-02,2.778986237299248957e-02
4.090000000000000302e-01,0.000000000000000000e+00,1.306264930146980655e-02,1.189510166758049950e-02,6.780069194135147914e-02,2.693735069853019429e-02,2.810489833241950133e-02
4.100000000000000311e-01,0.000000000000000000e+00,1.323856805568568093e-02,1.157152812206570930e-02,6.831012109365976193e-02,2.676143194431431990e-02,2.842847187793429153e-02
4.110000000000000320e-01,0.000000000000000000e+00,1.341412717573990318e-02,1.123960882443312409e-02,6.882653608227334852e-02,2.658587282426009765e-02,2.876039117556687674e-02
4.120000000000000329e-01,0.000000000000000000e+00,1.358926678579243721e-02,1.089953393847634816e-02,6.934970176159885313e-02,2.641073321420756362e-02,2.910046606152365267e-02
4.130000000000000338e-01,0.000000000000000000e+00,1.376383433248124302e-02,1.055148695612329046e-02,6.987938154103166821e-02,2.623616566751875781e-02,2.944851304387671037e-02
4.140000000000000346e-01,0.000000000000000000e+00,1.393755293339158513e-02,1.019564028968715508e-02,7.041533718847618750e-02,2.606244706660841570e-02,2.980435971031284575e-02
4.150000000000000355e-01,0.000000000000000000e+00,1.411026408062229266e-02,9.832155145313600103e-03,7.095732862251130646e-02,2.588973591937770644e-02,3.016784485468640073e-02
4.160000000000000364e-01,0.000000000000000000e+00,1.428181247062822005e-02,9.461177222025992511e-03,7.150511369345638468e-02,2.571818752937177904e-02,3.053882277797400832e-02
4.169999999999999818e-01,0.000000000000000000e+00,1.445204629861964254e-02,9.077051745198844515e-03,7.205844795384223900e-02,2.554795370138035829e-02,3.092294825480115805e-02
4.179999999999999827e-01,0.000000000000000000e+00,1.462092090359526711e-02,8.681407942650350498e-03,7.261708441908719391e-02,2.537907909640473372e-02,3.131859205734965207e-02
4.189999999999999836e-01,0.000000000000000000e+00,1.478833775465485112e-02,8.278904739313532393e-03,7.317645693733101919e-02,2.521166224534514971e-02,3.172109526068647017e-02
4.199999999999999845e-01,0.000000000000000000e+00,1.495401768513239527e-02,7.869617007248275523e-03,7.373141368071028934e-02,2.504598231486760557e-02,3.213038299275172704e-02
4.209999999999999853e-01,0.000000000000000000e+00,1.511782695668429516e-02,7.453588263904342530e-03,7.428179088733691260e-02,2.488217304331570567e-02,3.254641173609566090e-02
4.219999999999999862e-01,0.000000000000000000e+00,1.527963660591559816e-02,7.030849034460304008e-03,7.482742042651728542e-02,2.472036339408440267e-02,3.296915096553969943e-02
4.229999999999999871e-01,0.000000000000000000e+00,1.543934453263344844e-02,6.601390089296142044e-03,7.536811509550064847e-02,2.456065546736655239e-02,3.339860991070386226e-02
4.239999999999999880e-01,0.000000000000000000e+00,1.559698623469035414e-02,6.165191730495466621e-03,7.590368642263475851e-02,2.440301376530964669e-02,3.383480826950453074e-02
4.249999999999999889e-01,0.000000000000000000e+00,1.575237454977663348e-02,5.722190910162576645e-03,7.643393647353752263e-02,2.424762545022336735e-02,3.427780908983742159e-02
4.259999999999999898e-01,0.000000000000000000e+00,1.590531522208291776e-02,5.272311824412467991e-03,7.695864916150568780e-02,2.409468477791708307e-02,3.472768817558753024e-02
4.269999999999999907e-01,0.000000000000000000e+00,1.605570731948623500e-02,4.815437489418911317e-03,7.747760158467027758e-02,2.394429268051376583e-02,3.518456251058108691e-02
4.279999999999999916e-01,0.000000000000000000e+00,1.620345544496200330e-02,4.351429847479616406e-03,7.799056033199423810e-02,2.379654455503799754e-02,3.564857015252038269e-02
4.289999999999999925e-01,0.000000000000000000e+00,1.634866028063231003e-02,3.880119008437472958e-03,7.849727506221400308e-02,2.365133971936769081e-02,3.611988099156252657e-02
4.299999999999999933e-01,0.000000000000000000e+00,1.649121818776797671e-02,3.401298967476595880e-03,7.899748448078301732e-02,2.350878181223202412e-02,3.659870103252340495e-02
4.309999999999999942e-01,0.000000000000000000e+00,1.663090398117912302e-02,2.914747777601249534e-03,7.949091465065215301e-02,2.336909601882087781e-02,3.708525222239875130e-02
4.319999999999999951e-01,0.000000000000000000e+00,1.676764665602607091e-02,2.420195264633849541e-03,7.997727849611001305e-02,2.323235334397392993e-02,3.757980473536615129e-02
4.329999999999999960e-01,0.000000000000000000e+00,1.690141718387513578e-02,1.917348981066796521e-03,8.045627387303722067e-02,2.309858281612486505e-02,3.808265101893320431e-02
4.339999999999999969e-01,0.000000000000000000e+00,1.703237936947978384e-02,1.405896052681675223e-03,8.092758659347719374e-02,2.296762063052021699e-02,3.859410394731832561e-02
4.349999999999999978e-01,0.000000000000000000e+00,1.716037053376350680e-02,8.854788310652880745e-04,8.139088949856772282e-02,2.283962946623649404e-02,3.911452116893471276e-02
4.359999999999999987e-01,0.000000000000000000e+00,1.728522041753472252e-02,3.557213642373380225e-04,8.184584329074889864e-02,2.271477958246527831e-02,3.964427863576266281e-02
4.369999999999999996e-01,0.000000000000000000e+00,1.740688566901664458e-02,0.000000000000000000e+00,8.229209578363097521e-02,2.259311433098335625e-02,4.018377549792213899e-02
4.380000000000000004e-01,0.000000000000000000e+00,1.752554743317786753e-02,0.000000000000000000e+00,8.272928446557979709e-02,2.247445256682213330e-02,4.073342510364549862e-02
4.390000000000000013e-01,0.000000000000000000e+00,1.764126248446228409e-02,0.000000000000000000e+00,8.315703693033266175e-02,2.235873751553771674e-02,4.129366855843103618e-02
4.400000000000000022e-01,0.000000000000000000e+00,1.775372759009826579e-02,0.000000000000000000e+00,8.357497224818553894e-02,2.224627240990173505e-02,4.186495077592044395e-02
4.410000000000000031e-01,0.000000000000000000e+00,1.786291758608322608e-02,0.000000000000000000e+00,8.398270264750623548e-02,2.213708241391677475e-02,4.244771995211980842e-02
4.420000000000000040e-01,0.000000000000000000e+00,1.796906608530025179e-02,0.000000000000000000e+00,8.437983488814360111e-02,2.203093391469974904e-02,4.304242010480521102e-02
4.430000000000000049e-01,0.000000000000000000e+00,1.807226956373208376e-02,0.000000000000000000e+00,8.476597298882272702e-02,2.192773043626791707e-02,4.364948251600728191e-02
4.440000000000000058e-01,0.000000000000000000e+00,1.817218332919653262e-02,0.000000000000000000e+00,8.514072036375872066e-02,2.182781667080346821e-02,4.426931637153861537e-02
4.450000000000000067e-01,0.000000000000000000e+00,1.826882201331583855e-02,0.000000000000000000e+00,8.550368245984096838e-02,2.173117798668416228e-02,4.490229882560083791e-02
4.460000000000000075e-01,0.000000000000000000e+00,1.836257433580184770e-02,0.000000000000000000e+00,8.585446963324983027e-02,2.163742566419815314e-02,4.554876479552128626e-02
4.470000000000000084e-01,0.000000000000000000e+00,1.845327879993779660e-02,0.000000000000000000e+00,8.619270027093262065e-02,2.154672120006220423e-02,4.620899518021415880e-02
4.480000000000000093e-01,0.000000000000000000e+00,1.854068865785835768e-02,0.000000000000000000e+00,8.651800402040243920e-02,2.145931134214164315e-02,4.688320189746067457e-02
4.490000000000000102e-01,0.000000000000000000e+00,1.859834908952075552e-02,0.000000000000000000e+00,8.683002518321274177e-02,2.140165091047924531e-02,4.757154218792105510e-02
4.500000000000000111e-01,0.000000000000000000e+00,1.859869233929870025e-02,0.000000000000000000e+00,8.712842634585560297e-02,2.140130766070130058e-02,4.827408494893407204e-02
4.510000000000000120e-01,0.000000000000000000e+00,1.854855070347362356e-02,0.000000000000000000e+00,8.741289189829264117e-02,2.145144929652637728e-02,4.899080412982739774e-02
4.520000000000000129e-01,0.000000000000000000e+00,1.848511334348719448e-02,0.000000000000000000e+00,8.701607329392567480e-02,2.151488665651280635e-02,4.972161281539796279e-02
4.530000000000000138e-01,0.000000000000000000e+00,1.841388350300389790e-02,0.000000000000000000e+00,8.620342007401515794e-02,2.158611649699610294e-02,5.046630715229667719e-02
4.540000000000000147e-01,0.000000000000000000e+00,1.833481261644452631e-02,0.000000000000000000e+00,8.539960293461459906e-02,2.166518738355547452e-02,5.122461904552218226e-02
4.550000000000000155e-01,0.000000000000000000e+00,1.824789285426699909e-02,0.000000000000000000e+00,8.460488881607658440e-02,2.175210714573300175e-02,5.199619284411651637e-02
4.560000000000000164e-01,0.000000000000000000e+00,1.815312651966354690e-02,0.000000000000000000e+00,8.381952510628710995e-02,2.184687348033645393e-02,5.278059398276620240e-02
4.570000000000000173e-01,0.000000000000000000e+00,1.805052621374968885e-02,0.000000000000000000e+00,8.304373501295135573e-02,2.194947378625031198e-02,5.357732079350661925e-02
4.580000000000000182e-01,0.000000000000000000e+00,1.794011497177676676e-02,0.000000000000000000e+00,8.227771826362607899e-02,2.205988502822323408e-02,5.438582255672142624e-02
4.590000000000000191e-01,0.000000000000000000e+00,1.782192636849639494e-02,0.000000000000000000e+00,8.152164692281570202e-02,2.217807363150360589e-02,5.520550151312976495e-02
4.600000000000000200e-01,0.000000000000000000e+00,1.769603140570988678e-02,0.000000000000000000e+00,8.077715565349795346e-02,2.230396859429011405e-02,5.603572510352494013e-02
4.610000000000000209e-01,0.000000000000000000e+00,1.756252356379942037e-02,0.000000000000000000e+00,8.004850350178509266e-02,2.243747643620058047e-02,5.687584712149146987e-02
4.620000000000000218e-01,0.000000000000000000e+00,1.742141258416463057e-02,0.000000000000000000e+00,7.933299680687053157e-02,2.257858741583537027e-02,5.772521171866982354e-02
4.630000000000000226e-01,0.000000000000000000e+00,1.727276583429243617e-02,0.000000000000000000e+00,7.862800780576315041e-02,2.272723416570756466e-02,5.858316180700427755e-02
4.640000000000000235e-01,0.000000000000000000e+00,1.711666999729273553e-02,0.000000000000000000e+00,7.793353234322843159e-02,2.288333000270726530e-02,5.944903900492496535e-02
4.650000000000000244e-01,0.000000000000000000e+00,1.695322218386986421e-02,0.000000000000000000e+00,7.724953244934061602e-02,2.304677781613013662e-02,6.032223841040845053e-02
4.660000000000000253e-01,0.000000000000000000e+00,1.678252977900505580e-02,0.000000000000000000e+00,7.657593378082068469e-02,2.321747022099494503e-02,6.120213285020590505e-02
4.670000000000000262e-01,0.000000000000000000e+00,1.660471024781497509e-02,0.000000000000000000e+00,7.591262550467271775e-02,2.339528975218502574e-02,6.208817622939365177e-02
4.680000000000000271e-01,0.000000000000000000e+00,1.641992237048187780e-02,0.000000000000000000e+00,7.525946408384533159e-02,2.358007762951812303e-02,6.297981405544111899e-02
4.690000000000000280e-01,0.000000000000000000e+00,1.622834637576629074e-02,0.000000000000000000e+00,7.461627481481851454e-02,2.377165362423371009e-02,6.387655109653590790e-02
4.700000000000000289e-01,0.000000000000000000e+00,1.603005796882992287e-02,0.000000000000000000e+00,7.398285260683787334e-02,2.396994203117007796e-02,6.477792852359964826e-02
4.710000000000000298e-01,0.000000000000000000e+00,1.582520882743073190e-02,0.000000000000000000e+00,7.335896531713463620e-02,2.417479117256926893e-02,6.568351752046619474e-02
4.720000000000000306e-01,0.000000000000000000e+00,1.561396245277525165e-02,0.000000000000000000e+00,7.274435654430896903e-02,2.438603754722474745e-02,6.659291496552045830e-02
4.730000000000000315e-01,0.000000000000000000e+00,1.539649040285324781e-02,0.000000000000000000e+00,7.213874861521168969e-02,2.460350959714675476e-02,6.750577762145540395e-02
4.740000000000000324e-01,0.000000000000000000e+00,1.517297182222417974e-02,0.000000000000000000e+00,7.154184569748825440e-02,2.482702817777582283e-02,6.842178329142865889e-02
4.750000000000000333e-01,0.000000000000000000e+00,1.494360729831097252e-02,0.000000000000000000e+00,7.095333697127186035e-02,2.505639270168903004e-02,6.934064136450945881e-02
4.760000000000000342e-01,0.000000000000000000e+00,1.470865846636808250e-02,0.000000000000000000e+00,7.037289979691367658e-02,2.529134153363191834e-02,7.026209091091138725e-02
4.770000000000000351e-01,0.000000000000000000e+00,1.446826122900519984e-02,0.000000000000000000e+00,6.980020282079212046e-02,2.553173877099480099e-02,7.118589842010422664e-02
4.780000000000000360e-01,0.000000000000000000e+00,1.422260014271006096e-02,0.000000000000000000e+00,6.923490896777505232e-02,2.577739985728993988e-02,7.211185554107088502e-02
4.790000000000000369e-01,0.000000000000000000e+00,1.397188407045317146e-02,0.000000000000000000e+00,6.867667827641371625e-02,2.602811592954682937e-02,7.303977688081308983e-02
4.799999999999999822e-01,0.000000000000000000e+00,1.371632602030924825e-02,0.000000000000000000e+00,6.812516885796007782e-02,2.628367397969075259e-02,7.396949790129767055e-02
4.809999999999999831e-01,0.000000000000000000e+00,1.345614250136246623e-02,0.000000000000000000e+00,6.758004402515695175e-02,2.654385749863753460e-02,7.490087294181163591e-02
4.819999999999999840e-01,0.000000000000000000e+00,1.319157522424962981e-02,0.000000000000000000e+00,6.704097017975875483e-02,2.680842477575037103e-02,7.583377338303350090e-02
4.829999999999999849e-01,0.000000000000000000e+00,1.292291271386646762e-02,0.000000000000000000e+00,6.650761994180520720e-02,2.707708728613353322e-02,7.676808596075331004e-02
4.839999999999999858e-01,0.000000000000000000e+00,1.265029946293531188e-02,0.000000000000000000e+00,6.597967218639644305e-02,2.734970053706468895e-02,7.770371123079621023e-02
4.849999999999999867e-01,0.000000000000000000e+00,1.237394885643265316e-02,0.000000000000000000e+00,6.545681738386641135e-02,2.762605114356734767e-02,7.864056218197247594e-02
4.859999999999999876e-01,0.000000000000000000e+00,1.209408495145923579e-02,0.000000000000000000e+00,6.493875699481801989e-02,2.790591504854076504e-02,7.957870796544201653e-02
4.869999999999999885e-01,0.000000000000000000e+00,1.181093138387204547e-02,0.000000000000000000e+00,6.442520213689735542e-02,2.818906861612795536e-02,8.051936759945840794e-02
4.879999999999999893e-01,0.000000000000000000e+00,1.152471074821143429e-02,0.000000000000000000e+00,6.391587531909585784e-02,2.847528925178856654e-02,8.146269396763586301e-02
4.889999999999999902e-01,0.000000000000000000e+00,1.123570074515526165e-02,0.000000000000000000e+00,6.341051583503894140e-02,2.876429925484473918e-02,8.240829323310544519e-02
4.899999999999999911e-01,0.000000000000000000e+00,1.094412951775185563e-02,0.000000000000000000e+00,6.290887245192845756e-02,2.905587048224814520e-02,8.335498005991434645e-02
4.909999999999999920e-01,0.000000000000000000e+00,1.065014648994698152e-02,0.000000000000000000e+00,6.241070675641349069e-02,2.934985351005301932e-02,8.430259312285082185e-02
4.919999999999999929e-01,0.000000000000000000e+00,1.035396426020061475e-02,0.000000000000000000e+00,6.191579776669203783e-02,2.964603573979938608e-02,8.525108566666345089e-02
