path_A_initial_x,path_A_final_x,path_B_initial_x,path_B_final_x,path_A_integral,path_B_integral
2.2336314362031582e-10,-1.2664165549094176e-14,-2.2336314362031582e-10,1.2664165549094176e-14,-4.920153173770814e-11,4.920153173770814e-11
