beta,load_fraction,connector_reserve,connector_differential_authority,max_real_eigenvalue,stability_margin
0.02,0.7684615384615384,0.23153846153846158,0.4094668639053255,-0.035766825054966304,0.035766825054966304
0.02,0.7718026755852843,0.22819732441471574,0.40432062995939644,-0.03577140187019756,0.03577140187019756
0.02,0.7751438127090301,0.2248561872909699,0.39915206961890803,-0.03577599990787262,0.03577599990787262
0.02,0.7784849498327758,0.22151505016722417,0.3939611828838605,-0.03578061918643442,0.03578061918643442
0.02,0.7818260869565217,0.21817391304347833,0.3887479697542534,-0.0357852597244214,0.0357852597244214
0.02,0.7851672240802675,0.2148327759197325,0.38351243023008696,-0.03578992154046744,0.03578992154046744
0.02,0.7885083612040134,0.21149163879598665,0.3782545643113612,-0.03579460465330217,0.03579460465330217
0.02,0.7918494983277592,0.2081505016722408,0.37297437199807604,-0.035799309081750955,0.035799309081750955
0.02,0.795190635451505,0.20480936454849497,0.36767185329023166,-0.0358040348447355,0.0358040348447355
0.02,0.7985317725752508,0.20146822742474924,0.36234700818782795,-0.03580878196127378,0.03580878196127378
0.02,0.8018729096989966,0.1981270903010034,0.3569998366908649,-0.03581355045048037,0.03581355045048037
0.02,0.8052140468227424,0.19478595317725755,0.35163033879934236,-0.03581834033156666,0.03581834033156666
0.02,0.8085551839464883,0.1914448160535117,0.3462385145132605,-0.03582315162384103,0.03582315162384103
0.02,0.8118963210702341,0.18810367892976587,0.34082436383261927,-0.03582798434670927,0.03582798434670927
0.02,0.8152374581939799,0.18476254180602014,0.33538788675741893,-0.035832838519674476,0.035832838519674476
0.02,0.8185785953177257,0.1814214046822743,0.329929083287659,-0.03583771416233768,0.03583771416233768
0.02,0.8219197324414715,0.17808026755852846,0.3244479534233399,-0.03584261129439767,0.03584261129439767
0.02,0.8252608695652174,0.17473913043478262,0.31894449716446127,-0.03584752993565152,0.03584752993565152
0.02,0.8286020066889632,0.17139799331103678,0.3134187145110233,-0.035852470105994835,0.035852470105994835
0.02,0.831943143812709,0.16805685618729105,0.30787060546302625,-0.035857431825421636,0.035857431825421636
0.02,0.8352842809364548,0.1647157190635452,0.3023001700204697,-0.03586241511402523,0.03586241511402523
0.02,0.8386254180602006,0.16137458193979937,0.2967074081833537,-0.03586741999199783,0.03586741999199783
0.02,0.8419665551839465,0.15803344481605353,0.2910923199516784,-0.03587244647963085,0.03587244647963085
0.02,0.8453076923076923,0.15469230769230768,0.2854549053254438,-0.03587749459731577,0.03587749459731577
0.02,0.848648829431438,0.15135117056856195,0.27979516430465,-0.035882564365543615,0.035882564365543615
0.02,0.8519899665551839,0.1480100334448161,0.27411309688929664,-0.035887655804905744,0.035887655804905744
0.02,0.8553311036789297,0.14466889632107027,0.2684087030793839,-0.03589276893609365,0.03589276893609365
0.02,0.8586722408026756,0.14132775919732443,0.26268198287491196,-0.03589790377989963,0.03589790377989963
0.02,0.8620133779264214,0.1379866220735786,0.25693293627588054,-0.035903060357216854,0.035903060357216854
0.02,0.8653545150501671,0.13464548494983286,0.25116156328229,-0.035908238689039404,0.035908238689039404
0.02,0.868695652173913,0.13130434782608702,0.24536786389414,-0.035913438796462874,0.035913438796462874
0.02,0.8720367892976588,0.12796321070234118,0.23955183811143055,-0.03591866070068459,0.03591866070068459
0.02,0.8753779264214047,0.12462207357859534,0.23371348593416186,-0.03592390442300352,0.03592390442300352
0.02,0.8787190635451505,0.1212809364548495,0.2278528073623337,-0.03592916998482101,0.03592916998482101
0.02,0.8820602006688962,0.11793979933110377,0.22196980239594655,-0.035934457407640494,0.035934457407640494
0.02,0.8854013377926421,0.11459866220735793,0.2160644710349997,-0.0359397667130685,0.0359397667130685
