support_radius,convolution_log_radius,activated_count,min_eigen_archimedean,min_eigen_finite,min_eigen_total,max_eigen_total,numerical_psd,archimedean_spectral_crosscheck_norm
0.25,0.5,0,0.009000239343239083,0.0,0.009000239343239083,4.5375134340199565,True,0.2114168936559489
0.3,0.6,0,0.008525553649164389,0.0,0.008525553649164389,3.997448213296009,True,0.12697720386022432
0.346,0.692,0,0.008153995436049133,0.0,0.008153995436049133,3.5760841100839094,True,0.12038215229585465
0.4,0.8,1,0.009984291254807334,-0.11492038261982247,0.010061293319451096,3.115423540418609,True,0.11108155872802493
0.55,1.1,2,0.009260223281081226,-0.8475172836616169,0.010354237128297568,2.707693199651218,True,0.13884318433160703
0.7,1.4,3,0.017778316090685045,-1.1049055878640137,0.014600667439007743,2.9287712445054908,True,0.06236400461589749
1.0,2.0,5,0.0934064773576189,-1.2251103297881585,0.013196177136183972,2.6330782325446194,True,0.0713346802367235
