mu,gamma,chi_saturation,reserve_1_minus_chi,max_real_eigenvalue,stationary_var_x,stationary_sd_x
6.050000000000001,0.0,0.997647684429022,0.0023523155709780363,-0.4999999999999998,0.08391730818601868,0.289684842865516
6.1000000000000005,0.0,0.9977621514787236,0.0022378485212763977,-0.49999999999999994,0.08717900194253352,0.2952609048664139
6.15,0.0,0.9978710602840357,0.0021289397159642842,-0.4999999999999998,0.09060792803962492,0.30101150815147404
6.2,0.0,0.9979746796109501,0.0020253203890499005,-0.4999999999999999,0.09421266057858325,0.3069408095685278
6.25,0.0,0.9980732653366725,0.0019267346633274895,-0.5,0.0980022132683712,0.31305305184324783
6.300000000000001,0.0,0.9981670610575072,0.0018329389424928122,-0.49999999999999994,0.10198606196460565,0.3193525668671001
6.3500000000000005,0.0,0.9982562986690452,0.0017437013309548055,-0.4999999999999999,0.10617416836411978,0.32584377907844086
6.4,0.0,0.9983411989198255,0.0016588010801744657,-0.5,0.11057700491440092,0.33253120893293747
6.45,0.0,0.9984219719395961,0.0015780280604038577,-0.5000000000000002,0.11520558100016351,0.33941947645968035
6.5,0.0,0.998498817743263,0.0015011822567370103,-0.49999999999999994,0.12007147047253204,0.34651330489972826
6.550000000000001,0.0,0.9985719267115775,0.0014280732884225378,-0.5000000000000002,0.12518684058972532,0.35381752442427905
6.6000000000000005,0.0,0.9986414800495711,0.0013585199504289047,-0.49999999999999983,0.130564482441506,0.361337075929811
6.65,0.0,0.9987076502237127,0.0012923497762873382,-0.5000000000000001,0.13621784293358827,0.36907701490825495
6.7,0.0,0.9987706013787226,0.0012293986212773556,-0.43349766967595216,0.14216105841192336,0.37704251539040445
6.75,0.0,0.9988304897349445,0.0011695102650555178,-0.37204884587894327,0.14840899001086558,0.38523887396116396
6.800000000000001,0.0,0.9988874639671398,0.0011125360328602119,-0.33344568239508154,0.1549772608138482,0.3936715138460595
6.8500000000000005,0.0,0.9989416655655341,0.0010583344344659018,-0.3036403110059124,0.16188229491910583,0.40234598906799834
6.9,0.0,0.9989932291799144,0.0010067708200856007,-0.2789829113400617,0.16914135850857373,0.41126798867474934
6.95,0.0,0.9990422829475397,0.0009577170524602829,-0.2578429561246297,0.1767726030223114,0.420443341036948
7.0,0.0,0.9990889488055994,0.0009110511944006028,-0.23931673629547456,0.18479511054657133,0.4298780182174605
7.050000000000001,0.0,0.9991333427889207,0.0008666572110792581,-0.22283799551805172,0.19322894152883965,0.4395781404128732
7.1,0.0,0.9991755753136017,0.0008244246863983173,-0.20802226466210638,0.20209518493962003,0.44954998046893524
7.15,0.0,0.9992157514472091,0.0007842485527909115,-0.19459322437062954,0.21141601100565832,0.45979996847070176
7.200000000000001,0.0,0.9992539711661633,0.0007460288338366761,-0.18234366835076643,0.22121472664703964,0.4703346964099498
7.25,0.0,0.9992903296008995,0.000709670399100526,-0.1711130185079277,0.23151583375688137,0.48116092293211155
7.300000000000001,0.0,0.9993249172693672,0.00067508273063277,-0.1607735251899025,0.24234509046852054,0.49228557816426083
7.35,0.0,0.9993578202994141,0.0006421797005858876,-0.1512213612670763,0.2537295755644625,0.503715768627966
7.4,0.0,0.9993891206405656,0.0006108793594343798,-0.14237063483058243,0.2656977561873119,0.5154587822389991
7.450000000000001,0.0,0.9994188962656985,0.0005811037343015357,-0.13414922516181993,0.27827955902267304,0.5275220933976823
7.5,0.0,0.9994472213630764,0.000552778636923601,-0.12649580262121884,0.29150644513106466,0.5399133681722139
7.550000000000001,0.0,0.9994741665192033,0.0005258334807967113,-0.11935764291061468,0.3054114886174173,0.552640469579832
7.6,0.0,0.9994997988929205,0.0005002011070794898,-0.11268898955283135,0.3200294593333774,0.5657114629679846
7.65,0.0,0.9995241823811616,0.00047581761883841445,-0.10644980407374138,0.33539690981959397,0.5791346214996941
7.700000000000001,0.0,0.9995473777767595,0.0004526222232404953,-0.1006047963141079,0.35155226670718837,0.592918431748574
7.75,0.0,0.9995694429186754,0.0004305570813245563,-0.09512266102541078,0.36853592680308744,0.6070715994041291
7.800000000000001,0.0,0.9995904328350139,0.0004095671649860799,-0.0899754689590988,0.3863903581038958,0.6216030550953686
7.85,0.0,0.9996103998791612,0.0003896001208387734,-0.08513817543298008,0.4051602059880672,0.636521960334494
7.9,0.0,0.9996293938593735,0.0003706061406264505,-0.08058821945848504,0.42489240485174884,0.6518377135850217
7.950000000000001,0.0,0.9996474621621289,0.00035253783787114745,-0.07630519355177756,0.44563629547061145,0.6675599564612991
8.0,0.0,0.9996646498695336,0.00033535013046637197,-0.07227056934467746,0.4674437483757952,0.6836985800598062
8.05,0.0,0.9996809998710731,0.0003190001289269384,-0.06846746770253409,0.4903692935583053,0.7002637314314553
8.1,0.0,0.9996965529699712,0.000303447030028825,-0.06488046468327613,0.5144702568236008,0.7172658201975058
