dps,method,scale,elapsed_seconds
40,quad,0.99891433908463271725296441853670224618019050977436195437717937682595344609397139367023836818227158773630947052879491820931435,0.14429903030395508
40,quadgl,0.99891433908463271725296441853670224618019050977436195437717937682595344609397139367023836818227158773630947052879491820931435,0.3245716094970703
60,quad,0.99891433908463271725296441853670224618019211931483351998479803513664101365444641849675639384836577922172573821241876399424575,0.32055163383483887
60,quadgl,0.99891433908463271725296441853670224618019211931483351998479803513664101365444641849675639384836577922172573821241876399424575,0.3983745574951172
80,quad,0.99891433908463271725296441853670224618019211931483351998479812835127468110999017995997645999134484597426516556977843065154334,0.34685468673706055
80,quadgl,0.99891433908463271725296441853670224618019211931483351998479812835127468110999017995997645999134484597426516556977843065154334,0.1991746425628662
120,quad,0.99891433908463271725296441853670224618019211931483351998479812835127468110999017898948407299794722402157534461307060182055976,1.1303296089172363
120,quadgl,0.99891433908463271725296441853670224618019211931483351998479812835127468110999017898948407299794722402157534461307060182055976,1.7235350608825684
