s,x,y,kappa,theta,radial_dot
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000367374556465982e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,1.999997980166775538e-04,2.009891133717071875e-07,1.009525112376663536e+01,2.009892486933128469e-03,1.999997980166775267e-04
4.000000000000000192e-04,3.999987807289252361e-04,8.057853852439501531e-07,1.018664959923528457e+01,4.038082559233318637e-03,3.999987733402141738e-04
6.000000000000000559e-04,5.999961143541348782e-04,1.818041921793656663e-06,1.027783804366490727e+01,6.084531323523337254e-03,5.999960698686634735e-04
8.000000000000000383e-04,7.999909428343140831e-04,3.241401642552921748e-06,1.036878496029350316e+01,8.149193623919175761e-03,7.999907940566050720e-04
1.000000000000000021e-03,9.999823877209366909e-04,5.079495928512273537e-06,1.045945850418004852e+01,1.023201797036653142e-02,9.999820145904475110e-04
1.200000000000000112e-03,1.199969548074981615e-03,7.335943254768851729e-06,1.054982650328401128e+01,1.233294647111293600e-02,1.199968762108347391e-03
1.399999999999999986e-03,1.399951500382673637e-03,1.001434780865380163e-05,1.063985648033192533e+01,1.445191476947452723e-02,1.399950028966748337e-03
1.600000000000000077e-03,1.599927298487431723e-03,1.311829809431117821e-05,1.072951567545343643e+01,1.658885198505306163e-02,1.599924769055503923e-03
1.800000000000000168e-03,1.799895973538510364e-03,1.665136552473783793e-05,1.081877106956796375e+01,1.874368065955520427e-02,1.799891897663483988e-03
2.000000000000000042e-03,1.999856533956817506e-03,2.061710300233039877e-05,1.090758940850073699e+01,2.091631670736207246e-02,1.999850291396533270e-03
2.200000000000000133e-03,2.199807965418367449e-03,2.501904348902086854e-05,1.099593722780534044e+01,2.310666937099267737e-02,2.199798788149559276e-03
2.400000000000000223e-03,2.399749230855818902e-03,2.986069856711716226e-05,1.108378087826829628e+01,2.531464118160004287e-02,2.399736187134477589e-03
2.600000000000000314e-03,2.599679270478525567e-03,3.514555699199838480e-05,1.117108655206854628e+01,2.754012792463372827e-02,2.599661248965647650e-03
2.799999999999999972e-03,2.799597001811511034e-03,4.087708323784700287e-05,1.125782030956419355e+01,2.978301861079699422e-02,2.799572695804359180e-03
3.000000000000000062e-03,2.999501319753762867e-03,4.705871603763136417e-05,1.134394810667561160e+01,3.204319545242097222e-02,2.999469211563834860e-03
3.200000000000000153e-03,3.199391096656204522e-03,5.369386691858138460e-05,1.142943582283357351e+01,3.432053384537189084e-02,3.199349442176092819e-03
3.400000000000000244e-03,3.399265182419706783e-03,6.078591873442913885e-05,1.151424928945847626e+01,3.661490235660109366e-02,3.399211995921948282e-03
3.600000000000000335e-03,3.599122404613448820e-03,6.833822419571224257e-05,1.159835431893540658e+01,3.892616271744048229e-02,3.599055443825276753e-03
3.799999999999999992e-03,3.798961568613933720e-03,7.635410439946343380e-05,1.168171673404832411e+01,4.125416982273884953e-02,3.798878320112561782e-03
4.000000000000000083e-03,3.998781457764928257e-03,8.483684735963302091e-05,1.176430239783483245e+01,4.359877173592716787e-02,3.998679122738632401e-03
4.200000000000000608e-03,4.198580833558565421e-03,9.378970653961238551e-05,1.184607724382133043e+01,4.595980970009278660e-02,4.198456313979320557e-03
4.400000000000000265e-03,4.398358435837830017e-03,1.032158993882465158e-04,1.192700730659779573e+01,4.833711815513469512e-02,4.398208321091696439e-03
4.599999999999999922e-03,4.598112983020613380e-03,1.131186058807414485e-04,1.200705875268885592e+01,5.073052476106335723e-02,4.597933537042319697e-03
