x,y,G_real,G_imag,block
8.058333333333334,-0.17,0.2849692967419877,0.8805105421644512,-1.3881826295542257
8.058333333333334,-0.16666666666666669,0.2938773489190165,0.887382688347337,-1.4021682787417553
8.058333333333334,-0.16333333333333333,0.30433166403994516,0.8936448353825739,-1.4119666601372511
8.058333333333334,-0.16,0.31623962031001973,0.8992204348606982,-1.4171797860344757
8.058333333333334,-0.15666666666666668,0.3295091389489304,0.9040392451760972,-1.4174213683354042
8.058333333333334,-0.15333333333333335,0.34404880203488863,0.9080371027309972,-1.4123236035089235
8.058333333333334,-0.15000000000000002,0.3597679638213802,0.911155700129747,-1.401543444173495
8.058333333333334,-0.14666666666666667,0.37657685583404366,0.913342371130927,-1.3847683171064198
8.058333333333334,-0.14333333333333334,0.39438668603976357,0.914549882128977,-1.3617212575533975
8.058333333333334,-0.14,0.4131097323719928,0.9147362299454755,-1.3321654387888047
8.058333333333334,-0.13666666666666666,0.43265943088353254,0.9138644457132621,-1.2959080840126909
8.058333333333334,-0.13333333333333336,0.4529504587854447,0.9119024046449873,-1.2528037549667306
8.058333333333334,-0.13,0.47389881262435196,0.9088226414809881,-1.20275701812342
8.058333333333334,-0.12666666666666668,0.4954218818358229,0.9046021714170251,-1.1457244950612977
8.058333333333334,-0.12333333333333334,0.5174385179043952,0.8992223163194417,-1.08171630871161
8.058333333333334,-0.12000000000000001,0.539869099351078,0.8926685360362683,-1.0107969415899807
8.058333333333334,-0.11666666666666667,0.5626355927588214,0.8849302646217154,-0.933085526008778
8.058333333333334,-0.11333333333333334,0.5856616100384437,0.8760007512931267,-0.8487555895866007
8.058333333333334,-0.11,0.6088724621293395,0.8658769059449334,-0.7580342822186541
8.058333333333334,-0.10666666666666667,0.6321952093194807,0.8545591490485513,-0.6612011130721644
8.058333333333334,-0.10333333333333333,0.6555587083635888,0.842051265770138,-0.5585862281475095
8.058333333333334,-0.1,0.6788936565673931,0.8283602641439796,-0.45056826057047633
8.066666666666666,-0.2,0.3011975690370381,0.8313682652256347,-1.2009064336609199
8.066666666666666,-0.19666666666666668,0.2934560385673777,0.8335336244068472,-1.2173237128903134
8.066666666666666,-0.19333333333333336,0.2877264800261141,0.8363017323249409,-1.2332281203629583
8.066666666666666,-0.19,0.283939467196193,0.8395310762554828,-1.2483816139340629
8.066666666666666,-0.18666666666666668,0.2820239682208783,0.8430883425387421,-1.2625208693473446
8.066666666666666,-0.18333333333333335,0.28190756065375844,0.8468481394614926,-1.2753597971112784
8.066666666666666,-0.18000000000000002,0.28351663590069975,0.8506927284096264,-1.2865928706731289
8.066666666666666,-0.17666666666666667,0.28677659350842966,0.8545117630355108,-1.2958990771635157
8.066666666666666,-0.17333333333333334,0.2916120257396031,0.8582020361900007,-1.3029463227294165
