phase,scale,tx,ty,contact_cluster_count,dual_eq_residual,dual_norm_residual,duality_gap
1.692969374434499574e+00,1.003442288810074912e+00,2.046749437991471909e-01,2.282540371973420523e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.710422666954442894e+00,1.005805902413029917e+00,2.036661287268811127e-01,2.303688631566651879e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.727875959474386214e+00,1.008087599470044449e+00,2.026009563888905574e-01,2.324135165286375093e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.745329251994329534e+00,1.010280505301126786e+00,2.015024768533615895e-01,2.343873744920349222e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.762782544514272853e+00,1.012445108052720810e+00,2.004960102458791804e-01,2.362898357906005886e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.780235837034216173e+00,1.014586788970773146e+00,1.994284706114274053e-01,2.381203209161934231e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.797689129554159493e+00,1.016628427528537992e+00,1.983626782715823544e-01,2.398782722853118055e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.815142422074102813e+00,1.018577735105168358e+00,1.973557697465454785e-01,2.415631544089390792e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.832595714594046132e+00,1.020573616746802470e+00,1.962887447422155540e-01,2.431744540556585732e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.850049007113989230e+00,1.022458358725802041e+00,1.952585108763793542e-01,2.447116804079888519e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.867502299633932550e+00,1.024234478392947123e+00,1.942540195808262204e-01,2.461743652118916492e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.884955592153875870e+00,1.026031661427778463e+00,1.931903566291277852e-01,2.475620629194062172e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.902408884673819189e+00,1.027754347544477920e+00,1.921985150336070758e-01,2.488743508243679847e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.919862177193762509e+00,1.029376071061357534e+00,1.911992603961216453e-01,2.501108291911686710e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.937315469713705829e+00,1.030945926706834159e+00,1.901417646117307125e-01,2.512711213765197460e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.954768762233649149e+00,1.032501881840776958e+00,1.891911038334683215e-01,2.523548739441815458e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.972222054753592468e+00,1.033964698880059929e+00,1.881998578356139651e-01,2.533617567726233477e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.989675347273535788e+00,1.035333932236442323e+00,1.871683285613009728e-01,2.542914631555817651e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.007128639793478886e+00,1.036687928452299179e+00,1.862445400305418330e-01,2.551437098954863480e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.024581932313422428e+00,1.037987829534160467e+00,1.852640196086979829e-01,2.559182373897240792e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
2.042035224833365525e+00,1.039183650798453318e+00,1.842781984593718503e-01,2.566148097097172287e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.059488517353309067e+00,1.040300968921245905e+00,1.833669133959359154e-01,2.572332146727894231e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
2.076941809873252165e+00,1.041434456403070641e+00,1.823997729943644397e-01,2.577732639067981113e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
