phase,scale,tx,ty,contact_cluster_count,dual_eq_residual,dual_norm_residual,duality_gap
1.553343034274953238e+00,1.251995250796856585e+00,3.217755888486583116e-01,2.060692983784813415e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.570796326794896558e+00,1.246356666721989859e+00,3.183240901532667921e-01,2.005443208497717511e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.588249619314839878e+00,1.252027846346609685e+00,3.147869896747374496e-01,2.060692983784813970e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.605702911834783198e+00,1.257806557687085602e+00,3.113244367341856944e-01,2.115315052026668641e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.623156204354726517e+00,1.263514024047413420e+00,3.078011397554467621e-01,2.169292774812158486e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.640609496874669837e+00,1.269236548472056247e+00,3.043317952854651121e-01,2.222609710004029848e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.658062789394613157e+00,1.274973322966929778e+00,3.008265622240842707e-01,2.275249616747330172e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.675516081914556477e+00,1.280632688158558130e+00,2.973546825055062293e-01,2.327196460416531276e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.692969374434499574e+00,1.286391806874160215e+00,2.938717646417204343e-01,2.378434417499830922e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.710422666954442894e+00,1.291992955158747014e+00,2.904015943347202922e-01,2.428947880419148886e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.727875959474386214e+00,1.297755582065739377e+00,2.869452286319976730e-01,2.478721462284344812e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.745329251994329534e+00,1.303327274100230193e+00,2.834809956045557522e-01,2.527740001580214280e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.762782544514272853e+00,1.309050814293189813e+00,2.800553995475392743e-01,2.575988566784835898e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.780235837034216173e+00,1.314586160925712788e+00,2.766013097244361396e-01,2.623452460917853335e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.797689129554159493e+00,1.320263745617769047e+00,2.732106761805571105e-01,2.670117226017320600e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.815142422074102813e+00,1.325755902128933572e+00,2.697709084191718953e-01,2.715968647543736125e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.832595714594046132e+00,1.331380711172382325e+00,2.664194005301953050e-01,2.760992758709930883e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.850049007113989230e+00,1.336843585481216179e+00,2.630094643477496885e-01,2.805175844735484647e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.867502299633932550e+00,1.342388155810136485e+00,2.596898476390763766e-01,2.848504447024384212e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
