s,x,y,kappa,theta,radial_dot
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.245070483889525903e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.555555555555555551e-04,5.555538668107366579e-04,9.686014217417297029e-07,6.308029380672437014e+00,3.486972184600543260e-03,5.555538668107367663e-04
1.111111111111111110e-03,1.111100911529117226e-03,3.883996301464512471e-06,6.369520521525758205e+00,7.008513824100040014e-03,1.111100844229115283e-03
1.666666666666666557e-03,1.666634145904404181e-03,8.765131964097020486e-06,6.429611998954807284e+00,1.056382841312241555e-02,1.666633744819427968e-03
2.222222222222222220e-03,2.222146385683142905e-03,1.563049722768284990e-05,6.488365206519138617e+00,1.415215541464295498e-02,2.222145057608272342e-03
2.777777777777777884e-03,2.777630254701946282e-03,2.449813989214182422e-05,6.545833678364766151e+00,1.777276621599959555e-02,2.777626956313687581e-03
3.333333333333333114e-03,3.333078188836078020e-03,3.538568183057695080e-05,6.602062048325847421e+00,2.142495947341364892e-02,3.333071307309650334e-03
3.888888888888888777e-03,3.888482439852240097e-03,4.831033136230574820e-05,6.657085133801718513e+00,2.510805591289352531e-02,3.888469677498238800e-03
4.444444444444444441e-03,4.443835079223240093e-03,6.328889262588970185e-05,6.710927148536657505e+00,2.882139265798751640e-02,4.443813342298439176e-03
5.000000000000000104e-03,4.999128001970467444e-03,8.033777171096467590e-05,6.763601047516553777e+00,3.256431715689118989e-02,4.999093293992556454e-03
5.555555555555555768e-03,5.554352930607222606e-03,9.947297934933793976e-05,6.815108006426274123e+00,3.633618078298642140e-02,5.554300250697963119e-03
6.111111111111111431e-03,6.109501419261881977e-03,1.207101300083577997e-04,6.865437037456842084e+00,4.013633218406505859e-02,6.109424666253060986e-03
6.666666666666666227e-03,6.664564858064532180e-03,1.440644372727535236e-04,6.914564742679259801e+00,4.396411045632508258e-02,6.664456741321490331e-03
7.222222222222221891e-03,7.219534477884074000e-03,1.695507054447861924e-04,6.962455205679994208e+00,4.781883821975820015e-02,7.219386436027382115e-03
7.777777777777777554e-03,7.774401355504704028e-03,1.971833173364556148e-04,7.009060021646389416e+00,5.169981467179330520e-02,7.774203484436517306e-03
8.333333333333333218e-03,8.329156419331263175e-03,2.269762182714919892e-04,7.054318465565622809e+00,5.560630869601886767e-02,8.328897411193353709e-03
8.888888888888888881e-03,8.883790455711930781e-03,2.589428963587268959e-04,7.098157797628933174e+00,5.953755210246179652e-02,8.883457550611683837e-03
9.444444444444444545e-03,9.438294115964321329e-03,2.930963591419823893e-04,7.140493704284772924e+00,6.349273307521560716e-02,9.437873068497039039e-03
1.000000000000000021e-02,9.992657924186992835e-03,3.294491067746029901e-04,7.181230872639980944e+00,6.747098990213915015e-02,9.992132986951774570e-03
1.055555555555555587e-02,1.054687228593286473e-02,3.680131019089203639e-04,7.220263695050062047e+00,7.147140505983083647e-02,1.054622621237884250e-02
1.111111111111111154e-02,1.110092749781388735e-02,4.087997365319866053e-04,7.257477099758598449e+00,7.549299972505545131e-02,1.110014156685791564e-02
1.166666666666666720e-02,1.165481375809770785e-02,4.518197960185000900e-04,7.292747502340279020e+00,7.953472878119402512e-02,1.165386782301774254e-02
1.222222222222222286e-02,1.220852117834692920e-02,4.970834207096063101e-04,7.325943871476057190e+00,8.359547638503189715e-02,1.220739374247192810e-02
1.277777777777777853e-02,1.276203979614000568e-02,5.446000653617722115e-04,7.356928901257626663e+00,8.767405215523570161e-02,1.276070811782222328e-02
1.333333333333333245e-02,1.331535958889993460e-02,5.943784568427704345e-04,7.385560280800956612e+00,9.176918803914085876e-02,1.331379981816474545e-02
1.388888888888888812e-02,1.386847048884281598e-02,6.464265504815031212e-04,7.411692050474576909e+00,9.587953590893960598e-02,1.386665783796117019e-02
1.444444444444444378e-02,1.442136239904314755e-02,7.007514855044686590e-04,7.435176032552037739e+00,1.000036659320025501e-01,1.441927134906014450e-02
1.499999999999999944e-02,1.497402521059674162e-02,7.573595400136579059e-04,7.455863322620231770e+00,1.041400657528837315e-01,1.497162975557548951e-02
1.555555555555555511e-02,1.552644882084539338e-02,8.162560859780818717e-04,7.473605826660983276e+00,1.082871405165729550e-01,1.552372275124844561e-02
1.611111111111111077e-02,1.607862315261032390e-02,8.774455447235561100e-04,7.488257827420733648e+00,1.124432137538178833e-01,1.607554037884357384e-02
1.666666666666666644e-02,1.663053817436415185e-02,9.409313434123938932e-04,7.499677562541442022e+00,1.166065291399184800e-01,1.662707309105340356e-02
1.722222222222222210e-02,1.718218392125397953e-02,1.006715873005959013e-03,7.507728795993229731e+00,1.207752531284003311e-01,1.717831181231782231e-02
1.777777777777777776e-02,1.773355051687157402e-02,1.074800448198331418e-03,7.512282363672562191e+00,1.249474784505297253e-01,1.772924800090259698e-02
1.833333333333333343e-02,1.828462819565062833e-02,1.145185269798476915e-03,7.513217673650080641e+00,1.291212284608971306e-01,1.827987371052899185e-02
