s,x,y,kappa,theta,radial_dot
5.588888888888888795e-01,1.103419451104334231e-01,4.874597881960242574e-01,1.559800683433434809e+00,2.205909134996951959e+00,3.269450762117686593e-01
5.594444444444444109e-01,1.100121584325271656e-01,4.879068705875037604e-01,1.550954241053436711e+00,2.206773233587087102e+00,3.271738628824033546e-01
5.600000000000000533e-01,1.096819866674440258e-01,4.883536686670655325e-01,1.541860642900350520e+00,2.207632348832630154e+00,3.274042918821101211e-01
5.605555555555555847e-01,1.093514323140171440e-01,4.888001837714732734e-01,1.532553061838944686e+00,2.208486352639502215e+00,3.276364157746522454e-01
5.611111111111111160e-01,1.090204979201906677e-01,4.892464172828800972e-01,1.523063606493635147e+00,2.209335135047372223e+00,3.278702803703723023e-01
5.616666666666666474e-01,1.086891860749596012e-01,4.896923706230662532e-01,1.513423114092241617e+00,2.210178603580868373e+00,3.281059249453027737e-01
5.622222222222221788e-01,1.083574994006495512e-01,4.901380452478745764e-01,1.503660963437640108e+00,2.211016682491293128e+00,3.283433825033074682e-01
5.627777777777778212e-01,1.080254405455813443e-01,4.905834426418794747e-01,1.493804908782924601e+00,2.211849311900243364e+00,3.285826800771281531e-01
5.633333333333333526e-01,1.076930121771603327e-01,4.910285643133222577e-01,1.483880935084574970e+00,2.212676446856873369e+00,3.288238390640489950e-01
5.638888888888888840e-01,1.073602169754232089e-01,4.914734117893438392e-01,1.473913134835082017e+00,2.213498056320740037e+00,3.290668755917817712e-01
5.644444444444444153e-01,1.070270576270721946e-01,4.919179866115379052e-01,1.463923606433952695e+00,2.214314122082203795e+00,3.293118009101279053e-01
5.649999999999999467e-01,1.066935368200187251e-01,4.923622903318481958e-01,1.453932373845939097e+00,2.215124637632281512e+00,3.295586218039707194e-01
5.655555555555555891e-01,1.063596572384546135e-01,4.928063245088269428e-01,1.443957327118473577e+00,2.215929606993660705e+00,3.298073410231943114e-01
5.661111111111111205e-01,1.060254215584636867e-01,4.932500907042682292e-01,1.434014183186040903e+00,2.216729043524301002e+00,3.300579577252004126e-01
5.666666666666666519e-01,1.056908324441803854e-01,4.936935904802277619e-01,1.424116466276078130e+00,2.217522968704707331e+00,3.303104679258033194e-01
5.672222222222221832e-01,1.053558925444994521e-01,4.941368253964338320e-01,1.414275507146551369e+00,2.218311410919546756e+00,3.305648649544104534e-01
5.677777777777778256e-01,1.050206044903336383e-01,4.945797970080942352e-01,1.404500460326605138e+00,2.219094404243845187e+00,3.308211399095421501e-01
5.683333333333333570e-01,1.046849708924140615e-01,4.950225068640972670e-01,1.394798338494505296e+00,2.219871987243517530e+00,3.310792821109065920e-01
5.688888888888888884e-01,1.043489943396216785e-01,4.954649565056050697e-01,1.385174063108459031e+00,2.220644201799518491e+00,3.313392795444068395e-01
5.694444444444444198e-01,1.040126773978368724e-01,4.959071474650303402e-01,1.375630530400123508e+00,2.221411091964382134e+00,3.316011192966338283e-01
5.699999999999999512e-01,1.036760226092881126e-01,4.963490812653882367e-01,1.366168691844641181e+00,2.222172702859450233e+00,3.318647879755674546e-01
5.705555555555555935e-01,1.033390324923785381e-01,4.967907594200099419e-01,1.356787648230042276e+00,2.222929079620582282e+00,3.321302721143842285e-01
5.711111111111111249e-01,1.030017095419661216e-01,4.972321834326026146e-01,1.347484756458475985e+00,2.223680266399662209e+00,3.323975585554429513e-01
5.716666666666666563e-01,1.026640562300687454e-01,4.976733547976386896e-01,1.338255748219255858e+00,2.224426305428739425e+00,3.326666348116910088e-01
5.722222222222221877e-01,1.023260750069649866e-01,4.981142750010524867e-01,1.329094859674726514e+00,2.225167236153154260e+00,3.329374894029092924e-01
5.727777777777778301e-01,1.019877683026566006e-01,4.985549455212229253e-01,1.319994971292844044e+00,2.225903094439534158e+00,3.332101121643851194e-01
5.733333333333333615e-01,1.016491385286581034e-01,4.989953678302166962e-01,1.310947756942232090e+00,2.226633911864043913e+00,3.334844945257878224e-01
5.738888888888888928e-01,1.013101880800750393e-01,4.994355433952660794e-01,1.301943841335645446e+00,2.227359715085787784e+00,3.337606297582005332e-01
5.744444444444444242e-01,1.009709193379327852e-01,4.998754736804519871e-01,1.292972964865075625e+00,2.228080525309732440e+00,3.340385131874603619e-01
5.749999999999999556e-01,1.006313346717141038e-01,5.003151601485624766e-01,1.284024154816799435e+00,2.228796357842977471e+00,3.343181423721631185e-01
5.755555555555555980e-01,1.002914364420633420e-01,5.007546042630954819e-01,1.275085901888250994e+00,2.229507221747617951e+00,3.345995172449108268e-01
5.761111111111111294e-01,9.995122700361419588e-02,5.011938074903722340e-01,1.266146340852239982e+00,2.230213119592823645e+00,3.348826402156144244e-01
5.766666666666666607e-01,9.961070870789574816e-02,5.016327713017287859e-01,1.257193434130788656e+00,2.230914047308096837e+00,3.351675162359225024e-01
5.772222222222221921e-01,9.926988390627332348e-02,5.020714971757499478e-01,1.248215156952989568e+00,2.231609994138953557e+00,3.354541528241203885e-01
5.777777777777777235e-01,9.892875495287814513e-02,5.025099866005106053e-01,1.239199682683597370e+00,2.232300942705519375e+00,3.357425600501376950e-01
5.783333333333333659e-01,9.858732420748123060e-02,5.029482410757905031e-01,1.230135566824431592e+00,2.232986869163716026e+00,3.360327504806240873e-01
5.788888888888888973e-01,9.824559403826750581e-02,5.033862621152246364e-01,1.221011928115114165e+00,2.233667743467866007e+00,3.363247390843783768e-01
5.794444444444444287e-01,9.790356682446565983e-02,5.038240512483576072e-01,1.211818625096673818e+00,2.234343529732647049e+00,3.366185430987802540e-01
5.799999999999999600e-01,9.756124495879275882e-02,5.042616100225646436e-01,1.202546426456164275e+00,2.235014186691411719e+00,3.369141818582246928e-01
5.805555555555556024e-01,9.721863084967209689e-02,5.046989400048074170e-01,1.193187173448144733e+00,2.235679668246940643e+00,3.372116765859444198e-01
5.811111111111111338e-01,9.687572692318642542e-02,5.051360427831926847e-01,1.183733932691862334e+00,2.236339924109757238e+00,3.375110501509794858e-01
5.816666666666666652e-01,9.653253562472953464e-02,5.055729199683038910e-01,1.174181137677178022e+00,2.236994900518193052e+00,3.378123267924304507e-01
5.822222222222221966e-01,9.618905942032436596e-02,5.060095731942758635e-01,1.164524717378352392e+00,2.237644541033486423e+00,3.381155318134960730e-01
5.827777777777777279e-01,9.584530079757654086e-02,5.064460041195887330e-01,1.154762210476385720e+00,2.238288787402334723e+00,3.384206912481523832e-01
5.833333333333333703e-01,9.550126226623735504e-02,5.068822144275559882e-01,1.144892863827247309e+00,2.238927580478530466e+00,3.387278315036502119e-01
5.838888888888889017e-01,9.515694635835397763e-02,5.073182058264875671e-01,1.134917713985466037e+00,2.239560861194589414e+00,3.390369789823100000e-01
5.844444444444444331e-01,9.481235562798748240e-02,5.077539800495105560e-01,1.124839650798321822e+00,2.240188571573695775e+00,3.393481596863401339e-01
5.849999999999999645e-01,9.446749265048592914e-02,5.081895388540331737e-01,1.114663462322179610e+00,2.240810655771784621e+00,3.396613988096169323e-01
5.855555555555556069e-01,9.412236002130211499e-02,5.086248840208420496e-01,1.104395860575851485e+00,2.241427061139256605e+00,3.399767203205173449e-01
5.861111111111111382e-01,9.377696035435162392e-02,5.090600173528264660e-01,1.094045487930244809e+00,2.242037739291619314e+00,3.402941465399897392e-01
5.866666666666666696e-01,9.343129627991005048e-02,5.094949406733267905e-01,1.083622904233717099e+00,2.242642647178331394e+00,3.406136977190765691e-01
5.872222222222222010e-01,9.308537044205494881e-02,5.099296558241074306e-01,1.073140555080261516e+00,2.243241748139251701e+00,3.409353916200716927e-01
5.877777777777777324e-01,9.273918549566038949e-02,5.103641646629597517e-01,1.062612721936843085e+00,2.243835012938423024e+00,3.412592431053850239e-01
5.883333333333333748e-01,9.239274410295746087e-02,5.107984690609419509e-01,1.052055455147282936e+00,2.244422420765391113e+00,3.415852637380205614e-01
5.888888888888889062e-01,9.204604892967833962e-02,5.112325708992688789e-01,1.041486491116708324e+00,2.245003960194908998e+00,3.419134613973321968e-01
5.894444444444444375e-01,9.169910264080353979e-02,5.116664720658655741e-01,1.030925155244259317e+00,2.245579630096675938e+00,3.422438399134242748e-01
5.899999999999999689e-01,9.135190789593797267e-02,5.121001744516021636e-01,1.020392252405217803e+00,2.246149440487689830e+00,3.425763987232076646e-01
5.905555555555555003e-01,9.100446734434181062e-02,5.125336799462306692e-01,1.009909946981845330e+00,2.246713413320852837e+00,3.429111325507163688e-01
5.911111111111111427e-01,9.065678361964589482e-02,5.129669904340459219e-01,9.995016345983477324e-01,2.247271583204625056e+00,3.432480311138413898e-01
5.916666666666666741e-01,9.030885933428320356e-02,5.134001077892939024e-01,9.891918078271496606e-01,2.247823998049743199e+00,3.435870788591627867e-01
5.922222222222222054e-01,8.996069707366806389e-02,5.138330338713544831e-01,9.790059181969107405e-01,2.248370719640305548e+00,3.439282547260585909e-01
5.927777777777777368e-01,8.961229939015785684e-02,5.142657705197229978e-01,9.689702368480839212e-01,2.248911824127818093e+00,3.442715319407553820e-01
5.933333333333333792e-01,8.926366879682956501e-02,5.146983195488182838e-01,9.591117161480293696e-01,2.249447402448094824e+00,3.446168778404770650e-01
5.938888888888889106e-01,8.891480776110534390e-02,5.151306827426435087e-01,9.494578544980232238e-01,2.249977560662163256e+00,3.449642537273420739e-01
5.944444444444444420e-01,8.856571869825831389e-02,5.155628618493264259e-01,9.400365664408425470e-01,2.250502420223535083e+00,3.453136147511803866e-01
5.949999999999999734e-01,8.821640396483106106e-02,5.159948585755632644e-01,9.308760600152814479e-01,2.251022118175328490e+00,3.456649098199831571e-01
5.955555555555555047e-01,8.786686585199494914e-02,5.164266745809907855e-01,9.220047231072268090e-01,2.251536807281751429e+00,3.460180815362894347e-01
5.961111111111111471e-01,8.751710657887755429e-02,5.168583114725090466e-01,9.134510203223707991e-01,2.252046656099370825e+00,3.463730661574363490e-01
5.966666666666666785e-01,8.716712828588313311e-02,5.172897707985739668e-01,9.052434016595209965e-01,2.252551848994365891e+00,3.467297935772830630e-01
5.972222222222222099e-01,8.681693302802652445e-02,5.177210540434795671e-01,8.974102240017562959e-01,2.253052586112604949e+00,3.470881873267535056e-01
5.977777777777777413e-01,8.646652276830048278e-02,5.181521626216435417e-01,8.899796861730043807e-01,2.253549083309875911e+00,3.474481645903294558e-01
5.983333333333333837e-01,8.611589937109040416e-02,5.185830978719105921e-01,8.829797780349125658e-01,2.254041572049933606e+00,3.478096362354859972e-01
5.988888888888889150e-01,8.576506459564943452e-02,5.190138610518828521e-01,8.764382438299087585e-01,2.254530299278229233e+00,3.481725068519608279e-01
5.994444444444444464e-01,8.541402008964109338e-02,5.194444533322860602e-01,8.703825597155705474e-01,2.255015527279214282e+00,3.485366747977298174e-01
5.999999999999999778e-01,8.506276738275615756e-02,5.198748757913747021e-01,8.648399251872317395e-01,2.255497533525020692e+00,3.489020322485762993e-01
6.005555555555555092e-01,8.471130788040456827e-02,5.203051294093791190e-01,8.598372678536646552e-01,2.255976610523087622e+00,3.492684652482258012e-01
6.011111111111111516e-01,8.435964285748151492e-02,5.207352150629936949e-01,8.554012608166368103e-01,2.256453065669940639e+00,3.496358537561458091e-01
6.016666666666666829e-01,8.400777345220380998e-02,5.211651335199022350e-01,8.515583517114149181e-01,2.256927221117865034e+00,3.500040716902823590e-01
6.022222222222222143e-01,8.365570066000867222e-02,5.215948854333364304e-01,8.483348022913755893e-01,2.257399413660643450e+00,3.503729869622220772e-01
6.027777777777777457e-01,8.330342532750700801e-02,5.220244713366579692e-01,8.457567372865609778e-01,2.257869994643859624e+00,3.507424615025198089e-01
6.033333333333333881e-01,8.295094814647865911e-02,5.224538916379555253e-01,8.438502011313737672e-01,2.258339329904531567e+00,3.511123512742168606e-01
6.038888888888889195e-01,8.259826964789715453e-02,5.228831466146453000e-01,8.426412210394915725e-01,2.258807799744023459e+00,3.514825062728888505e-01
6.044444444444444509e-01,8.224539019596838196e-02,5.233122364080629030e-01,8.421558748021644725e-01,2.259275798937312896e+00,3.518527705119004478e-01
6.049999999999999822e-01,8.189230998216887047e-02,5.237411610180311428e-01,8.424203615965921710e-01,2.259743736780757128e+00,3.522229819919045490e-01
6.055555555555555136e-01,8.153902901926643465e-02,5.241699202973915117e-01,8.434610740118535510e-01,2.260212037179537337e+00,3.525929726540051323e-01
6.061111111111111560e-01,8.118554713530722056e-02,5.245985139464831581e-01,8.453046694273607109e-01,2.260681138774937260e+00,3.529625683163979954e-01
6.066666666666666874e-01,8.083186396755323577e-02,5.250269415075544677e-01,8.479781388111092832e-01,2.261151495110559129e+00,3.533315885947212465e-01
6.072222222222222188e-01,8.047797895635416809e-02,5.254552023590939314e-01,8.515088709389916355e-01,2.261623574835489592e+00,3.536998468067749091e-01
6.077777777777777501e-01,8.012389133894060045e-02,5.258832957100653127e-01,8.559247099704894168e-01,2.262097861941297694e+00,3.540671498627160352e-01
6.083333333333332815e-01,7.976960014312524383e-02,5.263112205940350119e-01,8.612540042483849412e-01,2.262574856028580772e+00,3.544332981422949058e-01
6.088888888888889239e-01,7.941510418090232115e-02,5.267389758631815244e-01,8.675256441198885282e-01,2.263055072597571993e+00,3.547980853611804042e-01
6.094444444444444553e-01,7.906040204193802434e-02,5.271665601821756697e-01,8.747690865034777330e-01,2.263539043356078473e+00,3.551612984289109209e-01
6.099999999999999867e-01,7.870549208694681276e-02,5.275939720219284812e-01,8.830143638505255632e-01,2.264027316536732393e+00,3.555227173015280684e-01
6.105555555555555181e-01,7.835037244095470477e-02,5.280212096532000965e-01,8.922920750749334662e-01,2.264520457214211469e+00,3.558821148324755601e-01
6.111111111111111605e-01,7.799504098645247685e-02,5.284482711400712018e-01,9.026333559501265036e-01,2.265019047611718683e+00,3.562392566258997251e-01
6.116666666666666918e-01,7.763949535644874833e-02,5.288751543332799177e-01,9.140698264045313826e-01,2.265523687384594975e+00,3.565939008970567814e-01
6.122222222222222232e-01,7.728373292743655198e-02,5.293018568634335619e-01,9.266335120887813082e-01,2.266034993867509950e+00,3.569457983451161942e-01
