left_out_family,area_without,area_increment_to_all4,support_z,positive_support_tension,best_phase,translation_x,translation_y
constant_curvature,0.24768435919282034,0.008575537917087761,0.011591403869510098,0.011591403869510098,0.4709559550356947,0.006950284101715909,-0.04483073878098205
archimedean,0.25625989710982033,8.776313009661862e-14,-0.004327897460414489,0.0,5.825223793488059,0.004327897460286669,0.048544385322731684
contact_saturated,0.2559858105555899,0.00027408655431820916,0.0009732102986258024,0.0009732102986258024,5.733523006246118,-0.0009732102993071424,0.07831350921537472
finite_width_layer,0.2449150729368793,0.011344824173028789,0.046058168407816666,0.046058168407816666,5.698880050331347,0.08635683039405515,-0.0031607699767559213
