family,length,max_curvature,min_local_curvature_radius,endpoint_radius,center_hull_area,center_hull_perimeter,individual_convex_thick_area,strip_area_invariant,full_tube_area_invariant
constant_curvature,0.9999988538678117,3.141592653589793,0.3183098861837907,0.6366197723675814,0.15915421344223546,1.6366186262353932,0.22964550673739487,0.08,0.08502654824574367
archimedean,0.9999986270284567,6.045120808378747,0.16542266593150054,0.6712050602193119,0.1523306601206853,1.6712036872477687,0.22420535585633972,0.08,0.08502654824574367
contact_saturated,0.9999957520285794,24.977598675002312,0.04003587426523929,0.6750043655340309,0.1386062953352809,1.671317131002683,0.21048552882113192,0.08,0.08502654824574367
finite_width_layer,0.9999963899193544,22.51835456283087,0.04440821806983246,0.7730104236499914,0.12868143945830823,1.7729561919212706,0.20462623538090274,0.08,0.08502654824574367
