s,x,y,kappa,theta,radial_dot
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.278324440555786978e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,1.999999441986968698e-04,1.056421199854815500e-07,5.285889522982160749e+00,1.056421396353791464e-03,1.999999441986968698e-04
4.000000000000000192e-04,3.999996648767333712e-04,4.227176387445480727e-07,5.293252144096851630e+00,2.114335563061689460e-03,3.999996645611116563e-04
6.000000000000000559e-04,5.999989377372918131e-04,9.515206999011089410e-07,5.300411741465372195e+00,3.173701951617908298e-03,5.999989358679872972e-04
8.000000000000000383e-04,7.999975375788472053e-04,1.692337087275657602e-06,5.307367787561455330e+00,4.234479904520587965e-03,7.999975314295881519e-04
1.000000000000000021e-03,9.999952383287038279e-04,2.645444201945417779e-06,5.314119789834094831e+00,5.296628662260139363e-03,9.999952231607655249e-04
1.200000000000000112e-03,1.199991813076753573e-03,3.811111040789500827e-06,5.320667290762728818e+00,6.360107370319818473e-03,1.199991781656698430e-03
1.399999999999999986e-03,1.399987034109444325e-03,5.189598176522297023e-06,5.327009867900732054e+00,7.424875086186161557e-03,1.399986976269263980e-03
1.600000000000000077e-03,1.599980672943945121e-03,6.781157739217783697e-06,5.333147133907116810e+00,8.490890786366942986e-03,1.599980575183992861e-03
1.800000000000000168e-03,1.799972500362497689e-03,8.586033399326922707e-06,5.339078736566482242e+00,9.558113373414299507e-03,1.799972345497569733e-03
2.000000000000000042e-03,1.999962286446940480e-03,1.060446035218979132e-05,5.344804358797331290e+00,1.062650168295067692e-02,1.999962053295828348e-03
2.200000000000000133e-03,2.199949800613394246e-03,1.283666530404355336e-05,5.350323718648644977e+00,1.169601449069527024e-02,2.199949463732202033e-03
2.400000000000000223e-03,2.399934811647095288e-03,1.528286645952687929e-05,5.355636569284899728e+00,1.276661051948862168e-02,2.399934341106579449e-03
2.600000000000000314e-03,2.599917087737364883e-03,1.794327351068088114e-05,5.360742698959480634e+00,1.383824844631305687e-02,2.599916448944526379e-03
2.799999999999999972e-03,2.799896396512703816e-03,2.081808762744611098e-05,5.365641930976577711e+00,1.491088690930665941e-02,2.799895550076819759e-03
3.000000000000000062e-03,2.999872505075997300e-03,2.390750144965466740e-05,5.370334123641629098e+00,1.598448451476847804e-02,2.999871406719258407e-03
3.200000000000000153e-03,3.199845180039816595e-03,2.721169908051592598e-05,5.374819170200375140e+00,1.705899984415267662e-02,3.199843780552697522e-03
3.400000000000000244e-03,3.399814187561811269e-03,3.073085608159388467e-05,5.379096998766558002e+00,1.813439146104936506e-02,3.399812432803261866e-03
3.600000000000000335e-03,3.599779293380170851e-03,3.446513946927363026e-05,5.383167572238440002e+00,1.921061791814986097e-02,3.599777124322699022e-03
3.799999999999999992e-03,3.799740262849150233e-03,3.841470771271390057e-05,5.387030888204076717e+00,2.028763776419410803e-02,3.799737615668814621e-03
4.000000000000000083e-03,3.999696860974641908e-03,4.257971073328221847e-05,5.390686978835589116e+00,2.136540955089807209e-02,3.999693667185957868e-03
4.200000000000000608e-03,4.199648852449788111e-03,4.696028990546860667e-05,5.394135910772396514e+00,2.244389183985886702e-02,4.199645039085503177e-03
4.400000000000000265e-03,4.399596001690609867e-03,5.155657805927327193e-05,5.397377784993614647e+00,2.352304320943546592e-02,4.399591491526281921e-03
4.599999999999999922e-03,4.599538072871655128e-03,5.636869948406336971e-05,5.400412736679623293e+00,2.460282226160278793e-02,4.599532784694925283e-03
4.800000000000000447e-03,4.799474829961639100e-03,6.139676993389321809e-05,5.403240935063022832e+00,2.568318762877704747e-02,4.799468678886074403e-03
5.000000000000000104e-03,4.999406036759076327e-03,6.664089663428206570e-05,5.405862583268971733e+00,2.676409798061024289e-02,4.999398934582394496e-03
5.200000000000000629e-03,5.199331456927880693e-03,7.210117829044282705e-05,5.408277918145138585e+00,2.784551203075165057e-02,5.199323312534380806e-03
5.400000000000000286e-03,5.399250854032934185e-03,7.777770509695500906e-05,5.410487210081312170e+00,2.892738854357429154e-02,5.399241573839883533e-03
5.599999999999999943e-03,5.599163991575600158e-03,8.367055874887419867e-05,5.412490762818836565e+00,3.000968634086430276e-02,5.599153480023321382e-03
5.800000000000000468e-03,5.799070633029175872e-03,8.977981245427041378e-05,5.414288913249977853e+00,3.109236430847117996e-02,5.799058793114542955e-03
