index,start,end,width,signature,classification,derivative_min,derivative_max,stationary_count
0,0,0.11336618289269451,0.11336618289269451,p0|p0|p2,strictly_decreasing_sampled,-0.32924178817210203,-0.2141189771222773,0
1,0.11336618289269451,0.16541353195549069,0.052047349062796178,L|p0|p2,contains_stationary,-0.12310092146813253,0.12310002528950342,3
2,0.16541353195549069,0.35818524364283344,0.19277171168734275,p1|p0|p2,strictly_increasing_sampled,0.035390338421612766,0.23105707340587672,0
3,0.35818524364283344,0.4102325927056002,0.052047349062766757,p1|p0|R,strictly_increasing_sampled,0.16004842907098393,0.4506273472345239,0
4,0.4102325927056002,1.5707963267948966,1.1605637340892963,p1|p0|p3,contains_stationary,-0.6796527047616215,0.6886583401288124,1
5,1.5707963267948966,1.684162509687591,0.1133661828926944,p2|p0|p3,strictly_decreasing_sampled,-0.20037432216232975,-0.0825143370086816,0
6,1.684162509687591,1.7362098587503918,0.052047349062800841,p2|L|p3,contains_stationary,-0.08135892802639244,0.03719434083548201,1
7,1.7362098587503918,2.0943951023931957,0.35818524364280391,p2|p1|p3,contains_stationary,-0.2676581877364841,0.09952328081932343,1
8,2.0943951023931957,2.9761791216343418,0.88178401924114613,p2|p1|p0,contains_stationary,-0.38167712566556244,0.6124163059477385,1
9,2.9761791216343418,3.0282264706970938,0.052047349062751991,R|p1|p0,strictly_decreasing_sampled,-0.2737200948577233,-0.03297538777528941,0
10,3.0282264706970938,3.1415926535897931,0.11336618289269929,p3|p1|p0,strictly_increasing_sampled,0.04763972549510187,0.1731654592927857,0
11,3.1415926535897931,3.7785576120807871,0.63696495849099399,p3|p2|p0,contains_stationary,-0.34612274648809616,0.3923976212384437,1
12,3.7785576120807871,3.8306049611435649,0.052047349062777748,p3|p2|L,contains_stationary,-0.10809177150613405,0.17750002516507923,1
13,3.8306049611435649,4.5469754484292277,0.71637048728566288,p3|p2|p1,contains_stationary,-0.5137385623622499,0.3021580939260177,1
14,4.5469754484292277,4.5990227974919904,0.052047349062762649,p3|R|p1,strictly_decreasing_sampled,-0.4514096243557498,-0.33338012825603003,0
15,4.5990227974919904,4.7123889803846897,0.11336618289269929,p3|p3|p1,strictly_decreasing_sampled,-0.3294801834300829,-0.21436473364127528,0
16,4.7123889803846897,5.2359877559829879,0.52359877559829826,p0|p3|p1,contains_stationary,-0.12473933670162386,0.4326866585573519,1
17,5.2359877559829879,6.2831853071795862,1.0471975511965983,p0|p3|p2,contains_stationary,-0.6541561178907549,0.564776683435171,1
