s,x,y,kappa,theta,radial_dot
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.229397378152209974e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333333868e-04,8.333110213409573126e-04,4.311940300503984848e-06,1.254324568524459593e+01,1.034884144448614332e-02,8.333110213409573126e-04
1.666666666666666774e-03,1.666531037783503498e-03,1.733187310507309744e-05,1.278122369209992826e+01,2.090070368504638385e-02,1.666529269783395637e-03
2.500000000000000052e-03,2.499564744133692291e-03,3.922349993749373368e-05,1.300749756459733320e+01,3.164600420867026004e-02,2.499554289427467421e-03
3.333333333333333547e-03,3.332311883589867199e-03,7.014129903038621877e-05,1.322174736767720127e+01,4.257485626378467586e-02,3.332277588509060737e-03
4.166666666666666609e-03,4.164667531795776187e-03,1.102302017673878790e-04,1.342374201081460505e+01,5.367714350482294394e-02,4.164583279208962721e-03
5.000000000000000104e-03,4.996522406321380824e-03,1.596253367384023437e-04,1.361333639073132851e+01,6.494259283880043920e-02,4.996348789460850273e-03
5.833333333333333599e-03,5.827763197152280306e-03,2.184518405079797436e-04,1.379046725686760233e+01,7.636084435863335629e-02,5.827445630983282658e-03
6.666666666666667095e-03,6.658272913697470784e-03,2.868247331459604214e-04,1.395514794560651239e+01,8.792151735966424742e-02,6.657740207558034660e-03
7.500000000000000590e-03,7.487931243873644990e-03,3.648488556087384552e-04,1.410746214732943038e+01,9.961427156505425762e-02,7.487094647957717557e-03
8.333333333333333218e-03,8.316614920984167353e-03,4.526188652087738298e-04,1.424755688258742659e+01,1.114288628275196258e-01,8.315367648835805120e-03
9.166666666666666713e-03,9.144198094370246943e-03,5.502192846848034122e-04,1.437563487013508556e+01,1.233551927244873753e-01,9.142415314257154244e-03
1.000000000000000021e-02,9.970552700156190551e-03,6.577245997964306689e-04,1.449194647064340913e+01,1.353833516164784367e-01,9.968091980277754907e-03
1.083333333333333370e-02,1.079554882882355349e-02,7.751993999206517865e-04,1.459678138612378540e+01,1.475036548901314248e-01,1.079225101498025065e-02
1.166666666666666720e-02,1.161905508681277191e-02,9.026985558261474332e-04,1.469046028712310914e+01,1.597066722539843275e-01,1.161474558653505414e-02
1.250000000000000069e-02,1.244093894984774074e-02,1.040267428641506505e-03,1.477332652834228988e+01,1.719832500937616138e-01,1.243542939408572544e-02
1.333333333333333419e-02,1.326106710619112672e-02,1.187942104009951467e-03,1.484573809927670496e+01,1.843245270219362186e-01,1.325415735845773477e-02
1.416666666666666768e-02,1.407930578854932682e-02,1.345749645526566046e-03,1.490805994055837935e+01,1.967219428718675334e-01,1.407078627177772191e-02
1.500000000000000118e-02,1.489552109384074952e-02,1.513708361772977788e-03,1.496065673963384413e+01,2.091672414886142917e-01,1.488517540699352271e-02
1.583333333333333467e-02,1.570957929050604759e-02,1.691828081585606582e-03,1.500388630190468042e+01,2.216524677559220391e-01,1.569718708994488274e-02
