s,x,y,kappa,theta,radial_dot
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.672561574391397343e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333333868e-04,8.332912760425106825e-04,5.919963981016928550e-06,1.737452412206382490e+01,1.420839161082408479e-02,8.332912760425106825e-04
1.666666666666666774e-03,1.666407970309301831e-03,2.390037299126949441e-05,1.800320330699213756e+01,2.894911137293074144e-02,1.666401549522364975e-03
2.500000000000000052e-03,2.499159729798491100e-03,5.437261897741072950e-05,1.860544625628851279e+01,4.420271535763101167e-02,2.499121232959364020e-03
3.333333333333333547e-03,3.331337679105253122e-03,9.774638849850442613e-05,1.917512130881293331e+01,5.994461850975663086e-02,3.331209989380568264e-03
4.166666666666666609e-03,4.162715267747195066e-03,1.544048801698238462e-04,1.970631502747885122e+01,7.614521698321154164e-02,4.162399025017415877e-03
5.000000000000000104e-03,4.993049555346450522e-03,2.247002029588797780e-04,2.019347589825080647e+01,9.277012986893223845e-02,4.992394706181735309e-03
5.833333333333333599e-03,5.822082930649826425e-03,3.089490789183628786e-04,2.063155302745889230e+01,1.097805585879779722e-01,5.820883463466378777e-03
6.666666666666667095e-03,6.649545241915664345e-03,4.074289706137108674e-04,2.101612394291582220e+01,1.271337573256341169e-01,6.647537863313638697e-03
7.500000000000000590e-03,7.475156297550893808e-03,5.203747445011697951e-04,2.134350593663759099e+01,1.447836031087813835e-01,7.472023645267377237e-03
8.333333333333333218e-03,8.298628678284843824e-03,6.479759670141081816e-04,2.161084607861579698e+01,1.626812497818036218e-01,8.294007450352719468e-03
9.166666666666666713e-03,9.119670786856905881e-03,7.903749107035056010e-04,2.181618604065207379e+01,1.807758464981652491e-01,9.113164909136845654e-03
1.000000000000000021e-02,9.937990049290856831e-03,9.476653244127280053e-04,2.195849912675552318e+01,1.990152986512517819e-01,9.929188722996197883e-03
1.083333333333333370e-02,1.075329617421270055e-02,1.119891995416880028e-03,2.203769832004270413e+01,2.173470475874177132e-01,1.074179636280930307e-02
1.166666666666666720e-02,1.156530437389934052e-02,1.307051104201875907e-03,2.205461562064069625e+01,2.357188450627024645e-01,1.155073702702378614e-02
1.250000000000000069e-02,1.237373845299891140e-02,1.509091345660609675e-03,2.201095435760752395e+01,2.540794992203058711e-01,1.235579754438552100e-02
1.333333333333333419e-02,1.317833367792100793e-02,1.725915765456443197e-03,2.190921741137916712e+01,2.723795707907170072e-01,1.315680697158229731e-02
1.416666666666666768e-02,1.397883935117071215e-02,1.957384238484927499e-03,2.175261530018769918e+01,2.905720010872032133e-01,1.395363971661355874e-02
1.500000000000000118e-02,1.477502102950939943e-02,2.203316498809874350e-03,2.154495880701576738e+01,3.086126569652046792e-01,1.474621710754415137e-02
1.583333333333333467e-02,1.556666234167991200e-02,2.463495617863786617e-03,2.129054122374870417e+01,3.264607819780231956e-01,1.553450741573999573e-02
1.666666666666666644e-02,1.635356637935352075e-02,2.737671820404330089e-03,2.099401536557239112e+01,3.440793472235736394e-01,1.631852442551792390e-02
1.750000000000000167e-02,1.713555665278002765e-02,3.025566525648960489e-03,2.066027028657559939e+01,3.614352995786353495e-01,1.709832471240636809e-02
1.833333333333333343e-02,1.791247761930623433e-02,3.326876503774067479e-03,2.029431215306415126e+01,3.784997089284852789e-01,1.787400384569287626e-02
1.916666666666666866e-02,1.868419480762139109e-02,3.641278044900931026e-03,1.990115306468680245e+01,3.952478194358815533e-01,1.864569176540268811e-02
2.000000000000000042e-02,1.945059457267997102e-02,3.968431047953447331e-03,1.948571082258138887e+01,4.116590127222432560e-01,1.941354759904310306e-02
2.083333333333333565e-02,2.021158352538978895e-02,4.307982949423637929e-03,1.905272179603937843e+01,4.277166929800019224e-01,2.017775418080191771e-02
2.166666666666666741e-02,2.096708768723127420e-02,4.659572426171675052e-03,1.860666819661272697e+01,4.434081054769402619e-01,2.093851251814051601e-02
2.250000000000000264e-02,2.171705142310383085e-02,5.022832821030131546e-03,1.815172028306618657e+01,4.587241006768065232e-01,2.169603642142205538e-02
2.333333333333333440e-02,2.246143620615976416e-02,5.397395254402913810e-03,1.769169333130876964e+01,4.736588563494626980e-01,2.245054747523676092e-02
2.416666666666666963e-02,2.320021926658787093e-02,5.782891398621464035e-03,1.723001863597149352e+01,4.882095696691628461e-01,2.320227048920633570e-02
2.500000000000000139e-02,2.393339217271492694e-02,6.178955904079132602e-03,1.676972737698677562e+01,5.023761305078954242e-01,2.395142952461933733e-02
