s,x,y,kappa,theta,radial_dot
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.645299365068454023e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333333868e-04,8.332944045374067682e-04,5.695537535739563349e-06,1.635432428104708791e+01,1.366971580488818457e-02,8.332944045374067682e-04
1.666666666666666774e-03,1.666434033499679650e-03,2.274694097708777522e-05,1.625624567711351531e+01,2.725745328745510926e-02,1.666434964520978551e-03
2.500000000000000052e-03,2.499266455968853374e-03,5.108297957174039660e-05,1.615875335418622782e+01,4.076370288383000112e-02,2.499272008362877530e-03
3.333333333333333547e-03,3.331642044855518282e-03,9.063083340604085236e-05,1.606184287151211620e+01,5.418895131120431835e-02,3.331660440772994235e-03
4.166666666666666609e-03,4.163413963821233250e-03,1.413161640211393357e-04,1.596550983181554706e+01,6.753368160425750333e-02,4.163459674437831534e-03
5.000000000000000104e-03,4.994438153145764649e-03,2.030631835473185832e-04,1.586974988083662730e+01,8.079837315119590968e-02,4.994533561268364036e-03
5.833333333333333599e-03,5.824573314589332439e-03,2.757947223667711048e-04,1.577455870687478168e+01,9.398350172940901637e-02,5.824750323292926350e-03
6.666666666666667095e-03,6.653680895298687108e-03,3.594322953158811482e-04,1.567993204033756705e+01,1.070895395407474998e-01,6.653982483267771413e-03
7.500000000000000590e-03,7.481625070804444333e-03,4.538961664387812338e-04,1.558586565329464158e+01,1.201169552464275841e-01,7.482106795074593489e-03
8.333333333333333218e-03,8.308272727155775056e-03,5.591054123046243149e-04,1.549235535903679484e+01,1.330662140015656802e-01,8.309004173971054619e-03
9.166666666666666713e-03,9.133493442237228949e-03,6.749779839016378964e-04,1.539939701164006891e+01,1.459377774893477198e-01,9.134559626757274980e-03
1.000000000000000021e-02,9.957159466311135687e-03,8.014307671216052819e-04,1.530698650553475915e+01,1.587321039548372226e-01,9.958662181918142078e-03
1.083333333333333370e-02,1.077914570182778725e-02,9.383796418489634460e-04,1.521511977507934787e+01,1.714496482384264275e-01,1.078120481979843136e-02
1.166666666666666720e-02,1.159932968254433379e-02,1.085739539669199148e-03,1.512379279413926625e+01,1.840908618089341919e-01,1.160208440286482866e-02
1.250000000000000069e-02,1.241759155199204968e-02,1.243424500211690129e-03,1.503300157567041850e+01,1.966561927963549339e-01,1.242120160610623615e-02
1.333333333333333419e-02,1.323381404133048937e-02,1.411347726142560439e-03,1.494274217130742066e+01,2.091460860242623787e-01,1.323846084762107279e-02
1.416666666666666768e-02,1.404788244662578262e-02,1.589421636823502935e-03,1.485301067095649508e+01,2.215609830418723558e-01,1.405377021943773203e-02
1.500000000000000118e-02,1.485968460558921220e-02,1.777557920652880459e-03,1.476380320239290711e+01,2.339013221557679489e-01,1.486704141861183194e-02
1.583333333333333467e-02,1.566911087381103046e-02,1.975667586105734220e-03,1.467511593086298305e+01,2.461675384612912465e-01,1.567818967864156865e-02
1.666666666666666644e-02,1.647605410052338515e-02,2.183661011489617786e-03,1.458694505869057423e+01,2.583600638736052169e-01,1.648713370124014685e-02
1.750000000000000167e-02,1.728040960392508360e-02,2.401447993433438940e-03,1.449928682488791409e+01,2.704793271584295944e-01,1.729379558850195966e-02
1.833333333333333343e-02,1.808207514609988520e-02,2.628937794126711032e-03,1.441213750477089306e+01,2.825257539624540515e-01,1.809810077549721397e-02
1.916666666666666866e-02,1.888095090755896946e-02,2.866039187326842753e-03,1.432549340957853801e+01,2.944997668434329863e-01,1.889997796332744048e-02
2.000000000000000042e-02,1.967693946143710820e-02,3.112660503152237055e-03,1.423935088609684563e+01,3.064017852999643687e-01,1.969935905267243548e-02
2.083333333333333565e-02,2.046994574737123068e-02,3.368709671679168561e-03,1.415370631628670672e+01,3.182322258009575577e-01,2.049617907785731413e-02
2.166666666666666741e-02,2.125987704508886661e-02,3.634094265360485795e-03,1.406855611691602626e+01,3.299915018147920320e-01,2.129037614146626553e-02
2.250000000000000264e-02,2.204664294773322347e-02,3.908721540284350662e-03,1.398389673919592546e+01,3.416800238381720312e-01,2.208189134952820432e-02
2.333333333333333440e-02,2.283015533495048530e-02,4.192498476291247125e-03,1.389972466842097454e+01,3.532981994246790491e-01,2.287066874729740129e-02
2.416666666666666963e-02,2.361032834576423309e-02,4.485331815967626319e-03,1.381603642361335993e+01,3.648464332130267329e-01,2.365665525565083943e-02
2.500000000000000139e-02,2.438707835126075960e-02,4.787128102534531082e-03,1.373282855717106266e+01,3.763251269550202949e-01,2.443980060812228627e-02
2.583333333333333662e-02,2.516032392710838839e-02,5.097793716649636972e-03,1.365009765451983803e+01,3.877346795432248805e-01,2.522005728859161994e-02
2.666666666666666838e-02,2.592998582593288026e-02,5.417234912141088293e-03,1.356784033376912113e+01,3.990754870383452779e-01,2.599738046964647845e-02
2.750000000000000014e-02,2.669598694957032309e-02,5.745357850691577492e-03,1.348605324537158445e+01,4.103479426963205778e-01,2.677172795163194202e-02
2.833333333333333537e-02,2.745825232121795051e-02,6.082068635491017818e-03,1.340473307178658580e+01,4.215524369951365036e-01,2.754306010240251471e-02
2.916666666666666713e-02,2.821670905750267230e-02,6.427273343876169567e-03,1.332387652714715998e+01,4.326893576613588532e-01,2.831133979778952675e-02
3.000000000000000236e-02,2.897128634048627346e-02,6.780878058975535992e-03,1.324348035693077819e+01,4.437590896963913289e-01,2.907653236279574699e-02
3.083333333333333412e-02,2.972191538962542720e-02,7.142788900377716570e-03,1.316354133763356593e+01,4.547620154024598071e-01,2.983860551352782164e-02
3.166666666666666935e-02,3.046852943370409461e-02,7.512912053841429641e-03,1.308405627644824420e+01,4.656985144083272687e-01,3.059752929987613959e-02
3.250000000000000111e-02,3.121106368275498172e-02,7.891153800065213442e-03,1.300502201094540489e+01,4.765689636947412766e-01,3.135327604895046111e-02
