s,round9_attack,round10_seed,distributed_holdout,bspline_holdout
2.005000000000000115e-01,6.828174790078939127e-03,0.000000000000000000e+00,9.135806074319478311e-04,0.000000000000000000e+00
2.010000000000000120e-01,7.031780799735945497e-03,0.000000000000000000e+00,9.200546006720878179e-04,0.000000000000000000e+00
2.015000000000000124e-01,7.235386238003994885e-03,0.000000000000000000e+00,9.264270703381912841e-04,0.000000000000000000e+00
2.020000000000000129e-01,7.371116644458906852e-03,0.000000000000000000e+00,9.327078424319150927e-04,0.000000000000000000e+00
2.025000000000000133e-01,7.506850352775311375e-03,0.000000000000000000e+00,9.389427657394491811e-04,0.000000000000000000e+00
2.030000000000000138e-01,7.710443548703739547e-03,0.000000000000000000e+00,9.450295491604464001e-04,0.000000000000000000e+00
2.035000000000000142e-01,7.914033223714651843e-03,0.000000000000000000e+00,9.510693879877755042e-04,0.000000000000000000e+00
2.040000000000000147e-01,8.049757860307600599e-03,0.000000000000000000e+00,9.570153376277687040e-04,0.000000000000000000e+00
2.045000000000000151e-01,8.185484386797836631e-03,0.000000000000000000e+00,9.628553391555258033e-04,0.000000000000000000e+00
2.050000000000000155e-01,8.389056902691170714e-03,0.000000000000000000e+00,9.686423666271648525e-04,0.000000000000000000e+00
2.055000000000000160e-01,8.592624329140478856e-03,0.000000000000000000e+00,9.680940601869386219e-04,0.000000000000000000e+00
2.060000000000000164e-01,8.728338850711239716e-03,0.000000000000000000e+00,9.639069552294361829e-04,0.000000000000000000e+00
2.065000000000000169e-01,8.864043274022771757e-03,0.000000000000000000e+00,9.524422532373817609e-04,0.000000000000000000e+00
2.070000000000000173e-01,9.067600800630647162e-03,0.000000000000000000e+00,9.337164525737867314e-04,0.000000000000000000e+00
2.075000000000000178e-01,9.271145151208883689e-03,0.000000000000000000e+00,9.113601025744211270e-04,0.000000000000000000e+00
2.080000000000000182e-01,9.406838226326642155e-03,0.000000000000000000e+00,8.802737186698672079e-04,0.000000000000000000e+00
2.084999999999999909e-01,9.542525191638839832e-03,0.000000000000000000e+00,8.492719991365398546e-04,0.000000000000000000e+00
2.089999999999999913e-01,9.746057494994474907e-03,0.000000000000000000e+00,8.184396083456606458e-04,0.000000000000000000e+00
2.094999999999999918e-01,9.949584203885520478e-03,0.000000000000000000e+00,7.875758688548155622e-04,0.000000000000000000e+00
2.099999999999999922e-01,1.008525911120985996e-02,0.000000000000000000e+00,7.566964550139877038e-04,0.000000000000000000e+00
2.104999999999999927e-01,1.022093517648739111e-02,0.000000000000000000e+00,7.267921114277098088e-04,0.000000000000000000e+00
2.109999999999999931e-01,1.042444397131197381e-02,0.000000000000000000e+00,6.968819088549831325e-04,0.000000000000000000e+00
2.114999999999999936e-01,1.062794798345735245e-02,0.000000000000000000e+00,6.669599883093588937e-04,0.000000000000000000e+00
2.119999999999999940e-01,1.076361329539830824e-02,0.000000000000000000e+00,6.376913545348094053e-04,0.000000000000000000e+00
2.124999999999999944e-01,1.089928000157422763e-02,0.000000000000000000e+00,6.087493641457971836e-04,0.000000000000000000e+00
2.129999999999999949e-01,1.110276856420876895e-02,0.000000000000000000e+00,5.798177340854414634e-04,0.000000000000000000e+00
2.134999999999999953e-01,1.130625350639800561e-02,0.000000000000000000e+00,5.512143297248468842e-04,0.000000000000000000e+00
2.139999999999999958e-01,1.144191145952540289e-02,0.000000000000000000e+00,5.232673767637744788e-04,0.000000000000000000e+00
2.144999999999999962e-01,1.157756721541507161e-02,0.000000000000000000e+00,4.953449094880486674e-04,0.000000000000000000e+00
2.149999999999999967e-01,1.178104380672268317e-02,0.000000000000000000e+00,4.674346850549961530e-04,0.000000000000000000e+00
2.154999999999999971e-01,1.198451409668836384e-02,0.000000000000000000e+00,4.405137001013079969e-04,0.000000000000000000e+00
2.159999999999999976e-01,1.212016469620298340e-02,0.000000000000000000e+00,4.136132115434352336e-04,0.000000000000000000e+00
2.164999999999999980e-01,1.225580578917713839e-02,0.000000000000000000e+00,3.867537157771930930e-04,0.000000000000000000e+00
2.169999999999999984e-01,1.245927496589436384e-02,0.000000000000000000e+00,3.605565947107544872e-04,0.000000000000000000e+00
2.174999999999999989e-01,1.266274319091272027e-02,0.000000000000000000e+00,3.346906609942177030e-04,0.000000000000000000e+00
2.179999999999999993e-01,1.279838049121019214e-02,0.000000000000000000e+00,3.089093527707973351e-04,0.000000000000000000e+00
2.184999999999999998e-01,1.293402078892081850e-02,0.000000000000000000e+00,2.834605796589598019e-04,0.000000000000000000e+00
2.190000000000000002e-01,1.313748303594360414e-02,0.000000000000000000e+00,2.586768767702882091e-04,0.000000000000000000e+00
2.195000000000000007e-01,1.334094557162414027e-02,0.000000000000000000e+00,2.339639346786301301e-04,0.000000000000000000e+00
2.200000000000000011e-01,1.347658420640963917e-02,0.000000000000000000e+00,2.092863729854788080e-04,0.000000000000000000e+00
2.205000000000000016e-01,1.361222631651761578e-02,0.000000000000000000e+00,1.856101603666454256e-04,0.000000000000000000e+00
2.210000000000000020e-01,1.381568538050853903e-02,0.000000000000000000e+00,1.619759676709194886e-04,0.000000000000000000e+00
2.215000000000000024e-01,1.401914561837419235e-02,0.000000000000000000e+00,1.384258148214084425e-04,0.000000000000000000e+00
2.220000000000000029e-01,1.415478763124330269e-02,0.000000000000000000e+00,1.155455202044910752e-04,0.000000000000000000e+00
2.225000000000000033e-01,1.429043347169454622e-02,0.000000000000000000e+00,9.300015470387057448e-05,0.000000000000000000e+00
2.230000000000000038e-01,1.449389164420369913e-02,0.000000000000000000e+00,7.059921075671293702e-05,0.000000000000000000e+00
2.235000000000000042e-01,1.469735129024721254e-02,0.000000000000000000e+00,4.853424057121651872e-05,0.000000000000000000e+00
2.240000000000000047e-01,1.483299762877483829e-02,0.000000000000000000e+00,2.714121790904264379e-05,0.000000000000000000e+00
2.245000000000000051e-01,1.496863601819268391e-02,0.000000000000000000e+00,1.200612621299070829e-05,0.000000000000000000e+00
2.250000000000000056e-01,1.517210162762474765e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.255000000000000060e-01,1.537556345085680856e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.260000000000000064e-01,1.551120257544721243e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.265000000000000069e-01,1.564684021675325637e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.270000000000000073e-01,1.585030196772437006e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.275000000000000078e-01,1.605376313682897044e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.280000000000000082e-01,1.618939703023526688e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.285000000000000087e-01,1.632503347001808616e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.290000000000000091e-01,1.652848398211610725e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.295000000000000095e-01,1.673193077713728757e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000100e-01,1.686755792031722351e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.305000000000000104e-01,1.700035036787568218e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.310000000000000109e-01,1.718791263392809368e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.315000000000000113e-01,1.736120864814498857e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.320000000000000118e-01,1.746864997422192464e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.325000000000000122e-01,1.756951050037460632e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.330000000000000127e-01,1.770826842105940185e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.335000000000000131e-01,1.783173798800788412e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.340000000000000135e-01,1.790542950858414056e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.345000000000000140e-01,1.797214199836993931e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.350000000000000144e-01,1.805898736183596254e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.355000000000000149e-01,1.812979879220729881e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.360000000000000153e-01,1.816801990313377316e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.365000000000000158e-01,1.819936588880371672e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.370000000000000162e-01,1.824344263647603367e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.375000000000000167e-01,1.828646569094763072e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.380000000000000171e-01,1.831446844907840335e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.385000000000000175e-01,1.834199537193318200e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.390000000000000180e-01,1.838242174510583415e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.395000000000000184e-01,1.842171622560789465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.399999999999999911e-01,1.844729590545327383e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.404999999999999916e-01,1.847232338923838688e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.409999999999999920e-01,1.850903453797609483e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.414999999999999925e-01,1.854453083569358035e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.419999999999999929e-01,1.856763977889157313e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.424999999999999933e-01,1.859026766076590786e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.429999999999999938e-01,1.862314260329341054e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.434999999999999942e-01,1.865494878866890208e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.439999999999999947e-01,1.867553473785564522e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.444999999999999951e-01,1.869563676905568878e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.449999999999999956e-01,1.872480768287993619e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.454999999999999960e-01,1.875290389278474676e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.459999999999999964e-01,1.877095279826785854e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.464999999999999969e-01,1.878851485468143595e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.469999999999999973e-01,1.881396138927337106e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.474999999999999978e-01,1.883827392929149358e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.479999999999999982e-01,1.885382478978870832e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.484999999999999987e-01,1.886883267316862706e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.489999999999999991e-01,1.889050018410680376e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.494999999999999996e-01,1.891091210518919957e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.892395529423706799e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.505000000000000004e-01,1.893650495813455417e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.510000000000000009e-01,1.895423983692499578e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.515000000000000013e-01,1.897088137739748326e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.520000000000000018e-01,1.898134601388925743e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.525000000000000022e-01,1.899131555296565063e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.530000000000000027e-01,1.900526638082799744e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.535000000000000031e-01,1.901811972547626933e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.540000000000000036e-01,1.902599388875141767e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.545000000000000040e-01,1.903337069334647483e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.550000000000000044e-01,1.904352191727377852e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.555000000000000049e-01,1.904891776782464616e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.560000000000000053e-01,1.904358993615978823e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.565000000000000058e-01,1.903065071817418297e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.570000000000000062e-01,1.899700288170422940e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.575000000000000067e-01,1.894634322445043137e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.580000000000000071e-01,1.890317744923005611e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.585000000000000075e-01,1.885254972848314850e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.590000000000000080e-01,1.876273531274592898e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.595000000000000084e-01,1.865646244197236361e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000089e-01,1.857658927620345693e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.605000000000000093e-01,1.848958895289196450e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.610000000000000098e-01,1.834591443508533370e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.615000000000000102e-01,1.818671071133187017e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.620000000000000107e-01,1.807228620194741356e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000111e-01,1.795577228974951436e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.630000000000000115e-01,1.778034610954102104e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.635000000000000120e-01,1.760412149297374898e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.640000000000000124e-01,1.748617428716046224e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.645000000000000129e-01,1.736805256345623841e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.650000000000000133e-01,1.719015536734641580e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.655000000000000138e-01,1.701140781307248356e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.660000000000000142e-01,1.689175752868314617e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.665000000000000147e-01,1.677192097617422398e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.670000000000000151e-01,1.659138346104280931e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.675000000000000155e-01,1.640994988912438182e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.680000000000000160e-01,1.628848575360002451e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.685000000000000164e-01,1.616682357153658919e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.690000000000000169e-01,1.598347046532631877e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.695000000000000173e-01,1.579918288721346431e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000178e-01,1.567579200071549800e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.705000000000000182e-01,1.555219158114893446e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.710000000000000187e-01,1.536584631115090610e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.715000000000000191e-01,1.517853314736070797e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.720000000000000195e-01,1.505310295529630957e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.725000000000000200e-01,1.492745092297164192e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.730000000000000204e-01,1.473793863916800229e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.735000000000000209e-01,1.454743084373770826e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.740000000000000213e-01,1.441985219598224469e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.745000000000000218e-01,1.429202977524240276e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.750000000000000222e-01,1.409918907958751175e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.755000000000000226e-01,1.390532546962842952e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.760000000000000231e-01,1.377549622106473415e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.765000000000000235e-01,1.364538543049736291e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.770000000000000240e-01,1.344907093448816440e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000244e-01,1.325170390259306288e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.780000000000000249e-01,1.311953293552223579e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.785000000000000253e-01,1.298702119936557750e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.790000000000000258e-01,1.278710874091342278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.795000000000000262e-01,1.258611047061235916e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000266e-01,1.245152193523239512e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.805000000000000271e-01,1.231651837333355357e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.810000000000000275e-01,1.211289922039193723e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.815000000000000280e-01,1.190816806603037931e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.820000000000000284e-01,1.177110555145798737e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.825000000000000289e-01,1.163353791429286993e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.830000000000000293e-01,1.142613240209509537e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.835000000000000298e-01,1.121759898769269029e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.840000000000000302e-01,1.107802926921161446e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.845000000000000306e-01,1.093784676372568793e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.850000000000000311e-01,1.072661138191318211e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.855000000000000315e-01,1.051424389951193666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.860000000000000320e-01,1.037215987742782022e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.865000000000000324e-01,1.022933715365473631e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870000000000000329e-01,1.001426898216654926e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.875000000000000333e-01,9.798077153580372900e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.880000000000000338e-01,9.653481436823055373e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.884999999999999787e-01,9.508040121932591349e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.889999999999999791e-01,9.289179582855550121e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.894999999999999796e-01,9.069216809616052755e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.899999999999999800e-01,8.922033240399151327e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.904999999999999805e-01,8.774133120981377626e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.909999999999999809e-01,8.551564660304364351e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.914999999999999813e-01,8.327928032604042796e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.919999999999999818e-01,8.178184668848537120e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.924999999999999822e-01,8.027940588928077215e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.929999999999999827e-01,7.801791102207723816e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.934999999999999831e-01,7.574619145611180548e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.939999999999999836e-01,7.422404202795128414e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.944999999999999840e-01,7.269927045476076710e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.949999999999999845e-01,7.040361545125439768e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.954999999999999849e-01,6.809683460786662701e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.959999999999999853e-01,6.655262781587380216e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.964999999999999858e-01,6.500678869160489426e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.969999999999999862e-01,6.267729686024320346e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.974999999999999867e-01,6.033836761544175697e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.979999999999999871e-01,5.877442713349730063e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.984999999999999876e-01,5.720701142295357700e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.989999999999999880e-01,5.484725112735990005e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.994999999999999885e-01,5.247924576207561864e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-01,5.089713955464869599e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.004999999999999893e-01,4.930936493756726824e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.009999999999999898e-01,4.692229738009159878e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.014999999999999902e-01,4.452773713359850505e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.019999999999999907e-01,4.292764390046457934e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.024999999999999911e-01,4.132280977152853751e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.029999999999999916e-01,3.891102388372758014e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.034999999999999920e-01,3.649250768619667629e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.039999999999999925e-01,3.487522659262019820e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.044999999999999929e-01,3.325612289869078753e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.049999999999999933e-01,3.082222706730974870e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.054999999999999938e-01,2.838100389770267795e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.059999999999999942e-01,2.674990197874094200e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.064999999999999947e-01,2.511777385806983343e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.069999999999999951e-01,2.266279876474701360e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.074999999999999956e-01,2.020270655625405753e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.079999999999999960e-01,1.856039446928886560e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.084999999999999964e-01,1.691508098514607483e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.089999999999999969e-01,1.444334287627753455e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.094999999999999973e-01,1.196718090786232092e-03,0.000000000000000000e+00,4.267059755380380473e-06,0.000000000000000000e+00
3.099999999999999978e-01,1.031437204553883880e-03,0.000000000000000000e+00,1.066764938845166100e-05,0.000000000000000000e+00
3.104999999999999982e-01,8.658540976078030194e-04,0.000000000000000000e+00,2.842954988092160739e-05,0.000000000000000000e+00
3.109999999999999987e-01,6.172389428017524549e-04,0.000000000000000000e+00,4.648388140041565436e-05,0.000000000000000000e+00
3.114999999999999991e-01,3.682456726227939514e-04,0.000000000000000000e+00,6.512307497395801090e-05,0.000000000000000000e+00
3.119999999999999996e-01,2.019632891405165331e-04,0.000000000000000000e+00,8.408190960148747087e-05,0.000000000000000000e+00
3.125000000000000000e-01,3.559679224648948370e-05,0.000000000000000000e+00,1.032005647560105266e-04,0.000000000000000000e+00
3.130000000000000004e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.231941245617674760e-04,0.000000000000000000e+00
3.135000000000000009e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.433517814758371973e-04,0.000000000000000000e+00
3.140000000000000013e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.638376326065324625e-04,0.000000000000000000e+00
3.145000000000000018e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.849048282748404551e-04,0.000000000000000000e+00
3.150000000000000022e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.062626962119548657e-04,0.000000000000000000e+00
3.155000000000000027e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.281265701499011317e-04,0.000000000000000000e+00
3.160000000000000031e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.502799213476087823e-04,0.000000000000000000e+00
