s,x,y,kappa,theta,radial_dot
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.857240150696200587e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333222e-04,3.333301079053978418e-04,1.036885838349814290e-06,1.875572947233484911e+01,6.221355163216144186e-03,3.333301079053978418e-04
6.666666666666666444e-04,6.666471887109832843e-04,4.157565548181925500e-06,1.893467347977458459e+01,1.250308898856771975e-02,6.666470628918385764e-04
1.000000000000000021e-03,9.999379053535521148e-04,9.381792740107016719e-06,1.910908313781473211e+01,1.884371509149927390e-02,9.999371561991295902e-04
1.333333333333333289e-03,1.333188556638862515e-03,1.672872898830591118e-05,1.927881377911529626e+01,2.524169791098761564e-02,1.333186079786401754e-03
1.666666666666666557e-03,1.666385087702860210e-03,2.621692325712884775e-05,1.944372674629161679e+01,3.169545466522209753e-02,1.666378949185083657e-03
2.000000000000000042e-03,1.999513101306060834e-03,3.786429212043500769e-05,1.960368966127471779e+01,3.820335739981648576e-02,1.999500328801388001e-03
2.333333333333333093e-03,2.332557869937694657e-03,5.168810082351491892e-05,1.975857667731979461e+01,4.476373512291556556e-02,2.332534259586578184e-03
2.666666666666666578e-03,2.665504348702949292e-03,6.770494523517635928e-05,1.990826871285779376e+01,5.137487602127850661e-02,2.665464288979262162e-03
3.000000000000000062e-03,2.998337188963476601e-03,8.593073473509759081e-05,2.005265366646779057e+01,5.803502975116610341e-02,2.998273503010388200e-03
3.333333333333333114e-03,3.331040752698309019e-03,1.063806760788735164e-04,2.019162661233327682e+01,6.474240979763294657e-02,3.330944560448809936e-03
3.666666666666666598e-03,3.663599127549418098e-03,1.290692582803100290e-04,2.032508997563422071e+01,7.149519589562752797e-02,3.663459728853103725e-03
4.000000000000000083e-03,3.995996142513425463e-03,1.540102385474750922e-04,2.045295368741599162e+01,7.829153650613590587e-02,3.995800922384109069e-03
4.333333333333333134e-03,4.328215384238419568e-03,1.812166293058077896e-04,2.057513531856927003e+01,8.512955134046677752e-02,4.327949741222292951e-03
4.666666666666666186e-03,4.660240213882474621e-03,2.107006863382314453e-04,2.069156019264616120e+01,9.200733392566934343e-02,4.659887512424768126e-03
5.000000000000000104e-03,4.992053784488295273e-03,2.424738980687347965e-04,2.080216147733176157e+01,9.892295420399901951e-02,4.991595332048562837e-03
5.333333333333333155e-03,5.323639058826499897e-03,2.765469760122920553e-04,2.090688025448209331e+01,1.058744611593013252e-01,5.323054108359698625e-03
5.666666666666666206e-03,5.654978827658340042e-03,3.129298464103096099e-04,2.100566556873151569e+01,1.128598854631702592e-01,5.654244605941807257e-03
6.000000000000000125e-03,5.986055728367180480e-03,3.516316430670273440e-04,2.109847445476284022e+01,1.198772421337526706e-01,5.985147490513396951e-03
6.333333333333333176e-03,6.316852263906850770e-03,3.926607013984964372e-04,2.118527194342146203e+01,1.269245332001167070e-01,6.315743374259562108e-03
6.666666666666666227e-03,6.647350822014040823e-03,4.360245537019142052e-04,2.126603104694138224e+01,1.339997503651771671e-01,6.646012861481959307e-03
7.000000000000000146e-03,6.977533694631149648e-03,4.817299256492411984e-04,2.134073272363359663e+01,1.411008776602730164e-01,6.975936594370044791e-03
7.333333333333333197e-03,7.307383097485592276e-03,5.297827340051841248e-04,2.140936582246711950e+01,1.482258940846231388e-01,7.305495298697236607e-03
7.666666666666666248e-03,7.636881189771372973e-03,5.801880855658121759e-04,2.147192700804897214e+01,1.553727762230424914e-01,7.634669829247411367e-03
8.000000000000000167e-03,7.966010093878766671e-03,6.329502773103043477e-04,2.152842066658183739e+01,1.625395008354809656e-01,7.963441214780266411e-03
8.333333333333333218e-03,8.294751915118291422e-03,6.880727977546274073e-04,2.157885879344415514e+01,1.697240474121519682e-01,8.291790702348296113e-03
8.666666666666666269e-03,8.623088761385736684e-03,7.455583294923324045e-04,2.162326086310230977e+01,1.769244006882430276e-01,8.619699800783600652e-03
8.999999999999999320e-03,8.951002762715772054e-03,8.054087529041411295e-04,2.166165368211981246e+01,1.841385531124467012e-01,8.947150323179206555e-03
9.333333333333332371e-03,9.278476090672735724e-03,8.676251510146117465e-04,2.169407122608313543e+01,1.913645072638138767e-01,9.274124428197073194e-03
9.666666666666667157e-03,9.605490977528455265e-03,9.322078154709162717e-04,2.172055446130936929e+01,1.986002782117126664e-01,9.600604660043494248e-03
1.000000000000000021e-02,9.932029735178409674e-03,9.991562536156594655e-04,2.174115115224329742e+01,2.058438958139714448e-01,9.926573986961813659e-03
1.033333333333333326e-02,1.025807477374924073e-02,1.068469196622740935e-03,2.175591565548749884e+01,2.130934069485932447e-01,1.025201583810257493e-02
1.066666666666666631e-02,1.058360861985243977e-02,1.140144608662487218e-03,2.176490870143917888e+01,2.203468776747476987e-01,1.057691413864184950e-02
1.099999999999999936e-02,1.090861393444108630e-02,1.214179697059723220e-03,2.176819716453220721e+01,2.276023953190762505e-01,1.090125334302995130e-02
1.133333333333333241e-02,1.123307353022869569e-02,1.290570923406068621e-03,2.176585382310249628e+01,2.348580704836820410e-01,1.122501846626449036e-02
1.166666666666666546e-02,1.155697038863153468e-02,1.369314015585575963e-03,2.175795710990753662e+01,2.421120389725170408e-01,1.154819511309391859e-02
1.200000000000000025e-02,1.188028767619822394e-02,1.450403980670868145e-03,2.174459085434014582e+01,2.493624636332250066e-01,1.187076950507025795e-02
1.233333333333333330e-02,1.220300876049297024e-02,1.533835118645187311e-03,2.172584401737825743e+01,2.566075361118447251e-01,1.219272850538224463e-02
1.266666666666666635e-02,1.252511722540144111e-02,1.619601036904250082e-03,2.170181042031118324e+01,2.638454785181262863e-01,1.251405964141299662e-02
1.299999999999999940e-02,1.284659688583096593e-02,1.707694665490486121e-03,2.167258846827506957e+01,2.710745449995572987e-01,1.283475112497893186e-02
1.333333333333333245e-02,1.316743180177952326e-02,1.798108273011171914e-03,2.163828086961832753e+01,2.782930232225395151e-01,1.315479187021932270e-02
1.366666666666666551e-02,1.348760629175078073e-02,1.890833483191098861e-03,2.159899435210186880e+01,2.854992357594928754e-01,1.347417150911828926e-02
