true_branch,active_measurement,active_score,active_is_odd,active_correct,random_measurement,random_score,random_is_odd,random_correct,state_norm
-1,odd_vsum,30.626421847625608,True,True,even_xvx,0.0,False,False,1.2251716027884758
1,odd_x,6.634424039927899,True,True,even_r2,0.0,False,True,1.6949398926766757
-1,odd_y,8.231763278223042,True,True,even_xvx,0.0,False,False,1.0652396225301393
1,odd_vsum,48.82806610275053,True,True,even_xvx,0.0,False,True,1.9072440641213424
-1,odd_vsum,40.14250389238237,True,True,even_yvy,0.0,False,False,2.0008426175928515
-1,odd_vsum,27.88470033994389,True,True,even_mix,0.0,False,False,1.6197559522184974
-1,odd_vsum,43.5297875408077,True,True,even_v2,0.0,False,False,2.0378308536710965
-1,odd_y,19.948001139186218,True,True,even_xy,0.0,False,False,1.1041331723368693
-1,odd_mixed,12.499897163748127,True,True,even_xy,0.0,False,False,0.5898623114410744
1,odd_y,28.927291703298962,True,True,odd_vsum,4.969450005366249,True,True,1.178926646666253
1,odd_vsum,41.16284626204021,True,True,even_xy,0.0,False,True,1.4799480210189861
1,odd_x,35.9556231994909,True,True,odd_mixed,32.96863907560157,True,True,1.7444049167746405
1,odd_y,25.423951746037414,True,True,even_xy,0.0,False,True,1.6530759242750963
-1,odd_mixed,31.76983115883056,True,True,odd_mixed,31.76983115883056,True,True,1.8954203857914511
1,odd_mixed,30.440784370211148,True,True,even_xvx,0.0,False,True,2.114001916986319
1,odd_mixed,35.68024633528976,True,True,even_mix,0.0,False,True,1.502205456315429
1,odd_vsum,32.429050017156754,True,True,even_v2,0.0,False,True,0.9230880177600285
1,odd_mixed,28.961755909048247,True,True,odd_vsum,7.966067721418726,True,True,1.8318764133037455
1,odd_vsum,37.220003113936095,True,True,even_v2,0.0,False,True,2.207534442479063
1,odd_vsum,46.588272778032,True,True,odd_y,31.103934427185187,True,True,2.0262662268099203
1,odd_y,26.63521587579036,True,True,even_v2,0.0,False,True,1.5924764265405458
1,odd_vsum,39.19845399703172,True,True,even_yvy,0.0,False,True,1.7122368887694088
1,odd_y,37.18549359708447,True,True,even_mix,0.0,False,True,2.319605503125602
-1,odd_vsum,52.908060259998535,True,True,even_r2,0.0,False,False,2.2689888827600377
-1,odd_x,21.64051392469831,True,True,even_xy,0.0,False,False,1.8764813000170555
-1,odd_mixed,44.49296640318324,True,True,odd_x,37.219262710531794,True,True,2.1113093227452704
-1,odd_mixed,24.82840457696826,True,True,even_yvy,0.0,False,False,1.328977073712142
-1,odd_y,29.285295703294967,True,True,even_v2,0.0,False,False,1.5014685196165625
-1,odd_vsum,34.19910959369038,True,True,odd_x,29.524872112952682,True,True,2.1104946232288384
-1,odd_vsum,51.94500734271039,True,True,even_v2,0.0,False,False,2.533386301409645
1,odd_y,36.53340885779354,True,True,even_yvy,0.0,False,True,1.6502508918442573
1,odd_vsum,32.43712230511164,True,True,odd_mixed,17.94505191595024,True,True,1.4643240634428263
-1,odd_x,25.155832726400593,True,True,even_xy,0.0,False,False,1.4558189434801512
1,odd_mixed,41.06840652512873,True,True,even_xy,0.0,False,True,1.7580860782241667
1,odd_y,30.13972077274685,True,True,even_v2,0.0,False,True,1.3302727343661673
-1,odd_vsum,46.52279923593973,True,True,even_r2,0.0,False,False,2.067998058156425
1,odd_x,11.659204805224022,True,True,even_mix,0.0,False,True,1.7064689471516663
-1,odd_y,20.825110367596753,True,True,odd_y,20.825110367596753,True,True,1.0598956442838778
1,odd_vsum,42.85619328388624,True,True,odd_mixed,33.788578429480715,True,True,1.9615667950337061
1,odd_vsum,42.49351357019396,True,True,even_mix,0.0,False,True,2.177616721751941
1,odd_x,35.02817662649068,True,True,even_mix,0.0,False,True,2.3269835644497987
1,odd_vsum,36.20703452048445,True,True,even_v2,0.0,False,True,1.5561315163109561
-1,odd_y,23.088980714883544,True,True,odd_y,23.088980714883544,True,True,1.8656053278389466
1,odd_x,24.069960850891015,True,True,even_v2,0.0,False,True,1.2643260827362097
-1,odd_mixed,33.01969531673615,True,True,even_xy,0.0,False,False,1.431924723125756
-1,odd_vsum,44.49379935867481,True,True,even_yvy,0.0,False,False,2.161455941012759
1,odd_x,30.349528801161863,True,True,even_yvy,0.0,False,True,1.845944953475119
1,odd_vsum,65.94419979496912,True,True,even_mix,0.0,False,True,2.1398675149016655
1,odd_vsum,20.669299094622374,True,True,odd_vsum,20.669299094622374,True,True,1.3681966533706866
1,odd_vsum,56.27481105934318,True,True,even_xvx,0.0,False,True,2.293806369905967
1,odd_vsum,28.934153507188498,True,True,even_yvy,0.0,False,True,1.6089661280536538
-1,odd_y,28.134528304429672,True,True,even_v2,0.0,False,False,2.0095809576878434
-1,odd_vsum,42.289938669186895,True,True,odd_vsum,42.289938669186895,True,True,1.8981710200369517
1,odd_x,26.94902010178084,True,True,odd_mixed,20.843325817967482,True,True,2.061123174279895
1,odd_y,34.61699446829519,True,True,odd_y,34.61699446829519,True,True,1.8548503093285538
-1,odd_x,21.67420555814689,True,True,even_yvy,0.0,False,False,1.7760268644876072
1,odd_vsum,56.96306910254357,True,True,even_r2,0.0,False,True,2.446593162526801
1,odd_mixed,31.911279231752154,True,True,even_xvx,0.0,False,True,1.7428239193003634
-1,odd_y,26.429681485890686,True,True,odd_vsum,9.27855116722927,True,True,2.01108997458828
1,odd_x,37.4151902684008,True,True,even_mix,0.0,False,True,2.3560604568287236
1,odd_vsum,34.05733176861163,True,True,even_v2,0.0,False,True,1.2125606593541904
-1,odd_mixed,32.90494095274097,True,True,odd_vsum,24.99737177113717,True,True,1.6049612688573511
1,odd_y,17.717482054247938,True,True,even_yvy,0.0,False,True,1.5047193290913627
1,odd_vsum,64.57701111475811,True,True,odd_x,29.895305419898175,True,True,2.4333925586761396
1,odd_x,33.13999096778121,True,True,even_yvy,0.0,False,True,2.124489041924594
-1,odd_x,35.397015131409006,True,True,even_yvy,0.0,False,False,2.2322643585575492
1,odd_y,36.206725682479004,True,True,even_v2,0.0,False,True,2.222849113276341
-1,odd_y,7.567685560793014,True,True,even_yvy,0.0,False,False,1.2621107084023742
-1,odd_mixed,34.00634251416268,True,True,even_mix,0.0,False,False,1.411409361576021
-1,odd_vsum,22.195003023892994,True,True,odd_vsum,22.195003023892994,True,True,1.0091784724674582
-1,odd_vsum,54.200681707030206,True,True,odd_vsum,54.200681707030206,True,True,2.1593407587746274
1,odd_x,28.97464599664843,True,True,odd_vsum,24.38248548381823,True,True,1.8260834807637165
1,odd_mixed,30.86862846489578,True,True,even_r2,0.0,False,True,1.6445606753010509
1,odd_vsum,52.161209374408735,True,True,odd_mixed,8.81397439468435,True,True,1.643280849177619
-1,odd_vsum,27.86152320693334,True,True,odd_mixed,5.385498688941953,True,True,1.6398943150693257
-1,odd_y,32.107453318627684,True,True,even_r2,0.0,False,False,1.6898135525774285
1,odd_vsum,37.92897888025063,True,True,odd_x,26.89906908916244,True,True,1.8018051447172103
1,odd_x,7.643354255875501,True,True,even_v2,0.0,False,True,0.35399364478727186
1,odd_y,29.000038947931817,True,True,even_xvx,0.0,False,True,1.6795410707708518
-1,odd_vsum,63.5322991161709,True,True,odd_y,5.581710259330053,True,True,1.9119951658408827
1,odd_x,34.25408132149824,True,True,even_xy,0.0,False,True,2.287413122603543
-1,odd_mixed,37.246483187090085,True,True,even_mix,0.0,False,False,2.0930054525963624
-1,odd_mixed,16.62969882687797,True,True,odd_x,14.70020307288557,True,True,0.9801292978482772
-1,odd_y,33.18578189869474,True,True,odd_y,33.18578189869474,True,True,1.8086710763146372
-1,odd_y,31.071539039430316,True,True,odd_x,5.1831950357596135,True,True,1.5315946656740531
-1,odd_vsum,31.434363887442938,True,True,even_mix,0.0,False,False,1.6173400130962994
1,odd_vsum,35.55086953251519,True,True,odd_vsum,35.55086953251519,True,True,1.5970648513050565
1,odd_vsum,27.9835808075082,True,True,odd_y,11.925458294915625,True,True,1.3535883009795862
1,odd_x,28.29805803828865,True,True,even_yvy,0.0,False,True,1.6479518756658693
-1,odd_vsum,20.325438214049772,True,True,even_v2,0.0,False,False,1.1907293835869353
1,odd_vsum,39.49890067881787,True,True,even_xvx,0.0,False,True,1.9683167081463933
1,odd_vsum,39.748553884700065,True,True,even_xy,0.0,False,True,1.9036856882099011
-1,odd_vsum,47.19265284556463,True,True,odd_x,17.749391694259106,True,True,1.824678127111621
-1,odd_y,16.228935359934926,True,True,even_xy,0.0,False,False,1.5169861618965461
1,odd_mixed,27.01089815963148,True,True,even_yvy,0.0,False,True,1.235092762651553
1,odd_vsum,27.019278794161128,True,True,odd_y,13.950721755878503,True,True,1.3312052132395233
1,odd_vsum,35.97850482880047,True,True,even_yvy,0.0,False,True,1.9401580366142246
1,odd_vsum,69.13838854560062,True,True,even_mix,0.0,False,True,2.44640542750425
-1,odd_mixed,40.773077639526214,True,True,even_mix,0.0,False,False,2.7136789305123954
1,odd_vsum,40.13116027691519,True,True,odd_vsum,40.13116027691519,True,True,1.6845450733689138
1,odd_vsum,42.78231668375853,True,True,odd_x,1.0012640127735173,True,False,1.224461108748407
1,odd_vsum,30.06062625937009,True,True,even_mix,0.0,False,True,1.5798524290792748
-1,odd_x,32.130411639841014,True,True,even_yvy,0.0,False,False,1.8834999303969115
-1,odd_mixed,24.18425100706478,True,True,odd_vsum,9.067731915202371,True,True,1.1310804108631611
-1,odd_vsum,27.51357032600794,True,True,odd_mixed,27.370216157608084,True,True,1.240653158489969
1,odd_vsum,30.54781697155705,True,True,odd_y,7.392022930314263,True,True,1.5490064696813708
1,odd_y,23.272956203425554,True,True,even_r2,0.0,False,True,1.1174067326351895
1,odd_vsum,64.6284971680775,True,True,odd_vsum,64.6284971680775,True,True,2.280480943127293
-1,odd_mixed,22.275021778849588,True,True,even_v2,0.0,False,False,1.5135652309810865
-1,odd_y,29.973814573211175,True,True,odd_x,12.313948340959247,True,True,1.5176143603420453
-1,odd_y,29.409573843850346,True,True,even_v2,0.0,False,False,1.842701846664399
1,odd_vsum,57.76095151868699,True,True,even_v2,0.0,False,True,1.9919983530463174
-1,odd_vsum,70.10499034295134,True,True,even_mix,0.0,False,False,2.3222068309197703
-1,odd_vsum,50.54067110874697,True,True,even_yvy,0.0,False,False,2.0165222188765632
1,odd_mixed,18.81043200964448,True,True,odd_x,17.37890840005293,True,True,1.0837060681860038
-1,odd_x,13.344475843575424,True,True,even_mix,0.0,False,False,0.9333785713340768
1,odd_x,26.618591831057593,True,True,odd_vsum,18.25470764813691,True,True,1.95689580060139
1,odd_y,32.52696641952074,True,True,even_r2,0.0,False,True,1.876653714212117
-1,odd_vsum,48.52030770841079,True,True,odd_x,3.649417117856979,True,True,1.4875930861044588
1,odd_y,29.655573206274465,True,True,odd_x,7.118427032437258,True,True,1.8140110946178831
1,odd_x,29.702121713861473,True,True,odd_mixed,27.423371820678305,True,True,1.5123317967783596
-1,odd_mixed,37.454912508547274,True,True,even_v2,0.0,False,False,1.8462272817288023
1,odd_vsum,25.699646659742726,True,True,odd_vsum,25.699646659742726,True,True,1.0367444229538165
1,odd_y,19.35578412391079,True,True,even_xvx,0.0,False,True,1.8598221243737514
1,odd_vsum,61.018818498103485,True,True,odd_mixed,6.062012806468146,True,True,1.989307313807439
-1,odd_y,34.11446605089552,True,True,even_yvy,0.0,False,False,2.379674298676216
-1,odd_vsum,61.982937717548836,True,True,odd_vsum,61.982937717548836,True,True,2.454825060337258
-1,odd_y,34.47738098098788,True,True,even_xvx,0.0,False,False,1.7317014247754543
1,odd_vsum,41.70480051140408,True,True,odd_y,8.37542944801266,True,True,1.578627385695497
1,odd_mixed,15.153087787294286,True,True,even_v2,0.0,False,True,1.010358044294659
1,odd_vsum,32.94633298306196,True,True,odd_y,31.919086010317265,True,True,1.9658979154690088
1,odd_x,31.291120516637527,True,True,odd_x,31.291120516637527,True,True,1.5995121919881614
1,odd_y,37.464943993322876,True,True,even_r2,0.0,False,True,2.1723175628482303
-1,odd_vsum,28.868856396616394,True,True,even_xy,0.0,False,False,1.3736381507081874
-1,odd_y,37.46110954327233,True,True,odd_y,37.46110954327233,True,True,1.8857267028765896
-1,odd_vsum,65.30977334334575,True,True,even_v2,0.0,False,False,2.0883849849036893
-1,odd_vsum,37.5522345231566,True,True,even_v2,0.0,False,False,1.3767156744898783
1,odd_x,29.093312353407008,True,True,even_xy,0.0,False,True,1.4447830466706075
-1,odd_vsum,38.3007931692139,True,True,even_yvy,0.0,False,False,2.095919302583918
-1,odd_vsum,16.654948420796757,True,True,odd_vsum,16.654948420796757,True,True,0.9558831788456391
-1,odd_vsum,39.956113249933345,True,True,even_xvx,0.0,False,False,1.459028933227623
-1,odd_vsum,15.740502268984507,True,True,even_mix,0.0,False,False,0.7080931096880101
1,odd_vsum,56.197710003094215,True,True,even_xy,0.0,False,True,1.6501316926889231
1,odd_y,32.78358189790612,True,True,odd_mixed,15.860412396874034,True,True,2.0486633807728145
-1,odd_vsum,45.61116791681165,True,True,odd_vsum,45.61116791681165,True,True,1.8450476380519658
-1,odd_y,34.5222832815591,True,True,even_r2,0.0,False,False,1.9302605778735986
1,odd_vsum,20.980110573441863,True,True,even_r2,0.0,False,True,1.5532256810102232
-1,odd_y,35.25433418754519,True,True,odd_mixed,14.98607599863309,True,True,1.7666089594910612
1,odd_vsum,23.578974837691714,True,True,even_v2,0.0,False,True,0.8044737265989201
1,odd_mixed,40.037891273593644,True,True,odd_y,35.325439335397824,True,True,2.260041149447128
1,odd_mixed,32.567525202049666,True,True,even_yvy,0.0,False,True,1.5555542029967193
-1,odd_vsum,35.36053510868603,True,True,odd_mixed,17.345225858878507,True,True,1.9673506287383993
-1,odd_vsum,49.88380339549061,True,True,even_mix,0.0,False,False,2.3583548070843015
-1,odd_y,33.04025715332788,True,True,even_xy,0.0,False,False,2.1313042103361544
1,odd_y,22.60706540203867,True,True,even_yvy,0.0,False,True,1.4841363376361385
-1,odd_vsum,35.685945513309036,True,True,even_mix,0.0,False,False,1.9317904062583715
1,odd_vsum,50.548636346668694,True,True,even_mix,0.0,False,True,1.9754740193573113
1,odd_vsum,27.63234006215604,True,True,even_yvy,0.0,False,True,1.6482014504203057
1,odd_y,32.652993662837545,True,True,odd_y,32.652993662837545,True,True,1.7549388471416558
1,odd_vsum,48.67873525445005,True,True,even_mix,0.0,False,True,2.258353809012687
-1,odd_vsum,40.65870653579437,True,True,even_yvy,0.0,False,False,1.721029961237342
1,odd_mixed,15.40088358221781,True,True,even_xvx,0.0,False,True,1.708095760471144
-1,odd_vsum,46.17883465250141,True,True,odd_y,2.811172454586286,True,True,1.7284609284141512
-1,odd_vsum,31.033940432597383,True,True,even_xvx,0.0,False,False,1.0348041941216077
1,odd_y,34.53513372571712,True,True,even_xy,0.0,False,True,1.8066717729464272
1,odd_vsum,42.866832631660145,True,True,odd_x,3.003181735474103,True,True,1.3098697992747166
1,odd_y,33.948824841977846,True,True,even_r2,0.0,False,True,1.6679613166878373
-1,odd_vsum,23.76101964643415,True,True,even_v2,0.0,False,False,1.4500365329990583
1,odd_x,36.979552221862384,True,True,odd_vsum,3.4372715463677426,True,True,1.5028060667053111
-1,odd_vsum,43.657959898602904,True,True,even_mix,0.0,False,False,2.043481761179105
1,odd_mixed,31.242840402239917,True,True,even_xy,0.0,False,True,1.8273092075888677
1,odd_mixed,36.37351761298748,True,True,even_v2,0.0,False,True,1.4446154330632905
1,odd_vsum,29.31650045950491,True,True,even_xvx,0.0,False,True,1.5414840280399653
-1,odd_vsum,62.36173290488407,True,True,even_yvy,0.0,False,False,1.890641680906409
-1,odd_y,36.04719251846746,True,True,even_r2,0.0,False,False,1.8101691057193185
-1,odd_vsum,47.328418663737466,True,True,even_mix,0.0,False,False,2.275640154866902
1,odd_mixed,38.789038699621,True,True,even_xvx,0.0,False,True,1.6369409181122487
1,odd_vsum,17.845838022519246,True,True,even_v2,0.0,False,True,1.087523949001367
1,odd_y,34.52843695600908,True,True,even_xvx,0.0,False,True,1.7673888603834746
1,odd_vsum,51.07889356400172,True,True,odd_x,1.4746401350171134,True,True,1.653806199050449
-1,odd_y,31.026032723844043,True,True,even_mix,0.0,False,False,1.4560783751481163
-1,odd_y,35.68460751279863,True,True,even_mix,0.0,False,False,1.9610370726560835
-1,odd_vsum,64.18090825123824,True,True,even_r2,0.0,False,False,2.4689005928812944
1,odd_vsum,50.69352368938724,True,True,even_xvx,0.0,False,True,1.509705314597936
-1,odd_y,34.11512647676565,True,True,even_xy,0.0,False,False,2.1448508102322665
-1,odd_vsum,64.90374255263946,True,True,even_mix,0.0,False,False,2.1117660389463166
1,odd_vsum,58.953727343427865,True,True,even_xy,0.0,False,True,1.8477138858634063
1,odd_vsum,36.65141882810362,True,True,even_r2,0.0,False,True,2.111038179280133
1,odd_y,37.078186728198084,True,True,even_v2,0.0,False,True,2.6002449303879716
1,odd_vsum,48.06046281613509,True,True,odd_vsum,48.06046281613509,True,True,1.923881145334889
-1,odd_vsum,63.79745265075534,True,True,even_v2,0.0,False,False,1.8319738854577359
-1,odd_vsum,34.356518174314346,True,True,even_xvx,0.0,False,False,1.4763986525586792
