scenario,culprit,ff_class,gf_class,ff_correct,gf_correct,ff_culprit_correct,gf_culprit_correct,state_rmse_frontier_first,state_rmse_global_first,nested_drift_max,sigma
clean,,clean,global_model_error,True,False,True,True,0.004260794354948846,0.012249915452842703,6.509259464525837e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004923547821239512,0.017998447445084716,7.010161494728299e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004508587514464564,0.020619066461976712,4.291468873614597e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004548933918656912,0.032653301833965316,6.746491033406846e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004559902228763603,0.017924240340079077,5.164263338701471e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0044483658749121255,0.020959534582582512,1.0031442548020353e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0038118566832360903,0.02150613516592972,8.899655553049515e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0043814311005941535,0.014221844831646518,1.5095084847238019e-16,0.005
clean,,clean,clean,True,True,True,True,0.0035509246698498128,0.013035508102613209,9.205483015737869e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.0037836244881258667,0.012230842462735035,7.244417918960238e-17,0.005
clean,,clean,clean,True,True,True,True,0.0032603268478287725,0.004553510147138189,5.948862305358518e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005236953936605327,0.027143143618824916,7.173978245397858e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004120619409469775,0.04119605657271688,9.418765739911841e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0046366796696013565,0.022277826683831353,1.0150726674712363e-16,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0036386711198966326,0.03013073517752193,6.869188731955733e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0040490710400630375,0.025716458029408112,9.520455766806771e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0033926720674648542,0.02315264871822923,8.694409141350492e-17,0.005
clean,,clean,clean,True,True,True,True,0.0042609820941536475,0.010974669798980631,7.97218214573518e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0052586550356146875,0.018683828322654323,5.914777482833364e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004899593152509228,0.017471593048086778,1.2063502038080008e-16,0.005
clean,,clean,clean,True,True,True,True,0.004013534532851497,0.010962466012235118,5.939369938843388e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004680830731778524,0.02012766166244882,6.245004513516506e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0035195259900767666,0.01815750427783472,5.551115123125783e-17,0.005
clean,,clean,sensor_anomaly,True,False,True,True,0.00477335482791514,0.011615341118947173,9.053875288748495e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004198920120275533,0.035116797968295144,6.696122498712619e-17,0.005
clean,,clean,clean,True,True,True,True,0.004743897802914044,0.014915161900203058,8.44865542934803e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004771059185303115,0.019936736179038766,1.2509268882771003e-16,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004218991165233533,0.017758361856718547,7.664258822861523e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00528660377668324,0.02179929571165387,1.0983690428204524e-16,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.003818680342778085,0.005175749796352083,6.369057972232327e-17,0.005
clean,,clean,clean,True,True,True,True,0.004313657855100979,0.008705944260700274,1.2818479689276e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003999086878356163,0.01777460441328823,6.947562107041945e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.004336482272330801,0.014135852113664716,6.798699777552591e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0030115677423482937,0.012846495992326621,6.509837320576026e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0046098511322425085,0.024167850905392436,7.624894110490301e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.0048698826794823305,0.015306593330661316,4.617632199345855e-17,0.005
clean,,global_model_error,sensor_anomaly,False,False,True,True,0.004370166781231771,0.02856890159954524,9.533312699709144e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.00475998174275209,0.023234434629764177,1.0245154072492241e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00435091424912147,0.015844619905739904,6.071532165918825e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.0045017845748739045,0.0156893370409266,4.819909745438293e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.004076227641692889,0.012913667843023446,8.239479992065644e-17,0.005
clean,,global_model_error,sensor_anomaly,False,False,True,True,0.004220247576602628,0.023004105408854034,6.397344083151129e-17,0.005
clean,,clean,clean,True,True,True,True,0.004915886454038512,0.010308053301113219,9.315965764157241e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.00500261817944833,0.02231485860036795,7.481466367548145e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004045888645064094,0.020094478312895528,1.024662259598183e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0038832502902076764,0.019189704087756082,8.103684174824287e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004923197474038909,0.04539431019018822,5.682543445925298e-17,0.005
clean,,global_model_error,sensor_anomaly,False,False,True,True,0.004859805885132265,0.018844065101097367,4.9340610254910614e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004486403510929234,0.017579913594406946,7.271659183719269e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004879592316070789,0.015917121656731325,8.554842949272357e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005182246668750713,0.03372573105982204,9.115142429335957e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004368817438741827,0.015400097180672413,4.809166918635563e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004536793426093073,0.01743257645797468,3.337934339503096e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0035773362401929198,0.022900743571897798,3.8163916471489756e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0044332112815209344,0.020398223948569334,1.0245154072492241e-16,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.004403757301535908,0.010640312550046329,4.229458639413362e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004152276378618112,0.026739584345876363,5.941269625422861e-17,0.005
clean,,clean,clean,True,True,True,True,0.005013305638950096,0.007968665171425913,9.315965764157241e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004626944019886725,0.027923798374496225,9.027231622811333e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00455437040605586,0.022880473118618978,1.0013427371767394e-16,0.005
clean,,clean,clean,True,True,True,True,0.004466744121089985,0.005897814153293873,7.110250420355456e-17,0.005
clean,,clean,clean,True,True,True,True,0.004172296648508717,0.007991004113034399,8.708242736640235e-17,0.005
clean,,clean,clean,True,True,True,True,0.003916816421796174,0.010581105785473962,3.3639108739963295e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00365787705765981,0.017806613049839937,2.9895683046506926e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004022086453389949,0.018846096959042047,9.035561634386109e-17,0.005
clean,,clean,clean,True,True,True,True,0.00381412325344812,0.010185893126416785,9.278743829052813e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004398539154909883,0.01489767521645508,9.553586958348489e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003935400492421954,0.017431505295989105,7.850462293418876e-17,0.005
clean,,clean,clean,True,True,True,True,0.0046582212696717595,0.005402789365610911,5.928593550334434e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003954406528358301,0.018057004231045285,1.0316865904080358e-16,0.005
clean,,clean,clean,True,True,True,True,0.0037148589145665893,0.011594125632663885,8.362734666696147e-17,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.003841580098099965,0.0029639838527697766,1.0198049666328888e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00463593526941152,0.017278291684802872,1.1857187100668868e-16,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.005141156507264608,0.02860557165553051,5.1019748043878786e-17,0.005
clean,,clean,clean,True,True,True,True,0.004311529207576651,0.0047697209566227175,5.818439421673296e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005285739229525379,0.01856780275025415,6.273849953450762e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0035086803939269064,0.016690838059502174,5.4746949467094836e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004211526948291899,0.017543126445618323,1.0007415106216802e-16,0.005
clean,,clean,clean,True,True,True,True,0.0038232211413634066,0.010950290358208416,8.783938091597279e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004069316742457662,0.018038202160945566,9.646060876762511e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.0045684888838282475,0.013473161364075233,1.3311106448512297e-16,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.004461717663771176,0.010988751878176547,7.664258822861523e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.003874710352297103,0.014158948668047162,4.1957363356048215e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004628676965754097,0.016261079322156893,9.739201700399851e-17,0.005
clean,,clean,clean,True,True,True,True,0.004281754536479968,0.00872495129025377,1.4703252574089423e-16,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004834866865473063,0.012691108400384008,9.106885210113025e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004842065169310242,0.014432532306987243,2.3176580820987217e-17,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.005326324006238825,0.010205869030612094,7.481466367548145e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.003028980994253177,0.018106213762904323,8.804469334467935e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0037886018342131486,0.028435789236871494,9.218549712188289e-17,0.005
clean,,clean,clean,True,True,True,True,0.0045113164092865175,0.01254289248842699,6.594231344563069e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004767003495155063,0.0231933811997716,5.742956581555481e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004703696103336333,0.018755570640912544,1.0221629003393125e-16,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004166858517553524,0.01859766083607519,5.76648802964689e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004493872279255543,0.02348105587791232,1.0022439007644136e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004489091368191688,0.025783492317761884,8.441528768080324e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004168942498402386,0.020512003597464926,1.2256530327225745e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005741000496912689,0.023778699829883773,7.979727989493313e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.005558379057654397,0.018342110053022168,3.7407331837740725e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004071007539490277,0.016954785557523933,4.0608835428777945e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0039826384908511125,0.018900769866230887,8.892890325501651e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004674004326922313,0.021425589345692057,6.059128614320848e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0034030688217562824,0.026606893485296376,6.816381731413086e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0040352466856909365,0.029654311075734144,6.138078244619834e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004892427451406771,0.021204439045141184,8.2558987662204e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0038507621095908535,0.02421546554400908,9.205891630737549e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004454593512133784,0.03358566209779454,5.434016529427468e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0051918774566921165,0.015306248018519708,4.8074067159589095e-17,0.005
clean,,clean,clean,True,True,True,True,0.003001198675626681,0.010018598339159381,3.631543228538717e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0047999179553903214,0.018110976748473534,6.851608744991126e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0037826139832285548,0.02222756317302457,4.869600850199926e-17,0.005
clean,,clean,clean,True,True,True,True,0.0051779592202540504,0.006428629950565204,5.3936306643656137e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.003431757272122145,0.017831774841034004,8.025322777265314e-17,0.005
clean,,clean,clean,True,True,True,True,0.004799813969439295,0.006559065245299359,1.2643266404855218e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0046093717278934635,0.02756048297882783,6.147875662259241e-17,0.005
clean,,clean,clean,True,True,True,True,0.004430746056063099,0.011765499330055386,8.584690619247314e-17,0.005
clean,,clean,clean,True,True,True,True,0.005444591111500413,0.013617367857486625,5.774310535657398e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004874937702351469,0.01946529854565276,7.727585859730873e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004641628685149012,0.02370857974613836,8.886119947416683e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004408160373862818,0.02077402192349264,8.153200337090993e-17,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.0035636639081182853,0.00837894141850887,8.946868911166325e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004099278676326903,0.018227734274628062,7.505561329662603e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004460671611139451,0.021000523463053224,4.929675446838224e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004632563668753,0.016250713280725144,1.2177709378935645e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004411175112354114,0.02626752802713521,1.2281058129079327e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004049728133301018,0.024017821304622003,1.2260289328531723e-16,0.005
clean,,clean,clean,True,True,True,True,0.0038740634700023717,0.011164927175399398,5.948862305358518e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004202144974175158,0.024662320506400204,9.614813431917819e-17,0.005
clean,,clean,clean,True,True,True,True,0.00409289707103846,0.005406612411445892,1.2804092569017277e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004870853940131374,0.032742993086480786,7.790820618110712e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0039570373747763775,0.02747381487505835,9.156727639034161e-17,0.005
clean,,clean,clean,True,True,True,True,0.004394499819320628,0.006393535108831,1.1145513959121702e-16,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.004654709964494483,0.010983707451713587,1.0203949608775757e-16,0.005
clean,,clean,global_model_error,True,False,True,True,0.004114903621831165,0.015598102185470463,7.735613448393047e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00398419284423834,0.018278745266350996,1.0127353687043105e-16,0.005
clean,,clean,sensor_anomaly,True,False,True,True,0.004678707372984852,0.012625072168644601,8.993834424997155e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.0042040679380208855,0.014682252248474446,9.670986140218852e-17,0.005
clean,,clean,clean,True,True,True,True,0.003962127414050487,0.011618332741422776,1.5087357902101735e-16,0.005
clean,,clean,clean,True,True,True,True,0.003566917486876145,0.008207461485979825,6.664589960562512e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.003363306731604206,0.017862011556974935,1.22614398128331e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003782411780494631,0.018470091660761707,1.1218511842815816e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004120457736032109,0.01649305615540721,9.73921112986384e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.0037255748587424,0.015575807694712536,4.86032246606382e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004622017717199358,0.024051127858816163,9.335729920438342e-17,0.005
clean,,clean,clean,True,True,True,True,0.003578067983409925,0.012598477202765471,7.601177430610147e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.003911783193270845,0.01587398547072749,8.327124423340014e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.003780637709585244,0.017150778755405167,1.0132923574178605e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004386882434052219,0.02497521788500889,6.664589960562512e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004341359269708345,0.023225020868153888,4.108768631691174e-17,0.005
clean,,clean,clean,True,True,True,True,0.003813995733043037,0.012450163507981027,8.582937747229195e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00523665228713486,0.021357120384175327,1.6016862586769483e-17,0.005
clean,,clean,clean,True,True,True,True,0.0038021183429609176,0.01158551571574389,8.285007358124453e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0046766355753639875,0.014569587865327395,7.505561329662603e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.004053653081276976,0.015264516679302093,8.654514385188509e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004012012312231558,0.02288649498121108,8.694409141350492e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004488082503724269,0.016943001510843308,6.098731183695384e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003830319614222935,0.018667748783991793,7.664749602410764e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.005039334901487896,0.014284770814203752,5.751833030198529e-17,0.005
clean,,clean,clean,True,True,True,True,0.004470371773498327,0.00840627057967325,9.053860682492399e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003960434016620038,0.018256991413679965,6.546139416680338e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0033301730004123087,0.030696335222719928,8.355534721610419e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0036513343548761593,0.0343802599118758,6.2474133870925e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004255342109454736,0.017445656056432345,8.582937747229195e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0035246370265654327,0.022830487648865923,3.609725720881698e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004670191209218405,0.03320085818643319,1.086108692045682e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004147130914865605,0.018887176355809807,3.8075185280243316e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00368985721049504,0.022537914916747677,3.122502256758253e-17,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.00436118613472189,0.008210086830112677,1.1455743979190591e-16,0.005
clean,,clean,sensor_anomaly,True,False,True,True,0.004358677128080202,0.014825604018551857,8.123619467370679e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005071337442610225,0.02968508774131033,7.513575812810492e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003997701372985745,0.031177227408508888,7.666221752544845e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.004180909596156232,0.013475667100859881,9.047210765559601e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0057301107545104524,0.020264241154342666,7.666221752544845e-17,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.003878545013298567,0.009966067508168162,5.721958498152797e-17,0.005
clean,,clean,clean,True,True,True,True,0.004355833269362114,0.0057156966226335724,6.211182190091257e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.005357566219211117,0.01587183284896422,9.621071039760154e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.0037562455722778857,0.013551693057292313,7.027236119578164e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004375063708129117,0.019698822603450697,6.70959107919787e-17,0.005
clean,,clean,clean,True,True,True,True,0.003358508724919263,0.013801688870347962,8.210209988395745e-17,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.005146274147317611,0.010602962480450407,7.60315664622255e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.004154236066940132,0.015653131430070556,1.22614398128331e-16,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.003930270984336654,0.025266357141477135,4.718958039861916e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004830164057764374,0.014573500708253428,1.0569008315563939e-16,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004222829895368804,0.022512666769128702,3.469446951953614e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.003653759033193842,0.01429322116096054,4.342009741609083e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004861333370758934,0.02029770160233354,8.582937747229195e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.003832933171942051,0.030978697821580758,7.313793525303998e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003903403386107437,0.02895260475859657,6.629539454725695e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.005086485874730552,0.01357254202220668,8.584690619247314e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.00410853676428223,0.025859515450447068,5.928593550334434e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004452975113655874,0.030901710708220183,1.1636878843346592e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004051562018544056,0.020771416639940782,7.637217378883571e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005100926752343222,0.017069269336491846,8.469999434971913e-17,0.005
clean,,clean,clean,True,True,True,True,0.004189277787684143,0.011120685865300567,1.0844450065777683e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0034389121933795924,0.025902323971554654,5.846815929450271e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.003277578111111707,0.018006806170448215,1.0138861414462114e-16,0.005
clean,,sensor_anomaly,sensor_anomaly,False,False,True,True,0.0051752338126914744,0.023695699337569664,1.0523353638563424e-16,0.005
clean,,clean,clean,True,True,True,True,0.003941797809866268,0.010401209414696237,8.811302451006347e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0027711338486887086,0.016552663441860245,1.1698777571738765e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005309939980002691,0.02286520295909317,8.121767085755589e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0038509605249145685,0.016146938941131613,1.2761718180646587e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005094236904785627,0.016722305575825557,9.309503074677274e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0040642536551701875,0.021632852578526457,5.2958809290937725e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0049265121447046875,0.03418110676868862,5.769748696025433e-17,0.005
clean,,clean,clean,True,True,True,True,0.0029212003839241404,0.009903002699184914,2.619375006920454e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004646437733175986,0.02407228078051766,7.419417852766783e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.003285537160187239,0.029585638672424596,1.3472894910096233e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.0038531110260076997,0.01883585004042691,6.691767479370794e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.0037433346115600557,0.013235313842480462,8.443310997334444e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004157684035146022,0.022485816589504774,2.0024600693958887e-17,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.005147553670435445,0.02736602800236693,1.1449257077680523e-16,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.004841074432353635,0.010177009025585349,1.1780803309511844e-16,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0033898179944576627,0.018970007489724616,5.898059818321144e-17,0.005
clean,,clean,clean,True,True,True,True,0.004471796396696941,0.013343682940633941,1.2098374922832816e-16,0.005
clean,,clean,clean,True,True,True,True,0.0042360491923759845,0.015239733741245062,7.632783294297951e-17,0.005
clean,,clean,global_model_error,True,False,True,True,0.004331260216161544,0.012358615889029987,4.166948782366562e-17,0.005
clean,,sensor_anomaly,clean,False,True,True,True,0.004618083272036172,0.010375131673432335,1.2197462367390768e-16,0.005
clean,,global_model_error,global_model_error,False,False,True,True,0.004986894039868092,0.03609553723829415,5.204170427930421e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.004937416071687456,0.02433642435243136,9.106885210113025e-17,0.005
clean,,sensor_anomaly,global_model_error,False,False,True,True,0.0044210322974945395,0.026370895985203667,8.777083671441753e-17,0.005
sensor_anomaly,T1,clean,sensor_anomaly,False,True,False,True,0.1042412560264216,0.04294988939974261,1.0868011426688115e-16,0.005
sensor_anomaly,T2,clean,sensor_anomaly,False,True,False,True,0.13682537435681616,0.0591403653610311,1.2719202621569003e-16,0.005
sensor_anomaly,T3,clean,sensor_anomaly,False,True,False,True,0.11192761955596107,0.056231609980680025,1.1210126175528405e-16,0.005
sensor_anomaly,T1,sensor_anomaly,global_model_error,True,False,False,False,0.028081318898669144,0.027774797414276565,7.084811160192792e-17,0.005
sensor_anomaly,T3,sensor_anomaly,sensor_anomaly,True,True,False,True,0.0706513714970944,0.03263522821101664,8.889928919540585e-17,0.005
sensor_anomaly,T2,clean,sensor_anomaly,False,True,False,True,0.05790292141435862,0.027329738679382442,8.181093896730401e-17,0.005
sensor_anomaly,T2,clean,sensor_anomaly,False,True,False,True,0.20522071371345807,0.06464853666165703,1.134355298878496e-16,0.005
sensor_anomaly,T2,clean,global_model_error,False,False,False,False,0.04101753170970829,0.029787501676095614,7.279640521758614e-17,0.005
sensor_anomaly,T3,sensor_anomaly,sensor_anomaly,True,True,True,True,0.09827523889624978,0.035231807191020224,6.369057972232327e-17,0.005
sensor_anomaly,T3,clean,sensor_anomaly,False,True,False,True,0.06158363064415688,0.03143301652527683,6.850647915176321e-17,0.005
sensor_anomaly,T3,clean,sensor_anomaly,False,True,False,True,0.06912464270754834,0.04474538901432676,5.075363337356182e-17,0.005
sensor_anomaly,T3,clean,sensor_anomaly,False,True,False,True,0.03594067325455466,0.02602845563711733,7.28583859910259e-17,0.005
sensor_anomaly,T1,clean,sensor_anomaly,False,True,False,True,0.04433597170505619,0.024752734129313177,4.446445162750826e-17,0.005
sensor_anomaly,T2,sensor_anomaly,sensor_anomaly,True,True,True,True,0.080951478383752,0.0337994015527577,9.433132139526432e-17,0.005
sensor_anomaly,T2,clean,sensor_anomaly,False,True,False,True,0.08847026582805356,0.03486825840668395,1.1612286112669096e-16,0.005
sensor_anomaly,T2,clean,sensor_anomaly,False,True,False,True,0.06986557601009875,0.03372330441823828,9.514527342440367e-17,0.005
sensor_anomaly,T3,sensor_anomaly,sensor_anomaly,True,True,True,True,0.1395969594788189,0.03835477226908047,4.4576534248116497e-17,0.005
sensor_anomaly,T3,global_model_error,sensor_anomaly,False,True,False,True,0.03430456054537264,0.01697781604446288,6.869154506741516e-17,0.005
sensor_anomaly,T1,sensor_anomaly,sensor_anomaly,True,True,False,True,0.05895500908675142,0.03379072389125787,5.0515910130503314e-17,0.005
sensor_anomaly,T3,global_model_error,sensor_anomaly,False,True,False,True,0.0123513559900326,0.02331407073094397,7.72682523912663e-17,0.005
