scenario,sigma,culprit,ff_class,gf_class,ff_correct,gf_correct,ff_culprit_correct,gf_culprit_correct,ff_rmse,gf_rmse
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.0046082017898357265,0.06746070126857925
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004709573808884168,0.057431053636232056
physical_anomaly,0.005,,physical_anomaly,sensor_anomaly,True,False,True,True,0.004128666983883031,0.10361210416166737
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.0036963648429220648,0.1032772329410514
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.00461234205085985,0.08329765562111811
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.00407192588266091,0.0758824735765018
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.0034436444931283446,0.06503680316142857
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004193863679745223,0.08385530943198262
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004326699822478445,0.059331977703045345
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004821003762887701,0.0754917136450006
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.003422882564496454,0.07170482586671843
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004613878112625574,0.07950000499831636
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004786188340026606,0.07156540265504556
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004139071299175023,0.09376795950824417
physical_anomaly,0.005,,physical_anomaly,global_model_error,True,False,True,True,0.004886625594520988,0.06137842406740725
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004674615531643749,0.07182508613454613
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.005899411587697258,0.09178167833959014
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.0036606724237618245,0.10302683621846243
physical_anomaly,0.005,,physical_anomaly,physical_anomaly,True,True,True,True,0.004026378475006204,0.08640439762009042
