scenario,sigma,culprit,ff_class,gf_class,ff_correct,gf_correct,ff_culprit_correct,gf_culprit_correct,ff_rmse,gf_rmse
clean,0.005,,clean,global_model_error,True,False,True,True,0.00365787705765981,0.017806613049839937
clean,0.005,,clean,global_model_error,True,False,True,True,0.004022086453389949,0.018846096959042047
clean,0.005,,clean,clean,True,True,True,True,0.00381412325344812,0.010185893126416785
clean,0.005,,clean,global_model_error,True,False,True,True,0.004398539154909883,0.01489767521645508
clean,0.005,,clean,global_model_error,True,False,True,True,0.003935400492421954,0.017431505295989105
clean,0.005,,clean,clean,True,True,True,True,0.0046582212696717595,0.005402789365610911
clean,0.005,,clean,global_model_error,True,False,True,True,0.003954406528358301,0.018057004231045285
clean,0.005,,clean,clean,True,True,True,True,0.0037148589145665893,0.011594125632663885
clean,0.005,,clean,clean,True,True,True,True,0.003841580098099965,0.0029639838527697766
clean,0.005,,clean,global_model_error,True,False,True,True,0.00463593526941152,0.017278291684802872
clean,0.005,,clean,global_model_error,True,False,True,True,0.005141156507264608,0.02860557165553051
clean,0.005,,clean,clean,True,True,True,True,0.004311529207576651,0.0047697209566227175
clean,0.005,,clean,global_model_error,True,False,True,True,0.005285739229525379,0.01856780275025415
clean,0.005,,clean,global_model_error,True,False,True,True,0.0035086803939269064,0.016690838059502174
clean,0.005,,clean,global_model_error,True,False,True,True,0.004211526948291899,0.017543126445618323
clean,0.005,,clean,clean,True,True,True,True,0.0038232211413634066,0.010950290358208416
clean,0.005,,clean,global_model_error,True,False,True,True,0.004069316742457662,0.018038202160945566
clean,0.005,,clean,global_model_error,True,False,True,True,0.0045684888838282475,0.013473161364075233
clean,0.005,,clean,clean,True,True,True,True,0.004461717663771176,0.010988751878176547
clean,0.005,,clean,global_model_error,True,False,True,True,0.003874710352297103,0.014158948668047162
clean,0.005,,clean,global_model_error,True,False,True,True,0.004628676965754097,0.016261079322156893
clean,0.005,,clean,clean,True,True,True,True,0.004281754536479968,0.00872495129025377
clean,0.005,,clean,global_model_error,True,False,True,True,0.004834866865473063,0.012691108400384008
clean,0.005,,clean,global_model_error,True,False,True,True,0.004842065169310242,0.014432532306987243
clean,0.005,,clean,clean,True,True,True,True,0.005326324006238825,0.010205869030612094
clean,0.005,,clean,global_model_error,True,False,True,True,0.003028980994253177,0.018106213762904323
clean,0.005,,clean,global_model_error,True,False,True,True,0.0037886018342131486,0.028435789236871494
clean,0.005,,clean,clean,True,True,True,True,0.0045113164092865175,0.01254289248842699
clean,0.005,,clean,global_model_error,True,False,True,True,0.004767003495155063,0.0231933811997716
clean,0.005,,clean,global_model_error,True,False,True,True,0.004703696103336333,0.018755570640912544
clean,0.005,,clean,global_model_error,True,False,True,True,0.004166858517553524,0.01859766083607519
clean,0.005,,clean,global_model_error,True,False,True,True,0.004493872279255543,0.02348105587791232
clean,0.005,,clean,global_model_error,True,False,True,True,0.004489091368191688,0.025783492317761884
clean,0.005,,clean,global_model_error,True,False,True,True,0.004168942498402386,0.020512003597464926
clean,0.005,,clean,global_model_error,True,False,True,True,0.005741000496912689,0.023778699829883773
clean,0.005,,clean,global_model_error,True,False,True,True,0.005558379057654397,0.018342110053022168
clean,0.005,,clean,global_model_error,True,False,True,True,0.004071007539490277,0.016954785557523933
clean,0.005,,clean,global_model_error,True,False,True,True,0.0039826384908511125,0.018900769866230887
clean,0.005,,clean,global_model_error,True,False,True,True,0.004674004326922313,0.021425589345692057
clean,0.005,,clean,global_model_error,True,False,True,True,0.0034030688217562824,0.026606893485296376
clean,0.005,,clean,global_model_error,True,False,True,True,0.0040352466856909365,0.029654311075734144
clean,0.005,,clean,global_model_error,True,False,True,True,0.004892427451406771,0.021204439045141184
clean,0.005,,clean,global_model_error,True,False,True,True,0.0038507621095908535,0.02421546554400908
clean,0.005,,clean,global_model_error,True,False,True,True,0.004454593512133784,0.03358566209779454
clean,0.005,,clean,global_model_error,True,False,True,True,0.0051918774566921165,0.015306248018519708
clean,0.005,,clean,clean,True,True,True,True,0.003001198675626681,0.010018598339159381
clean,0.005,,clean,global_model_error,True,False,True,True,0.0047999179553903214,0.018110976748473534
clean,0.005,,clean,global_model_error,True,False,True,True,0.0037826139832285548,0.02222756317302457
clean,0.005,,clean,clean,True,True,True,True,0.0051779592202540504,0.006428629950565204
clean,0.005,,clean,global_model_error,True,False,True,True,0.003431757272122145,0.017831774841034004
clean,0.005,,clean,clean,True,True,True,True,0.004799813969439295,0.006559065245299359
clean,0.005,,clean,global_model_error,True,False,True,True,0.0046093717278934635,0.02756048297882783
clean,0.005,,clean,clean,True,True,True,True,0.004430746056063099,0.011765499330055386
clean,0.005,,clean,clean,True,True,True,True,0.005444591111500413,0.013617367857486625
clean,0.005,,clean,global_model_error,True,False,True,True,0.004874937702351469,0.01946529854565276
clean,0.005,,clean,global_model_error,True,False,True,True,0.004641628685149012,0.02370857974613836
clean,0.005,,clean,global_model_error,True,False,True,True,0.004408160373862818,0.02077402192349264
clean,0.005,,clean,clean,True,True,True,True,0.0035636639081182853,0.00837894141850887
clean,0.005,,clean,global_model_error,True,False,True,True,0.004099278676326903,0.018227734274628062
clean,0.005,,clean,global_model_error,True,False,True,True,0.004460671611139451,0.021000523463053224
clean,0.005,,clean,global_model_error,True,False,True,True,0.004632563668753,0.016250713280725144
clean,0.005,,clean,global_model_error,True,False,True,True,0.004411175112354114,0.02626752802713521
clean,0.005,,clean,global_model_error,True,False,True,True,0.004049728133301018,0.024017821304622003
clean,0.005,,clean,clean,True,True,True,True,0.0038740634700023717,0.011164927175399398
clean,0.005,,clean,global_model_error,True,False,True,True,0.004202144974175158,0.024662320506400204
clean,0.005,,clean,clean,True,True,True,True,0.00409289707103846,0.005406612411445892
clean,0.005,,clean,global_model_error,True,False,True,True,0.004870853940131374,0.032742993086480786
clean,0.005,,clean,global_model_error,True,False,True,True,0.0039570373747763775,0.02747381487505835
clean,0.005,,clean,clean,True,True,True,True,0.004394499819320628,0.006393535108831
clean,0.005,,clean,clean,True,True,True,True,0.004654709964494483,0.010983707451713587
clean,0.005,,clean,global_model_error,True,False,True,True,0.004114903621831165,0.015598102185470463
clean,0.005,,clean,global_model_error,True,False,True,True,0.00398419284423834,0.018278745266350996
clean,0.005,,clean,sensor_anomaly,True,False,True,True,0.004678707372984852,0.012625072168644601
clean,0.005,,clean,global_model_error,True,False,True,True,0.0042040679380208855,0.014682252248474446
clean,0.005,,clean,clean,True,True,True,True,0.003962127414050487,0.011618332741422776
clean,0.005,,clean,clean,True,True,True,True,0.003566917486876145,0.008207461485979825
clean,0.005,,clean,global_model_error,True,False,True,True,0.003363306731604206,0.017862011556974935
clean,0.005,,clean,global_model_error,True,False,True,True,0.003782411780494631,0.018470091660761707
clean,0.005,,clean,global_model_error,True,False,True,True,0.004120457736032109,0.01649305615540721
clean,0.005,,clean,global_model_error,True,False,True,True,0.0037255748587424,0.015575807694712536
clean,0.005,,clean,global_model_error,True,False,True,True,0.004622017717199358,0.024051127858816163
clean,0.005,,clean,clean,True,True,True,True,0.003578067983409925,0.012598477202765471
clean,0.005,,clean,global_model_error,True,False,True,True,0.003911783193270845,0.01587398547072749
clean,0.005,,clean,global_model_error,True,False,True,True,0.003780637709585244,0.017150778755405167
clean,0.005,,clean,global_model_error,True,False,True,True,0.004386882434052219,0.02497521788500889
clean,0.005,,clean,global_model_error,True,False,True,True,0.004341359269708345,0.023225020868153888
clean,0.005,,clean,clean,True,True,True,True,0.003813995733043037,0.012450163507981027
clean,0.005,,clean,global_model_error,True,False,True,True,0.00523665228713486,0.021357120384175327
clean,0.005,,clean,clean,True,True,True,True,0.0038021183429609176,0.01158551571574389
clean,0.005,,clean,global_model_error,True,False,True,True,0.0046766355753639875,0.014569587865327395
clean,0.005,,clean,global_model_error,True,False,True,True,0.004053653081276976,0.015264516679302093
clean,0.005,,clean,global_model_error,True,False,True,True,0.004012012312231558,0.02288649498121108
clean,0.005,,clean,global_model_error,True,False,True,True,0.004488082503724269,0.016943001510843308
clean,0.005,,clean,global_model_error,True,False,True,True,0.003830319614222935,0.018667748783991793
clean,0.005,,clean,global_model_error,True,False,True,True,0.005039334901487896,0.014284770814203752
clean,0.005,,clean,clean,True,True,True,True,0.004470371773498327,0.00840627057967325
clean,0.005,,clean,global_model_error,True,False,True,True,0.003960434016620038,0.018256991413679965
clean,0.005,,clean,global_model_error,True,False,True,True,0.0033301730004123087,0.030696335222719928
clean,0.005,,clean,global_model_error,True,False,True,True,0.0036513343548761593,0.0343802599118758
clean,0.005,,clean,global_model_error,True,False,True,True,0.004255342109454736,0.017445656056432345
clean,0.005,,clean,global_model_error,True,False,True,True,0.0035246370265654327,0.022830487648865923
clean,0.005,,clean,global_model_error,True,False,True,True,0.004670191209218405,0.03320085818643319
clean,0.005,,clean,global_model_error,True,False,True,True,0.004147130914865605,0.018887176355809807
clean,0.005,,clean,global_model_error,True,False,True,True,0.00368985721049504,0.022537914916747677
clean,0.005,,clean,clean,True,True,True,True,0.00436118613472189,0.008210086830112677
clean,0.005,,clean,sensor_anomaly,True,False,True,True,0.004358677128080202,0.014825604018551857
clean,0.005,,clean,global_model_error,True,False,True,True,0.005071337442610225,0.02968508774131033
clean,0.005,,clean,global_model_error,True,False,True,True,0.003997701372985745,0.031177227408508888
clean,0.005,,clean,global_model_error,True,False,True,True,0.004180909596156232,0.013475667100859881
clean,0.005,,clean,global_model_error,True,False,True,True,0.0057301107545104524,0.020264241154342666
clean,0.005,,clean,clean,True,True,True,True,0.003878545013298567,0.009966067508168162
clean,0.005,,clean,clean,True,True,True,True,0.004355833269362114,0.0057156966226335724
clean,0.005,,clean,global_model_error,True,False,True,True,0.005357566219211117,0.01587183284896422
