sigma,corrupt,wx_true,wy_true,wx_hat_all,wy_hat_all,wx_hat_repaired,wy_hat_repaired,state_err_nominal,law_err_nominal,Eerr_nominal,Aerr_nominal,state_err_joint,law_err_joint,Eerr_joint,Aerr_joint,state_err_repaired,law_err_repaired,Eerr_repaired,Aerr_repaired,suspect,suspect_correct,max_residual_id,residual_contrast,mean_rms_nominal,mean_rms_joint
0.0,True,1.2551623481658283,1.8734272773795835,1.2538209773678177,1.8655454499944508,1.2540434926942052,1.8552925578419854,0.4650097782004416,0.33915714970902905,0.15494749148808995,0.24301652736341972,0.006647658023421105,0.007995153441103088,3.5704715303170464e-05,0.0024657229017124274,0.013318735776674046,0.018169201696104347,0.0008394171438335444,0.005212848044425708,O4,False,O5,76.73384262401025,0.19528976607395734,0.044346614295330204
0.0,True,1.1152473162763616,2.0476938360814425,1.1301987419763841,2.0478525761960635,1.1290538432459847,2.0474413096620845,0.5772206509583139,0.4140559517336722,0.17190391834544677,0.03680904137821921,0.013277032427021303,0.014952268352570564,0.002945414164211082,0.001312842129719208,0.014817497464714948,0.013808836176716776,0.0017506133833290194,0.002253939123004002,O4,False,O5,32.717145838797286,0.1602693431540757,0.045770751605132054
0.0,True,1.2439196725570094,1.9694993029817964,1.2201532306382947,1.969958694816136,1.2439196725570092,1.969499302981796,0.2359972253457091,0.40196593296717636,0.13880762863758592,0.030097119881606176,0.021580755639744494,0.02377088139579802,0.001687014540165477,0.0040415377217326446,5.73036696484635e-16,4.965068306494546e-16,2.360799150022871e-16,3.744632866973501e-16,O5,True,O5,57.4873326089727,0.14879879599557647,0.04470923031569401
0.0,True,1.0614038550665978,1.4954200986280044,1.0602597618053453,1.3390546391698959,1.0614038550665978,1.495420098627995,0.16652148182047488,0.1663291295149939,0.07203453307585281,0.054016702771659666,0.08054664534299101,0.15636964494727174,0.00568030444684317,0.019403671483124704,2.8934521970303786e-15,9.325873406851315e-15,3.4109533308101367e-16,8.605304185098398e-16,O5,True,O5,11.480378910280958,0.1003548554020784,0.05037552952793781
0.0,True,0.980284477699802,1.7071729728645815,0.9821951121473329,1.75770712131096,0.9802844776998023,1.7071729728645921,0.05209627368582568,0.060476860415730783,0.016845019191928174,0.009360312042450558,0.009127211663910713,0.05057025492513085,0.0015363226185447362,0.004183526331526195,2.587677188260843e-15,1.0663343936900019e-14,1.2584817921329698e-15,4.854347929832355e-16,O5,True,O5,56.242859825122316,0.05385635339137762,0.04569505482595428
0.0,True,1.1245879071585272,1.6240117920480863,1.1236657730993742,1.6162887796189729,1.1216230152782645,1.6119828576896544,0.2060683493032354,0.12726953116395806,0.06538573925617937,0.07688860782944758,0.00887227062266648,0.0077778693871323554,0.0004221725280409217,0.0028528113485111954,2.2104186417300724,0.012388940457565811,0.0050927754046696545,0.029309245722102348,O5,True,O5,51.06226454923539,0.10271177046647935,0.0454085841871002
0.0,True,1.2889349981443816,1.9389912229462738,1.2810340209590974,1.939148214883872,1.2889349981443905,1.9389912229463084,0.36687732659807615,0.4086555518926383,0.1403818056617932,0.032183427696327024,0.015175861128581427,0.007902536741506063,0.0009297451635942118,0.0026205562940126107,6.385378137749206e-14,3.5759523589713274e-14,1.7592057610839175e-14,4.6940320636186115e-14,O5,True,O5,57.436995798395564,0.10942918425599835,0.04487713260466247
0.0,True,0.9340692890592872,1.524787953523024,0.9143637829676243,1.5196246555048698,0.9340692890592872,1.524787953523024,0.18311032622933082,0.14150941745375184,0.03579908062234847,0.07079255159812155,0.027841644219155907,0.02037072941140886,0.0024758855070108996,0.009495853620286996,2.7755575615628914e-17,0.0,0.0,0.0,O5,True,O5,24.21940574421174,0.11274749787754938,0.04764986167375395
0.005,False,1.2577590132831087,1.607688745301388,1.2567558191683723,1.6088482514134264,1.2567558191683723,1.6088482514134264,0.5130178473041723,0.2612086353910464,0.18151385428730193,0.12090651891961324,0.0026719610677023906,0.0015332491172983355,0.0001588084667500887,0.000767400233362282,0.0026719610677023906,0.0015332491172983355,0.0001588084667500887,0.000767400233362282,,True,O2,1.135859861357042,0.17198632896596197,0.005318164791313804
0.005,False,1.0067546021096414,1.5391686872194388,1.0054687729720784,1.5375599688897084,1.0054687729720784,1.5375599688897084,0.06482338836220276,0.111036951247421,0.02346242088403257,0.01989217134212941,0.003432459921401981,0.0020594492553633655,0.000905101716229256,0.005276876423191704,0.003432459921401981,0.0020594492553633655,0.000905101716229256,0.005276876423191704,,True,O5,1.453911956917876,0.019630119366945205,0.004123980384650926
0.005,False,1.2593456144033914,1.677731312762455,1.2555318457529765,1.6764197427329108,1.2555318457529765,1.6764197427329108,0.21044790694953314,0.2608240276849541,0.12994418219195064,0.09536499862062053,0.008522223644263948,0.0040329948253482835,0.0057666009011082325,0.001766057856472016,0.008522223644263948,0.0040329948253482835,0.0057666009011082325,0.001766057856472016,,True,O2,1.493659447192065,0.05243830926431329,0.004623832859059865
0.005,False,1.3280891712154985,1.52887602437096,1.338720134499968,1.5286418513248257,1.338720134499968,1.5286418513248257,0.25204729080840144,0.34973350102764955,0.0006515111210243614,0.04453818747563847,0.0055797029136904555,0.010633542089598986,0.001502465300871983,0.00257065311748712,0.0055797029136904555,0.010633542089598986,0.001502465300871983,0.00257065311748712,,True,O5,1.6838325650467818,0.06445444454799491,0.0048954048038271246
0.005,False,1.2554184297497222,1.5366050229876214,1.2540501747033526,1.5360337988000448,1.2540501747033526,1.5360337988000448,0.1661051743700232,0.27945839595090294,0.00729165778810936,0.046966688808042945,0.002308771017919948,0.0014827066278898422,0.0019168924259524705,0.001956445050982394,0.002308771017919948,0.0014827066278898422,0.0019168924259524705,0.001956445050982394,,True,O5,1.2366596519002333,0.04940593817508269,0.004337145141999791
0.005,False,1.3140431218473203,2.0281136411335763,1.3119994353243283,2.02773598496352,1.3119994353243283,2.02773598496352,0.37886869808319074,0.4915211165259351,0.17057736955336456,0.036310273482044145,0.0038435682264806276,0.002078287464967463,0.00033898411214543423,0.0013692464150610508,0.0038435682264806276,0.002078287464967463,0.00033898411214543423,0.0013692464150610508,,True,O6,1.4102791672748634,0.2624411795566271,0.004795469564637347
0.005,False,1.2251479200387438,1.989600885121559,1.221638509533384,1.9880632579621853,1.221638509533384,1.9880632579621853,0.3810254617451401,0.40745594494757215,0.06620913886680221,0.16846255845735236,0.005721976398438673,0.0038314826603253783,0.0009183835881917239,0.0031307958004691723,0.005721976398438673,0.0038314826603253783,0.0009183835881917239,0.0031307958004691723,,True,O1,1.1399839277370238,0.0990949152693596,0.004379875003074406
0.005,False,1.1363592289911408,1.7820305546771085,1.1372677402794849,1.7802552659021955,1.1372677402794849,1.7802552659021955,0.19041987267278723,0.1898049174795093,0.11477932266796563,0.0361544842603906,0.00250132172679613,0.001994252490378397,0.0014208988441666215,0.0019132717398267305,0.00250132172679613,0.001994252490378397,0.0014208988441666215,0.0019132717398267305,,True,O5,1.3941228172226874,0.08733175021617555,0.0050359302707635905
0.005,False,1.2163829658490073,1.646156192075196,1.2177148139709104,1.6460259932879033,1.2177148139709104,1.6460259932879033,0.06582158263534602,0.21641710368863049,0.027063641368190793,0.005008822189790608,0.0012305659137090068,0.0013381969750486426,0.00013173377727254,0.00027953637853196515,0.0012305659137090068,0.0013381969750486426,0.00013173377727254,0.00027953637853196515,,True,O4,1.3559122749267967,0.045423876032214046,0.006252201254329243
0.005,False,1.2642773061529473,1.6720125905248109,1.2669422971167663,1.67139793009813,1.2669422971167663,1.67139793009813,0.3144677395807671,0.26519247479721525,0.24856900151560385,0.1585337542352014,0.003639221768352117,0.0027349559918514866,0.000529669670073083,0.004883355754264971,0.003639221768352117,0.0027349559918514866,0.000529669670073083,0.004883355754264971,,True,O1,1.3771469918678119,0.07751207324323953,0.004862572631608285
0.005,False,1.1796461006651717,1.7332355835904398,1.1786492433889055,1.7247381313779255,1.1786492433889055,1.7247381313779255,0.2129076327699446,0.19799213080282288,0.2134538546342617,0.133807954060015,0.004485927265534971,0.008555724313768474,0.001363229407530257,0.0017760329321496167,0.004485927265534971,0.008555724313768474,0.001363229407530257,0.0017760329321496167,,True,O5,1.2773411575218911,0.10086360834199383,0.004968668288221656
0.005,False,1.226960781543277,2.032518404520354,1.2262104507898846,2.032661757964676,1.2262104507898846,2.032661757964676,0.37066183000200176,0.4447825605343947,0.1364140561368267,0.0753068881977859,0.0016942462140628874,0.0007639021203566955,9.522794447609834e-05,0.0005573474077480672,0.0016942462140628874,0.0007639021203566955,9.522794447609834e-05,0.0005573474077480672,,True,O6,1.1683773406806606,0.1368477139256167,0.00470787748431476
0.005,False,0.9478146132503867,1.7703768124939208,0.9447340398221421,1.7706803337655028,0.9447340398221421,1.7706803337655028,0.16756298468609207,0.13120172093537222,0.0348249205683238,0.02294078551921636,0.0017451330241859216,0.0030954899142316243,0.0007223506889269417,0.0016695168921735913,0.0017451330241859216,0.0030954899142316243,0.0007223506889269417,0.0016695168921735913,,True,O1,1.2168523481269842,0.05885184056709188,0.004614305213313448
0.005,False,1.0124186005972913,1.600950563388853,1.0112812714126673,1.6085571497415205,1.0112812714126673,1.6085571497415205,0.02830870653887289,0.050597123165907,0.0009677578874552056,0.0061482192628599126,0.004181293752928267,0.007691142542872635,0.0014428921291248637,0.002047595464806657,0.004181293752928267,0.007691142542872635,0.0014428921291248637,0.002047595464806657,,True,O5,1.105523987703393,0.007053837289574476,0.0048731930608473485
0.005,True,1.040664852636071,2.0116392023465255,1.0290374376158449,2.0116767579333517,1.029208174350586,2.0118062374398327,0.4089696228872695,0.3639183190136828,0.15142920397459556,0.00241796536908124,0.011862471240671404,0.011627475670784242,0.0017053426361667513,0.0008583181399349596,0.013012283303556816,0.01145789588273061,0.0017320212316768618,0.0007300295659242517,O4,False,O5,33.968754653614056,0.2963004960931617,0.046991419240718584
0.005,True,1.28599176828342,1.7139935301599025,1.2978702464414729,1.7120398841800646,1.2869579026073752,1.7157175173255583,0.1155923879685254,0.2930639237917281,0.08426217109618356,0.05222197203810768,0.004406970535943229,0.012038063630246914,0.0009652421345349872,0.004213859271564423,0.003746292001679487,0.001976245753763964,0.0005581886449884356,0.0010457960272859824,O5,True,O5,35.265758172716225,0.12646339847888732,0.04641851767897178
0.005,True,1.1030867607445465,1.5497829480622656,1.1050503030538106,1.4994296861396221,1.1196915274406338,1.612585810945455,0.14190703195688079,0.14377182526452778,0.06913874779512759,0.06478305312673506,0.029056663007540413,0.05039153187441918,0.00074187343689249,0.01355121136989708,1.0805524195278458,0.06496089487804318,0.0004751716003389575,0.08206731002518237,O4,False,O5,21.90157661799717,0.08481127244044188,0.04868170067966992
0.005,True,1.1625894458896386,2.040971067883022,1.1637838265825833,2.039657898627404,1.1625542855942883,2.0391057757824465,0.3709107094694018,0.4234308725592532,0.17895797400895852,0.02783851757843031,0.013209480977888353,0.0017750940069696244,0.0015354966034126305,0.003891563200429845,0.015660190011958813,0.0018656234525861195,0.002306353878654735,0.005344486734867292,O4,False,O5,36.886869144496956,0.27201641128658227,0.0470573640713385
0.005,True,1.3086009028405752,1.6312184103547849,1.3042556369118758,1.693814410762028,1.3077100094521765,1.6272560446394766,0.7371727530894531,0.3091719025778691,0.25211855416257445,0.12398672085570027,0.04241330800761786,0.0627466381806604,0.0036280360363495946,0.011719432735139883,0.0028882952913854894,0.004061284660220572,0.0007788597403545134,0.001458434849154004,O5,True,O5,15.297176843462399,0.26592183178086376,0.049971673507533516
0.005,True,1.2295157551086036,1.510322364534837,1.2229701680135523,1.5284328609962854,1.2247696191731858,1.544309358970142,0.3377334855698152,0.2686769876491313,0.12330092270159372,0.03853913652992466,0.021383240509507136,0.019257071233680347,0.0006420889299197444,0.004037558313229259,0.045797696532598985,0.03431678302322234,0.005296705878943149,0.0014869919899546452,O4,False,O5,23.138389508520955,0.11760013960804037,0.04870900390763897
0.005,True,1.3123247744336102,1.5500763082367666,1.3028306695242677,0.936748587660069,1.309985370451733,1.4996817231769315,0.48580366375656575,0.32791997331757505,0.26605486469481165,0.040747442581617076,0.15049876288017489,0.6134011989357677,0.009760345135191174,0.011613299883912548,0.010939984007149791,0.05044885543145033,0.0024235254434806543,0.0010973473378357386,O5,True,O5,13.068503424087902,0.14188430208464978,0.05171654325388909
0.005,True,1.1567582028753194,1.8146104608723403,1.1596987258905302,1.812248443579395,1.1570736863820592,1.8156795606404132,0.31699580636687663,0.22730978420935627,0.12514578014391345,0.06661583664565938,0.005710911773877787,0.0037717106589924537,0.00022244670593000315,0.0026122606050941835,0.002237986512407646,0.001114676705201282,2.155612235326834e-05,0.0012154002954429454,O5,True,O5,40.657157004647516,0.14359645226890158,0.04681735138252426
0.005,True,1.3140134004214576,1.4533745061744152,1.3307612364262285,1.4584935887828694,1.3191272934509457,1.447678138735678,0.29167304100458735,0.37049426509245964,0.07074095105825964,0.12144780794934232,2.872516550681148,0.01751271017275383,0.002015951649289449,0.009991138566484427,0.009777164493763691,0.007655096597310269,0.0023752473516554904,0.0009041045913077757,O4,False,O4,5.202286687591914,0.2274761106402207,0.3420629394090085
0.005,True,1.3196354313604537,1.759122382717365,1.3633774484238566,1.759798259453797,1.4409136839366952,1.7605287001318444,2.1145088835445254,0.3377491723023143,0.06225157458588678,0.010285686532885786,0.021923259137042232,0.043747238382986844,0.0007835324924949154,0.0028198667553618545,0.05096739928605314,0.12128640598441727,0.0012482426312316452,0.004347251001853996,O1,False,O5,25.97311050151503,0.290924727875649,0.04784253238596122
0.005,True,1.1475157433195027,1.6972016022178846,1.1501817288538037,1.6935002764887597,1.1432757168654175,1.7019275100520646,0.09149772466854271,0.15488345870053657,0.03703529420068165,0.07066196506991786,0.006266795366944791,0.004561500961545933,0.007792675217642944,0.010530984708973533,0.004234922089498464,0.006349175473122882,0.002408565376327341,0.002912114818382258,O5,True,O5,41.79089450641962,0.07210736894501192,0.046636762982394823
0.005,True,1.2903407951178423,1.4659861262685847,1.270786482291572,1.2554173806933349,1.2871663395548152,1.475914371078327,0.27000242709496725,0.3437424661506083,0.2042578251016909,0.009908136993481205,0.059037691923413654,0.21147474497736587,0.0025945644459320033,0.04007738012675859,0.004853125279488439,0.010423397388750293,0.006212365584069635,0.005630215576439755,O5,True,O5,22.83698898193888,0.0787761556944299,0.04859204517902523
0.005,True,1.1440115443468621,1.9148410957623623,1.1293857550772575,1.9046559348593615,1.145768655863735,1.912933332148551,0.29187842894191074,0.3014633160266387,0.07104180871072786,0.07668840085851744,0.02021873691196706,0.017822772353898803,0.0037964666599559545,0.004924468421386055,0.0031730367289923914,0.0025936466391760274,0.0022391599798960325,0.0027666740071876105,O5,True,O5,28.47742966592282,0.1058984912920737,0.0478563783505959
0.005,True,1.1642346233234457,1.674016115032121,1.1609206616748837,1.6319902709010936,1.162168485653113,1.6157989495113225,0.3234251367940516,0.16598127990659123,0.11488248057235194,0.0847645499431561,0.021717289115394067,0.04215630340451542,0.0020537464280905937,0.01301316457814326,0.02445683305894119,0.058253817781745675,0.0010468783010050822,0.014168309858143971,O4,False,O5,24.31991557485694,0.11361019182697746,0.04797406911752373
0.02,False,1.1310555509985432,1.7901104468229678,1.144636980484953,1.7914769325520132,1.144636980484953,1.7914769325520132,0.283565454965623,0.19185018831490228,0.06513113854978969,0.027913507232361683,0.028362482153908877,0.013650000371502094,0.004850233967927938,0.0015560709925458514,0.028362482153908877,0.013650000371502094,0.004850233967927938,0.0015560709925458514,,True,O3,1.6404709662418173,0.1103969758930491,0.016104747741173632
0.02,False,1.043023030908335,1.7396482003237914,1.0154744063763828,1.7478635759146748,1.0154744063763828,1.7478635759146748,0.04634289657178899,0.09943732201660603,0.02371897681163427,0.026823767208936127,0.01580714428501839,0.028747506147521133,0.007189741554869682,0.01801990717012832,0.01580714428501839,0.028747506147521133,0.007189741554869682,0.01801990717012832,,True,O1,1.081846790106842,0.027173427866845665,0.016191635303803326
0.02,False,1.0000417898958107,1.6660471618215882,0.9981330835912352,1.6584644991869733,0.9981330835912352,1.6584644991869733,0.024166843862828833,0.01604721623595919,0.005772264229456574,0.001907036625571938,0.015587649403611011,0.00781920279744117,0.004235392038320487,0.0013205235131060295,0.015587649403611011,0.00781920279744117,0.004235392038320487,0.0013205235131060295,,True,O4,1.3582095625466564,0.018436984881697555,0.017978444468428733
0.02,False,1.346982035962141,1.981078416703971,1.3486755277041829,1.919758593302609,1.3486755277041829,1.919758593302609,0.27342112193553647,0.4795930058785687,0.3482660182405105,0.1808043414845512,0.023225429703024523,0.061343203831024345,0.004658003456744576,0.013315102808109613,0.023225429703024523,0.061343203831024345,0.004658003456744576,0.013315102808109613,,True,O6,1.0236487542846102,0.1414880656473557,0.01857296483263236
