sigma,corrupt,suspect,suspect_correct,state_one,state_hist_ls,state_hist_rob,state_repaired,E_one,E_hist_ls,E_hist_rob,E_repaired,A_one,A_hist_ls,A_hist_rob,A_repaired,max_channel_residual,O5_residual
0.02,True,O5,True,0.13590786563211282,0.02598908962682318,0.0072605076136511675,0.010519197939170664,0.006756492713891524,0.0004432981987542088,0.00053236426781203,0.0007058881729233651,0.07917951758973907,0.009458924922601654,0.003917768992643542,0.0018650951248326082,0.3123483269787246,0.3123483269787246
0.02,True,O5,True,0.09452200295166385,0.06738081259362544,0.019658777436717824,0.0072803445709151695,0.04259863485647534,0.0020408202342474518,0.0014924926873828178,0.0007627606355306281,0.06581771965176408,0.002471830200733393,0.0014557299805251637,0.001520884033164135,0.29730772820326573,0.29730772820326573
0.02,True,O5,True,0.27492855085229573,0.14690940178249323,0.02626347726005643,0.025235098110511528,0.09892974414972355,0.021887905479871007,0.008223473279626631,0.01169758285315123,0.19427735459282694,0.05489245695460672,0.011394520439804347,0.0068095358322764815,0.3124636383627503,0.3124636383627503
0.02,True,O5,True,0.04693745078531241,0.03995792433027626,0.005809985842622087,0.009770209318256753,0.00940892804794801,0.009086362259244748,0.0020361664984664316,0.004604534507501285,0.030497482460717488,0.009459146258676793,0.004762477783137724,0.0062273313859634435,0.32165079670814745,0.32165079670814745
0.02,True,O5,True,0.18743141647634126,0.11169569770543679,0.032805686542780085,0.012728535855114442,0.05097685953272461,0.0014116180380698692,0.004797292666061541,0.005223704634822561,0.08206625776786686,0.04309631803338631,0.014417691175981504,0.009317393066911168,0.3102135188869777,0.3102135188869777
0.02,True,O5,True,0.32429982112086375,0.1005714893050967,0.027145332807888847,0.008322677547134493,0.1069480637298604,0.005234528394949917,0.00020091004194332146,0.003798778590427349,0.12111311476540856,0.06271431533699724,0.020961685046068452,0.009755513139300613,0.31092766135356253,0.31092766135356253
0.02,True,O5,True,0.2573168777371782,0.07810665284614719,0.020114107502310016,0.007630947169838849,0.1112315241111608,0.02800164336650782,0.008941834837309981,0.003837388986145388,0.1186339232395608,0.02140548156616938,0.009810092542042364,0.006874219407827536,0.3120074402297224,0.3120074402297224
0.02,True,O5,True,0.13671071916100333,0.04819280059091935,0.013787043977860586,0.01131377773748,0.015733296584093424,0.006333023743056178,0.0004964552204604903,0.0006968982246658872,0.01579878915135902,0.016476938447493785,0.00664548755566811,0.004201074865975603,0.3176576873944837,0.3176576873944837
0.05,False,O5,True,0.031147496589781266,0.027712908670242845,0.02746637065890106,0.027466374135804928,0.008608992188931342,0.0238965647832874,0.024608942026659614,0.024608951539446245,0.03613088808448542,0.024478651662719796,0.02532047002163355,0.025320474013519473,0.06560524297874144,0.06560524297874144
0.05,False,O4,True,0.06852234536690638,0.03305355961940603,0.02967703562543693,0.02967703356064463,0.06320597691028888,0.06468584122663826,0.07762987899288756,0.07762984929208057,0.06273580922339667,0.061158506741160544,0.07643336308145256,0.0764333335460503,0.05396779530235677,0.049915505808223085
