n_obs,sigma,n_history,n_bad,joint_rank_all,joint_rank_repaired,history_rank,state_err_all,state_err_repaired,state_err_history_only,state_err_hybrid,Eerr_all,Eerr_repaired,Eerr_history,Eerr_hybrid,Lerr_all,Lerr_repaired,Lerr_history,Lerr_hybrid,bad_detection_rate,all_bad_identified
5,0.005,4,1,4,4,4,0.040435951546739436,0.009017547517146217,0.01575698139161038,0.011262085726678455,0.018154320283134764,0.005134279061061869,0.009974962622867498,0.007544014585570173,0.024545629437817948,0.007358783163074535,0.011451103379627781,0.009396007467528868,1.0,True
5,0.005,4,1,4,4,4,0.04283573990762592,0.0076192292554338945,0.008409899975346198,0.005948559449928106,0.043869340654346375,0.0012070981234836634,0.002249128617729319,0.001717853241301796,0.027578029674956313,0.006214449635403031,0.013246662434772521,0.003517201548492644,1.0,True
5,0.005,4,1,4,4,4,0.10206477627387094,0.0047001774657524555,0.004196502729864687,0.002609106745378422,0.027363268825335862,0.0006411569617937872,0.0016986500596142446,0.0005257688855289003,0.1181390020335882,0.0011430074212831086,0.005158794811821651,0.0020057332087116747,1.0,True
5,0.005,4,1,4,4,4,0.08884984122235463,0.003017464297578325,0.007275082941599867,0.004313533354594881,0.00020361158687272422,0.0006149294186461588,0.004015647107406299,0.00231243592614488,0.03051940252802618,0.0020558596067910178,0.002992925015301048,0.0025247147240179055,1.0,True
5,0.005,4,1,4,4,4,0.052982076464663345,0.008114252262492634,0.016475269123648936,0.010233462419552147,0.007894902257995674,0.0044509736098752185,0.004582296101836123,0.004510294572928249,0.00493745046105445,0.004253409357147598,0.0014968596601111518,0.0028761814896270097,1.0,True
5,0.005,4,1,4,4,4,0.06525209247466407,0.00586881804786307,0.004851555591547326,0.0038096830704025014,0.022232911680274962,0.002219613326401984,0.0015086705369383336,0.0003532839069798377,0.034419482134884556,0.003611237711611605,7.114843194957115e-05,0.0017694198987629238,1.0,True
5,0.005,4,1,4,4,4,0.09537663569351422,0.007233432979057872,0.011262501074194759,0.007731096857648888,0.017230323741425906,0.002838597522703138,0.0013828195122381353,0.0007223129716293276,0.32897425430765154,0.006966907256325354,0.01235383979135778,0.002699411070892805,1.0,True
5,0.005,4,1,4,4,4,0.09420890516051417,0.009954842028001159,0.008410631562375316,0.005383768250758942,0.0355602330153472,0.001433466993745679,0.00744548554637133,0.0029924717964013585,0.12650008475184163,0.0014679812127597629,0.014722238578252502,0.008113681829212576,1.0,True
5,0.005,4,1,4,4,4,0.08202489722724009,0.005284827428067343,0.008096359344134628,0.005130933940979965,0.04678352687988726,0.0021120742683015596,0.0012743800709534817,0.0016970505407916565,0.27375470498743953,0.007525023290963967,0.01132232425846591,0.001902208020432746,1.0,True
5,0.005,4,1,4,4,4,0.12021405646090333,0.00304896672350643,0.008719054070864478,0.004545142016162847,0.08679411168672965,0.0019003221429983222,0.006465444122954834,0.004176927438842505,0.19454667640408801,0.0071860219803432735,0.006193273471281009,0.0005077289057569119,1.0,True
5,0.005,4,1,4,4,4,0.07510899514158234,0.004024826454187064,0.011896058988911922,0.0067644616000624444,0.017203619255672174,0.0027227558731300044,0.00427733866732532,0.0007629643288124458,0.6746882296794894,0.06286236751704448,0.024044136499968723,0.04358950348803279,1.0,True
5,0.005,4,1,4,4,4,0.07891162372635367,0.010959361267938797,0.006964910138781456,0.005290296458469785,0.03461419829155877,0.005545276499945177,0.002419580600671363,0.0015538082625112305,0.0002603721556316812,0.010046498147648473,0.0007380199466653463,0.004646690549411177,1.0,True
5,0.005,4,1,4,4,4,0.07811537159396852,0.010908066758045634,0.016686470995824324,0.00675347073228807,0.04998534072778169,0.0022742825484622893,0.00019562996429669857,0.0010621907232037124,0.07037224907964813,0.0016223328579588441,0.012462563146885762,0.0054310068520217495,1.0,True
5,0.005,4,1,4,4,4,0.048168807239349035,0.008851906788452907,0.0065346939304657325,0.0024525413751016133,0.01641979912097788,0.0024729173930018128,0.000881851975251256,0.0007921160703860764,0.019903666368157515,0.0051751712466555294,0.0008612231842063939,0.0021644389010785025,1.0,True
5,0.005,4,1,4,4,4,0.17085263281090768,0.004097043514430279,0.019714261402932948,0.010341924096242629,0.04359721737363399,0.0020278576570778822,0.02294192125012603,0.010409828175779486,3.2251423504728556,0.02250766830913555,0.07742154991266871,0.027060058431426386,1.0,True
5,0.005,4,1,4,4,4,0.04177148892736637,0.005871591129254369,0.007169170550328304,0.005309060275074638,0.01435519703555144,0.004678074903312178,0.005554429495142605,0.005112863853376684,0.0651072466101756,0.008658947922872268,0.004152613966475482,0.00640476952305229,1.0,True
5,0.005,4,1,4,4,4,0.1255115720254782,0.004709460149875098,0.008267961805857083,0.0050433195494747375,0.11239651426903065,0.0018296685356631595,0.004641858755441039,0.003228240028204728,0.04878916898153051,0.0033600152439364674,0.0010188882717873703,0.0011795043246459356,1.0,True
5,0.005,4,1,4,4,4,0.03684849973897908,0.00721131740378583,0.005565226479438306,0.002952762277448609,0.029442202926831213,0.001639912388523892,0.0029037483880189306,0.0006183147718049052,0.03703625521637502,0.0011425771373485432,0.0025868254804108527,0.0007261877815982385,1.0,True
5,0.005,4,1,4,4,4,0.09095763588217988,0.007656417182704397,0.006343679332271222,0.0036086689744548837,0.18267563824336755,0.007041189975896743,0.000687893341755095,0.003228155331201455,0.09682062669627466,0.02799560022126798,0.04025083298825289,0.00597204784540907,1.0,True
5,0.005,4,1,4,4,4,0.06177888458351548,0.1478780117271735,0.008725991389726333,0.0706070180823856,0.015524193213149427,0.04847877317748833,0.0017180411191982227,0.025912811631506046,0.01629159379128981,0.019776467903404503,0.008901472702798648,0.013776921472492772,0.0,False
5,0.005,4,1,4,4,4,0.09695776912819476,0.008858165489659389,0.013548144778806953,0.004309941531032416,0.032739026939564896,0.0014005653128349024,0.0008077130476015591,0.0003392450468854515,2.3607608430992792,0.23731864676905537,0.08274801732005523,0.07655858541932382,1.0,True
5,0.005,4,1,4,4,4,0.07589065677991103,0.003556415036355231,0.028059819535244848,0.012392190603738498,0.028115540252355378,0.0024855055092253423,0.020234731306217148,0.008914955396326918,0.11664419177456418,0.004528659221344714,0.002749556996655473,0.0008806633903671605,1.0,True
5,0.005,4,1,4,4,4,0.07824154426106804,0.0066454629408918,0.0025739199854367544,0.004415350041581678,0.04169390387216116,0.0028707483688860704,0.0005719077227739099,0.00172184404283294,0.08896916381427086,0.0009305694539236931,0.0002139438526240807,0.00035947924932782564,1.0,True
5,0.005,4,1,4,4,4,0.10484828711941606,0.004945056890409086,0.008584136936003135,0.0026543277587811028,0.04427416421471205,0.002704195187420114,0.005663053394268245,0.0014689034909723868,0.7090815962873452,0.039867749712726636,0.046930164452894996,0.003427124480142885,1.0,True
5,0.005,4,1,4,4,4,0.056546558532687696,0.006955608119000436,0.010201389790103231,0.0034159705799069284,0.017266025189728824,0.006283832145259749,0.0005220155852870241,0.0034328805827711965,0.06220277657235442,0.005673912873018161,0.0040309474067026264,0.0008066872310208548,1.0,True
5,0.005,4,1,4,4,4,0.042309509903318956,0.006835528311600941,0.009981357568953476,0.007081537556222776,0.013589311062934586,0.0002961643407551911,0.006252788950012681,0.0032796590225535453,0.05570664099514922,0.01521062623468109,0.008284886836669867,0.0034513079207314293,1.0,True
5,0.005,4,1,4,4,4,0.0699403348246262,0.004346248162247708,0.008042017113339987,0.003994187958318212,0.021308302910617135,0.0013879605407493812,0.0019218578703366327,0.001650422030329417,0.15981669208691632,0.007916160469962573,0.01501146882337676,0.00354464859464258,1.0,True
5,0.005,4,1,4,4,4,0.090644285183024,0.003051363451867083,0.007976330375346086,0.002871059603325975,0.05845892352993513,0.0022778315840113967,0.002328607415090778,1.9920985717265874e-05,0.05479598682293781,0.002210826515263588,0.00206212449770105,7.285639287962396e-05,1.0,True
5,0.005,4,1,4,4,4,0.09343292084445579,0.005227637414230358,0.012826362160772117,0.008958651425024597,0.06477380371198711,0.002452966504571608,0.005536409101688762,0.004000142951092611,0.08822236767312822,0.0009091136157227255,0.003820442747245668,0.0023607286760437105,1.0,True
5,0.005,4,1,4,4,4,0.026008388344999554,0.0051776914533834244,0.019672233665606813,0.01237009435175004,0.017421881981081407,0.002810555105346482,0.010748882981870624,0.006791669639927192,0.16322669980901652,0.019366778894915455,0.047759862573104224,0.014169676015429025,1.0,True
5,0.005,4,1,4,4,4,0.07136626275610093,0.005638520259834537,0.013525712757514522,0.008575401933144565,0.04468439300712088,0.002363793472286171,0.012493867604749383,0.007438010631236951,0.00849011912093529,0.0008849023056760496,0.011240606310580685,0.005189079442957005,1.0,True
5,0.005,4,1,4,4,4,0.015905526829373292,0.006650067134320335,0.007992086013963815,0.004836692710595129,0.0010294983395758464,0.0016114629357500939,0.005107554098381699,0.003353846030044492,0.0048219380611473584,0.0033497116693298927,0.005733801051597803,0.0011877013287600162,1.0,True
5,0.005,4,1,4,4,4,0.043386183050805854,0.006338549410294594,0.013240447669132517,0.009509787191810776,0.01859050516849813,0.000496341403662679,0.004025036937397402,0.0022591978932465606,0.02481175782906816,0.0005329445602872233,0.003938991533587702,0.0022350887890132815,1.0,True
5,0.005,4,1,4,4,4,0.08365628543908846,0.18512392194282068,0.009722907800040023,0.09636974804497708,0.022180480505741656,0.08914044369939059,0.001092091024750868,0.04357804302039582,0.12240104993953607,0.07824997669232527,0.006157647477119182,0.03567766575655736,0.0,False
5,0.005,4,1,4,4,4,0.13269051254386877,0.010223725795938447,0.016467421915504078,0.007558393333649109,0.01433739919871979,0.0028087154200747656,0.000763352441621601,0.0017702857658795478,0.09772034935595483,0.007634924844386622,0.017547302949921063,0.00494709775024164,1.0,True
5,0.005,4,1,4,4,4,0.051205090879298254,0.0032322154194718697,0.004870884432792262,0.003535339847816877,0.039219791305169484,0.0006811599386097094,0.0021363099446969074,0.0007252881154148841,0.01550804377843366,0.0026444388177054782,0.004252404988997671,0.003446791540926831,1.0,True
5,0.005,4,1,4,4,4,0.05103583616137148,0.002995401153212821,0.006965068809934981,0.0034973294747777887,0.017708038324399752,0.004583188896177141,0.0034722234085204744,0.0040394553397519505,0.14049693833582264,0.00466760673331964,0.013126782253437792,0.004250159535491383,1.0,True
5,0.005,4,1,4,4,4,0.10712878396434247,0.008440024478048171,0.01525114320287226,0.010901922980701612,0.08726850086585931,0.010743156758079133,0.021691687502439102,0.016238792068357516,0.060955468720194333,0.01218140872963738,0.025151608023503084,0.018650325561497382,1.0,True
5,0.01,4,1,4,4,4,0.02472554378263196,0.01011472155081845,0.00945467830554528,0.0074442346748884326,0.08307441272671635,0.010901751188970328,0.021312627665188173,0.016247093206944865,0.02579965184419452,0.09169252507802078,0.06689168388284089,0.07925226699551671,1.0,True
5,0.01,4,1,4,4,4,0.06324284937432505,0.009519666941795176,0.012337872577276969,0.006861952458508027,0.0034791117545598382,0.0011836790392260124,0.006723162780327402,0.003942751215416496,0.09345277434338678,0.017695678954116157,0.007907329511759903,0.004922916377455392,1.0,True
5,0.01,4,1,4,4,4,0.05247690074093321,0.009272882992127137,0.017471182737471214,0.009540358812324252,0.040295139798251514,0.005067062036246513,0.01504277395311213,0.005013921037126252,0.022238628884772946,0.004576034427063913,0.01640873304635574,0.005944851523820392,1.0,True
5,0.01,4,1,4,4,4,0.035486909288514924,0.005954055477116665,0.012199465382394775,0.004841690978943954,7.103926984937828e-05,0.00012444429761624673,0.003957208010479576,0.0018992572183237017,0.19634017926388722,0.010554091167218643,0.024015039363781007,0.01722972159435746,1.0,True
5,0.01,4,1,4,4,4,0.07941572584006189,0.01785288183498034,0.007407814128945493,0.008735147833058746,0.01750462492355358,0.0005035017355216505,0.0020536991824809075,0.0007515329985711137,0.04688791761043578,0.0014223898870495497,0.007399577594509577,0.0029904698588522458,1.0,True
5,0.01,4,1,4,4,4,0.125503149953003,0.0169279385924147,0.026442755997470133,0.01472334577345926,0.013229391338930589,0.007520709137980171,0.01098429094713452,0.0016982720608065321,3.133671982625781,0.2037467251909487,0.1499158095159496,0.027708674932099317,1.0,True
5,0.01,4,1,4,4,4,0.16444367054176162,0.017879084040149654,0.014123163666480665,0.00901184371198032,0.098026159436742,0.006881964945222984,0.005701737865763041,0.006172949605551596,0.14486346758146373,0.0099477474317245,0.014996215974617113,0.012430124968309222,1.0,True
5,0.01,4,1,4,4,4,0.028666595222096993,0.009989438340703068,0.040176579402931525,0.021454395854678524,0.05812203098406925,0.0174631124517557,0.07911994169288614,0.028180873931246662,0.4058942927171271,0.06367999757326473,0.07041019750439503,0.06790514603423131,1.0,True
5,0.01,4,1,4,4,4,0.1595517031877788,0.01251672753236099,0.021579480933688222,0.010290955390989131,0.024527681954918716,0.0006842528039733301,0.00016482867728288147,0.00040019188265780095,0.02476568459196899,0.0007896323624126402,0.002417344792058574,0.0007917335650686263,1.0,True
5,0.01,4,1,4,4,4,0.15017631339386495,0.010568598068495914,0.016178752025463868,0.0056312071014487704,0.1031297797276733,0.0031628935070771645,0.009786753286426003,0.003255409428427666,0.0017563484149986145,0.0043879874376735895,0.002377862175782672,0.0034365028475819887,1.0,True
5,0.01,4,1,4,4,4,0.19996515285549163,0.01902885994710163,0.016695126677965594,0.016674148436166835,0.13539211648587318,0.015654006197548576,0.007464179892066264,0.011569018085752421,0.11957167378778454,0.014908122205004716,0.004885972687507957,0.009904106919678163,1.0,True
5,0.01,4,1,4,4,4,0.04897023194507934,0.014304576304877447,0.019887516621476607,0.014181107895655212,0.023266359014677437,0.0014134931430305883,0.005549081366328978,0.003454561005693054,0.003067507649358038,0.012078318342401698,0.009686943431252102,0.010846828803860311,1.0,True
5,0.01,4,1,4,4,4,0.10394860376842914,0.007201326455605625,0.014903591376087766,0.007351991467139594,0.03608841980094144,0.002366625775694606,0.012970287858343772,0.007707113774285603,0.08589921254126107,0.010788828037206065,0.011188121517497275,0.0002597531138579821,1.0,True
5,0.01,4,1,4,4,4,0.10659774807995034,0.027172878290178178,0.03037259679104564,0.01749759197529121,0.021678698522899616,0.024010964784615247,0.008811811577541214,0.007455776732952834,1.6712251428749947,0.3149444335751562,0.3444826952410734,0.017587717451180793,1.0,True
5,0.01,4,1,4,4,4,0.04326836027634693,0.014694137156326696,0.010858553477158094,0.009599111165167823,0.0697731882548405,0.001365391399541201,0.019284467037438593,0.009062018122445682,0.03222305817534512,0.011094841828608617,0.030424788659558253,0.020893777549022004,1.0,True
5,0.01,4,1,4,4,4,0.05419919472438461,0.014396444489645967,0.01241831534278218,0.012048062135457508,0.006529671884339664,0.005190343335909334,0.0005573453542758869,0.002322627089568495,1.0491475397539936,0.4685966805997231,0.4247542747128906,0.4467854608377947,1.0,True
5,0.01,4,1,4,4,4,0.041977606304697726,0.01952464347050097,0.038566799848224254,0.018771045703994835,0.03854397415133292,0.010488272586676539,0.013013715565442783,0.011545415317735052,0.06702687720715145,0.21290074829644642,0.5237942502897638,0.1553224956876095,1.0,True
5,0.01,4,1,4,4,4,0.09079073590968258,0.020831775205669516,0.00884237229322032,0.010932844109144593,0.05302146088446922,0.01163194253068587,0.0015076285050984,0.00504823101910451,0.08068349825299945,0.007477830005395676,0.0010041224287789547,0.0032340406729906464,1.0,True
5,0.01,4,1,4,4,4,0.04257154082656363,0.008333082967302534,0.029630781662865775,0.013501972112169318,0.009431507378499793,0.005209816513936611,0.003934781936372639,0.004515658915083071,0.6814861773124131,0.09012600455905004,0.20033272422872914,0.05591313727569659,1.0,True
5,0.01,4,1,4,4,4,0.04055938382835576,0.009668908489474883,0.01535583919155012,0.010484177861509127,0.0012585404612506339,0.012916917373286686,0.01675054982831234,0.014800951809906569,0.02456774376656177,0.00875967099737958,0.03280348805013201,0.020777119460445317,1.0,True
5,0.01,4,1,4,4,4,0.020282581899964278,0.013866691151611137,0.018748380005440213,0.012413909240282182,0.004044106968096287,0.008189390665084693,0.012706028959375558,0.0022158410846718065,0.9832448588729819,0.10933305603550632,0.5740506617102318,0.23067094502741248,1.0,True
5,0.01,4,1,4,4,4,0.07350818860450727,0.01627756326967104,0.0079612291991804,0.0073996994268677755,0.014776495354222888,0.004577872030843773,0.0018055564238961329,0.0012889885730364406,0.005325851346051813,0.005858194258749846,0.0033528113261343385,0.001289670992180019,1.0,True
5,0.01,4,1,4,4,4,0.09465072982065036,0.024841264122195547,0.020305348979971518,0.013197365272296393,0.059239080633825665,0.009708626856200093,0.006802214107940281,0.008295873222645096,0.058820632641057975,0.009681906317908249,0.005394942677332566,0.007519832236345054,1.0,True
5,0.01,4,1,4,4,4,0.09108236073450264,0.009503286063889992,0.02871799790887394,0.012007037838695996,0.05677601483829268,0.009516076614749819,0.030378126147225144,0.010825510630298407,0.1548418405559004,0.059350120283697086,0.10361406697122526,0.02235485304972608,1.0,True
5,0.01,4,1,4,4,4,0.08005974230935888,0.015915043532877,0.01247154030175667,0.012788585942115906,0.10932286545596659,0.015524398013125837,0.016728417393544102,0.01608756952336873,0.07117163275784578,0.0057316377835519025,0.024502192572668172,0.015137122651081277,1.0,True
5,0.01,4,1,4,4,4,0.07070428359084574,0.006464147220496035,0.04347225308309751,0.021162862250227052,0.02000124898173775,0.006274866807447044,0.008924970827894693,0.00794278902032297,0.05284864413850223,0.0014490994971943013,0.0012486439430967175,0.00021113903919201582,1.0,True
5,0.01,4,1,4,4,4,0.05088097049295127,0.008229208371063034,0.026383815211414027,0.014468149649084655,0.014582719884912266,0.0015723788117939866,0.0193469208816372,0.00882486716758169,0.33220038601881896,0.06559041485531568,0.2848981096402073,0.17461386280755734,1.0,True
5,0.01,4,1,4,4,4,0.04878441226032527,0.020594312154544363,0.01661844016833831,0.012535418899684288,0.06900543703152914,0.02683888023649426,0.017056504449043566,0.021811588952164073,0.0687960153649558,0.028448490953538155,0.013568334328348272,0.021073695859262342,1.0,True
5,0.01,4,1,4,4,4,0.19217549643916704,0.011361269127213938,0.014487989135215913,0.004556429186296207,0.06579089508158321,0.004453685609397527,0.00019040444948165491,0.0023533108512742503,0.4479887333754978,0.05991721399573707,0.09324158971256308,0.016706127640795897,1.0,True
5,0.01,4,1,4,4,4,0.08294050900969568,0.19684309868701153,0.025703252378629613,0.11063849122339586,0.006284175309482305,0.0655085846014836,0.003822716099173449,0.035507513248262505,0.1302813222523785,0.18598977784154552,0.03519543385653405,0.11167380295582693,0.0,False
5,0.01,4,1,4,4,4,0.0380039090986056,0.007680143967934928,0.024975685047123285,0.011661007005909772,0.012405262060997206,0.0051271641033772755,0.004006890770548837,0.0046117110242342085,0.009025139231971603,0.007919643883042398,0.007868354780327422,1.6657450901399118e-05,1.0,True
5,0.01,4,1,4,4,4,0.049296136084116614,0.012685532408207922,0.011260184507749595,0.00694795546303473,0.032634109656783865,0.008569754307653693,0.00091410645690475,0.004717020008499203,3.443365343941403,0.8188107111067687,1.0972633937078269,0.1410620940963723,1.0,True
5,0.01,4,1,4,4,4,0.09780467648786845,0.017670602590692603,0.008056197764949483,0.011760260315860482,0.04891720979106933,0.0009503852545293803,0.004282672155891893,0.002624735946496655,0.059977610970655314,0.0016266547249060824,0.003687227048004042,0.0026632312639068094,1.0,True
5,0.01,4,1,4,4,4,0.10477950295353665,0.016572325779878237,0.018932712798291534,0.00596794268158555,0.011374389049014633,0.00776430349593211,0.008343789753561447,0.00012876458414913652,0.03423769308980574,0.004053385135415088,0.0058802763453890275,0.004977271209279579,1.0,True
5,0.01,4,1,4,4,4,0.11514856184324503,0.010330317808446253,0.034660970055860954,0.014767491946275095,0.06103954028799334,0.002351625670465003,0.0005042105303236864,0.0008431727780016547,0.11515540927302861,0.002722961558559857,0.007748039580472539,0.0025419128067050586,1.0,True
5,0.01,4,1,4,4,4,0.060906206482668736,0.006333723893887706,0.011695214098405703,0.0036525260825766796,0.028619734578645136,0.002726500847948504,0.004311843336211509,0.0007668494339734254,0.07899760708043879,0.008800929236636182,0.006862695599824384,0.0009693847315177374,1.0,True
5,0.01,4,1,4,4,4,0.05853392640496844,0.007152704452578668,0.012755647851875837,0.009209855449645924,0.05512577597592419,0.01420850688822506,0.017430583849591914,0.015846346679662195,0.057513183360539816,0.008164603292404786,0.0003047113476178649,0.003963354895331291,1.0,True
5,0.01,4,1,4,4,4,0.030495808099184674,0.008182510612851529,0.01001989158325402,0.008497691017169498,0.008342403294952791,0.004684938374338277,0.000525549495281838,0.002600810567295609,0.03078586879621849,0.009010154112281706,0.001378992326668431,0.005191777535259477,1.0,True
5,0.01,4,1,4,4,4,0.07219391425396919,0.013645428843533092,0.02024400312211672,0.014778027717804303,0.013830258236016761,0.014320612975668938,0.02543883625313427,0.01983683157490706,0.01541165229102731,0.01705093624972528,0.02447749801000522,0.02079379654075646,1.0,True
5,0.01,4,1,4,4,4,0.06779741818578858,0.01966980960198635,0.0137871005085514,0.010980009473584537,0.041992430037461385,0.005601637623622104,0.005447190524396395,4.264112653764782e-05,0.04895638639833086,0.0005480635159662137,0.001232547483694535,0.0009252343420629285,1.0,True
5,0.01,4,1,4,4,4,0.0449920256823714,0.01445590791598052,0.012121883613530695,0.010878326640899544,0.015434669605075314,0.005358673454876083,0.00010176898012262631,0.0026479745502508882,0.08349198356855973,0.02666717346537917,0.011653226865962846,0.01916085248700727,1.0,True
5,0.01,4,1,4,4,4,0.05375023792242923,0.012551505736165765,0.013811919896262818,0.0119580169924884,0.035953631082706494,0.00965859603671781,0.0025847503429241967,0.0061424026975008756,0.13268831358047095,0.05502910941789828,0.031035419256996204,0.043078242854349344,1.0,True
5,0.01,4,1,4,4,4,0.12603550109039732,0.007878460110070047,0.01602508788206624,0.00851676315278694,0.03931280364891652,0.0004663501283912525,0.008810201222322048,0.004204862692646994,0.11957882273985712,0.028465836713334892,0.01610266682618163,0.022377591359865362,1.0,True
5,0.01,4,1,4,4,4,0.05800996268911529,0.01573454408451984,0.031799971345631846,0.021069012242836607,0.0748337413576281,0.00502725391174997,0.01788097537749413,0.01132495114273626,0.07696521724183296,0.027546206314035215,0.014493645002956385,0.020935175714989596,1.0,True
5,0.01,4,1,4,4,4,0.09472756468615963,0.01131237109920246,0.029414525631426117,0.01768599898709303,0.025816283429654426,0.0016934748421060764,0.02889755686555971,0.01368908528542621,0.044015761456382946,0.0037908299050642327,0.022143180120101785,0.012952774070561446,1.0,True
5,0.01,4,1,4,4,4,0.10077311781120309,0.008847525294714383,0.015929775551253154,0.009103139396664895,0.001983362141308227,0.002879467264308878,0.009019128396973577,0.00595980529231172,0.5134733944503153,0.0012997111569635759,0.008372915742111058,0.003578318485964668,1.0,True
5,0.01,4,1,4,4,4,0.04061950642816075,0.015963965717305885,0.009704098871044575,0.0040584497650146,0.05286692509842566,0.020838281325940188,0.012347788998250397,0.0043284313693270115,0.3040349850593767,0.03879276366967377,0.010419853030961882,0.01454542686057729,1.0,True
5,0.01,4,1,4,4,4,0.04603467735992751,0.012695319454920464,0.01188515104896177,0.008773235444240387,0.03692235321538562,0.004471790269460842,0.0008677474111162345,0.0017742819889233151,0.0349603163219012,0.005622231976593578,0.005687835331147742,2.5546015595410335e-05,1.0,True
5,0.01,4,1,4,4,4,0.1408459441739516,0.008182472891348873,0.014453422726388129,0.010153828978076469,0.13188434293164383,0.007568673108833826,0.0113054212845539,0.009428556661346748,0.05411728635974487,0.006125128626434287,0.0299380975806671,0.018023207907442343,1.0,True
5,0.01,4,1,4,4,4,0.1156065839682728,0.007938341422430413,0.019697924074553237,0.01048957491993679,0.025379001153433424,0.00839191719605942,0.013628435725481084,0.010952962657864645,0.12100290594819153,0.013428580639555699,0.07132694081088274,0.04245580348615033,1.0,True
5,0.01,4,1,4,4,4,0.18269187941657755,0.01814723497292,0.02155632745644139,0.01536738898818579,0.010400805908521197,0.00131555620999948,0.009443578149623386,0.004100124279541696,0.024129510463979587,0.006576120383871089,0.008084164120464582,0.0007371131451868669,1.0,True
5,0.01,4,1,4,4,4,0.030523121821579367,0.010670962942575891,0.023683828941886483,0.014031417911261411,0.0064798219946441415,0.00413389360057083,0.01647393882618646,0.0061317555883105045,0.1508682469849765,0.03328914453065474,0.042222492520232385,0.037817119607604435,1.0,True
5,0.01,4,1,4,4,4,0.0393421144401127,0.006696198121438364,0.010080334697730222,0.0047670185283518384,0.05660622008747691,0.008086240069914562,0.0036459810312205617,0.002193456591164765,0.0017543774056715258,0.020272533804707612,0.05366465269276974,0.0168061250825171,1.0,True
5,0.01,4,1,4,4,4,0.12252716967444939,0.012075290806070595,0.02212694782831298,0.011092712716121058,0.17509045337476845,0.006919477317681797,0.02856115342759026,0.010710444405762245,0.42241522909439705,0.23141136121307412,0.1191764383744089,0.1761797567680194,1.0,True
5,0.01,4,1,4,4,4,0.05425585502617934,0.012883123884537506,0.03189701677953854,0.01871270849426234,0.00010294620593218008,0.0073588952471393635,0.00015629630303952953,0.003624780147727123,0.0033902239006175323,0.01299030286037297,0.014981783952273451,0.013963321170908259,1.0,True
5,0.01,4,1,4,4,4,0.03722014986592142,0.006460377494294776,0.018096310024050603,0.01031730319219725,0.005987236465996236,0.001003680755252299,0.012886361168736373,0.005957114940342587,0.006566785105069868,0.001278478732836881,0.01531882121535326,0.008310408523887465,1.0,True
5,0.01,4,1,4,4,4,0.0502498319383902,0.11042491130446153,0.010422094554255508,0.05448764355932608,0.006304566202892508,0.0507627840716896,0.005776976581299202,0.027772670634372287,0.04722635350535893,0.10161595075028654,0.008199653188945012,0.05471401273585287,0.0,False
5,0.01,4,1,4,4,4,0.05234155823092142,0.01066544713748489,0.007045405043748735,0.006846208773044613,0.057869767535933626,0.01259998076510909,0.010095368207196882,0.0012897504322102018,0.10934519142125691,0.031520222879988694,0.0021189488738046556,0.014758417698769358,1.0,True
5,0.01,4,1,4,4,4,0.06196825022365236,0.009811585980317325,0.015172220399673102,0.005739768653649329,0.01815119171918726,0.0007537136297307899,0.005016833872226286,0.0028582418561488676,0.06200410792072515,0.0052033017511315454,0.020127398113458348,0.007420737640777453,1.0,True
5,0.01,4,1,4,4,4,0.08062337691965399,0.010497150085752378,0.020618530525069265,0.013809473513693094,0.04654302003225275,0.0036611326713680355,0.006545343269852297,0.005094113019831202,0.0294266640901299,0.0017037877530082669,0.0008782932054424487,0.00042092832573257204,1.0,True
5,0.01,4,1,4,4,4,0.015137912506286372,0.007121332490203813,0.02530012146142821,0.011020952771355421,0.013555654535366597,0.001851842987241493,0.0053859316223130995,0.003666318435897236,0.003755722582855982,0.006820956315847959,0.050660408442881465,0.028628335233145896,1.0,True
5,0.01,4,1,4,4,4,0.09078786256841331,0.21509393592775358,0.010582895873568027,0.10629719335567099,0.042197105406698854,0.1540756885220373,0.0066512944726044255,0.07615596149212789,0.003496237399677674,0.03950910705853744,0.009660809849047072,0.013799175760117816,0.0,False
5,0.01,4,1,4,4,4,0.03826443536605823,0.014559011906164215,0.01948331294840563,0.01362416337943036,0.050214701041985284,0.011642696151556999,0.014815898346797012,0.01309364503181219,0.11803038580899523,0.010676557581985342,0.023191775084237098,0.01710675152407776,1.0,True
5,0.01,4,1,4,4,4,0.15301517589984068,0.009642404700846345,0.03379209680205649,0.021111116518527553,0.2787453637332906,0.0038258901064385413,0.000896292559121426,0.002584684961175396,1.5660192874750931,0.04892048486535087,0.3531416780638624,0.20085448112838997,1.0,True
5,0.01,4,1,4,4,4,0.062299202799007074,0.00985811388725826,0.01816614751452586,0.011442391211289062,0.06828247138142692,0.014031151598927268,0.014401831439831448,0.01426708177088416,0.08289036851486033,0.013524700608499071,0.02120200944843106,0.01731323442902956,1.0,True
5,0.01,4,1,4,4,4,0.08555177733557678,0.02059477085987189,0.03307531575716116,0.017837803219514864,0.03403204960580729,0.007194420122916098,0.0026276414146568393,0.002348202863984313,0.09981063366883373,0.002992689096425504,0.11098334045970575,0.05675002989034205,1.0,True
