s,round8_attack_deficit,round9_seed_deficit
1.884000000000000119e-01,0.000000000000000000e+00,2.759191487137602206e-03
1.886000000000000176e-01,0.000000000000000000e+00,2.826866383804180205e-03
1.887999999999999956e-01,0.000000000000000000e+00,2.894555582116868642e-03
1.890000000000000013e-01,0.000000000000000000e+00,2.962266531220572596e-03
1.892000000000000071e-01,0.000000000000000000e+00,3.029960442380005836e-03
1.894000000000000128e-01,0.000000000000000000e+00,3.097679717511014896e-03
1.896000000000000185e-01,0.000000000000000000e+00,3.165403603925497078e-03
1.897999999999999965e-01,0.000000000000000000e+00,3.233126139399876420e-03
1.900000000000000022e-01,0.000000000000000000e+00,3.300872957159188548e-03
1.902000000000000079e-01,0.000000000000000000e+00,3.368607815168657427e-03
1.904000000000000137e-01,0.000000000000000000e+00,3.436356533574581873e-03
1.906000000000000194e-01,0.000000000000000000e+00,3.504122485395083642e-03
1.907999999999999974e-01,0.000000000000000000e+00,3.571872500941326856e-03
1.910000000000000031e-01,0.000000000000000000e+00,3.639645098083822694e-03
1.912000000000000088e-01,0.000000000000000000e+00,3.707418721197237865e-03
1.914000000000000146e-01,0.000000000000000000e+00,3.775191406831135410e-03
1.916000000000000203e-01,0.000000000000000000e+00,3.842985713912748513e-03
1.917999999999999983e-01,0.000000000000000000e+00,3.910765405224246594e-03
1.920000000000000040e-01,0.000000000000000000e+00,3.978558680074274767e-03
1.922000000000000097e-01,0.000000000000000000e+00,4.046365153793050895e-03
1.924000000000000155e-01,0.000000000000000000e+00,4.114156946068744936e-03
1.926000000000000212e-01,0.000000000000000000e+00,4.181968859851357967e-03
1.927999999999999992e-01,0.000000000000000000e+00,4.249778686581801024e-03
1.930000000000000049e-01,0.000000000000000000e+00,4.317588136382416453e-03
1.932000000000000106e-01,0.000000000000000000e+00,4.385416866093207189e-03
1.934000000000000163e-01,0.000000000000000000e+00,4.453228775969174380e-03
1.936000000000000221e-01,0.000000000000000000e+00,4.521054140869444626e-03
1.938000000000000000e-01,0.000000000000000000e+00,4.588889139723759114e-03
1.940000000000000058e-01,0.000000000000000000e+00,4.656710825120952135e-03
1.942000000000000115e-01,0.000000000000000000e+00,4.724550483201341022e-03
1.944000000000000172e-01,0.000000000000000000e+00,4.792385384160491313e-03
1.946000000000000230e-01,0.000000000000000000e+00,4.860220586484859107e-03
1.948000000000000009e-01,0.000000000000000000e+00,4.928073032086165151e-03
1.950000000000000067e-01,0.000000000000000000e+00,4.995906862047212738e-03
1.952000000000000124e-01,0.000000000000000000e+00,5.063754147451617060e-03
1.954000000000000181e-01,0.000000000000000000e+00,5.131607945590699327e-03
1.955999999999999961e-01,0.000000000000000000e+00,5.199449872452507893e-03
1.958000000000000018e-01,0.000000000000000000e+00,5.267307915511262872e-03
1.960000000000000075e-01,0.000000000000000000e+00,5.335158935568615202e-03
1.962000000000000133e-01,0.000000000000000000e+00,5.403011024072194857e-03
1.964000000000000190e-01,0.000000000000000000e+00,5.470878603086988534e-03
1.965999999999999970e-01,0.000000000000000000e+00,5.538726129044026225e-03
1.968000000000000027e-01,0.000000000000000000e+00,5.606587219977469949e-03
1.970000000000000084e-01,0.000000000000000000e+00,5.674452111325702097e-03
1.972000000000000142e-01,0.000000000000000000e+00,5.742306612607682437e-03
1.974000000000000199e-01,0.000000000000000000e+00,5.810175642300234589e-03
1.975999999999999979e-01,0.000000000000000000e+00,5.878035742788313700e-03
1.978000000000000036e-01,0.000000000000000000e+00,5.945897741434197359e-03
1.980000000000000093e-01,0.000000000000000000e+00,6.013773533897023849e-03
1.982000000000000151e-01,0.000000000000000000e+00,6.081628547816082808e-03
1.984000000000000208e-01,0.000000000000000000e+00,6.149497124185207553e-03
1.985999999999999988e-01,0.000000000000000000e+00,6.217367157274202027e-03
1.988000000000000045e-01,0.000000000000000000e+00,6.285228290942253271e-03
1.990000000000000102e-01,0.000000000000000000e+00,6.353102608163165022e-03
1.992000000000000159e-01,0.000000000000000000e+00,6.420966402442655763e-03
1.994000000000000217e-01,0.000000000000000000e+00,6.488832965407385911e-03
1.995999999999999996e-01,0.000000000000000000e+00,6.556710677535583509e-03
1.998000000000000054e-01,0.000000000000000000e+00,6.624569500793625609e-03
2.000000000000000111e-01,0.000000000000000000e+00,6.692440778949079738e-03
2.002000000000000168e-01,0.000000000000000000e+00,6.760311495759008249e-03
2.004000000000000226e-01,0.000000000000000000e+00,6.828174790078939127e-03
2.006000000000000005e-01,0.000000000000000000e+00,6.896050140041000420e-03
2.008000000000000063e-01,0.000000000000000000e+00,6.963913638228999559e-03
2.010000000000000120e-01,0.000000000000000000e+00,7.031780799735945497e-03
2.012000000000000177e-01,0.000000000000000000e+00,7.099656710787563552e-03
2.014000000000000234e-01,0.000000000000000000e+00,7.167515749482350484e-03
2.016000000000000014e-01,0.000000000000000000e+00,7.235386238003994885e-03
2.018000000000000071e-01,0.000000000000000000e+00,7.303254429132079173e-03
2.020000000000000129e-01,0.000000000000000000e+00,7.371116644458906852e-03
2.022000000000000186e-01,0.000000000000000000e+00,7.438989979592941504e-03
2.023999999999999966e-01,0.000000000000000000e+00,7.506850352775311375e-03
2.026000000000000023e-01,0.000000000000000000e+00,7.574715296571866985e-03
2.028000000000000080e-01,0.000000000000000000e+00,7.642586893285258087e-03
2.030000000000000138e-01,0.000000000000000000e+00,7.710443548703739547e-03
2.032000000000000195e-01,0.000000000000000000e+00,7.778310826354925545e-03
2.033999999999999975e-01,0.000000000000000000e+00,7.846174309837153360e-03
2.036000000000000032e-01,0.000000000000000000e+00,7.914033223714651843e-03
2.038000000000000089e-01,0.000000000000000000e+00,7.981902490691694663e-03
2.040000000000000147e-01,0.000000000000000000e+00,8.049757860307600599e-03
2.042000000000000204e-01,0.000000000000000000e+00,8.117618714050679751e-03
2.043999999999999984e-01,0.000000000000000000e+00,8.185484386797836631e-03
2.046000000000000041e-01,0.000000000000000000e+00,8.253336955903654848e-03
2.048000000000000098e-01,0.000000000000000000e+00,8.321199475605632612e-03
2.050000000000000155e-01,0.000000000000000000e+00,8.389056902691170714e-03
2.052000000000000213e-01,0.000000000000000000e+00,8.456911121240501261e-03
2.053999999999999992e-01,0.000000000000000000e+00,8.524775074691105792e-03
2.056000000000000050e-01,0.000000000000000000e+00,8.592624329140478856e-03
2.058000000000000107e-01,0.000000000000000000e+00,8.660479985484879906e-03
2.060000000000000164e-01,0.000000000000000000e+00,8.728338850711239716e-03
2.062000000000000222e-01,0.000000000000000000e+00,8.796186354454171852e-03
2.064000000000000001e-01,0.000000000000000000e+00,8.864043274022771757e-03
2.066000000000000059e-01,0.000000000000000000e+00,8.931893962178461682e-03
2.068000000000000116e-01,0.000000000000000000e+00,8.999742757888288397e-03
2.070000000000000173e-01,0.000000000000000000e+00,9.067600800630647162e-03
2.072000000000000230e-01,0.000000000000000000e+00,9.135443438491524376e-03
2.074000000000000010e-01,0.000000000000000000e+00,9.203293402145502206e-03
2.076000000000000068e-01,0.000000000000000000e+00,9.271145151208883689e-03
2.078000000000000125e-01,0.000000000000000000e+00,9.338987188157506919e-03
2.080000000000000182e-01,0.000000000000000000e+00,9.406838226326642155e-03
2.081999999999999962e-01,0.000000000000000000e+00,9.474682017615938118e-03
2.084000000000000019e-01,0.000000000000000000e+00,9.542525191638839832e-03
2.086000000000000076e-01,0.000000000000000000e+00,9.610377239304957603e-03
2.088000000000000134e-01,0.000000000000000000e+00,9.678213236713542611e-03
2.090000000000000191e-01,0.000000000000000000e+00,9.746057494994474907e-03
2.091999999999999971e-01,0.000000000000000000e+00,9.813902266587525708e-03
2.094000000000000028e-01,0.000000000000000000e+00,9.881738889104454276e-03
2.096000000000000085e-01,0.000000000000000000e+00,9.949584203885520478e-03
2.098000000000000143e-01,0.000000000000000000e+00,1.001742134546826021e-02
2.100000000000000200e-01,0.000000000000000000e+00,1.008525911120985996e-02
2.101999999999999980e-01,0.000000000000000000e+00,1.015310481034848236e-02
2.104000000000000037e-01,0.000000000000000000e+00,1.022093517648739111e-02
2.106000000000000094e-01,0.000000000000000000e+00,1.028877408980509792e-02
2.108000000000000151e-01,0.000000000000000000e+00,1.035661236210858385e-02
2.110000000000000209e-01,0.000000000000000000e+00,1.042444397131197381e-02
2.111999999999999988e-01,0.000000000000000000e+00,1.049228405682121196e-02
2.114000000000000046e-01,0.000000000000000000e+00,1.056011509946718288e-02
2.116000000000000103e-01,0.000000000000000000e+00,1.062794798345735245e-02
2.118000000000000160e-01,0.000000000000000000e+00,1.069578747093764479e-02
2.120000000000000218e-01,0.000000000000000000e+00,1.076361329539830824e-02
2.121999999999999997e-01,0.000000000000000000e+00,1.083144750345027899e-02
2.124000000000000055e-01,0.000000000000000000e+00,1.089928000157422763e-02
2.126000000000000112e-01,0.000000000000000000e+00,1.096710725678039233e-02
2.128000000000000169e-01,0.000000000000000000e+00,1.103494285415767065e-02
2.130000000000000226e-01,0.000000000000000000e+00,1.110276856420876895e-02
2.132000000000000006e-01,0.000000000000000000e+00,1.117059731981302068e-02
2.134000000000000064e-01,0.000000000000000000e+00,1.123843146266406343e-02
2.136000000000000121e-01,0.000000000000000000e+00,1.130625350639800561e-02
2.138000000000000178e-01,0.000000000000000000e+00,1.137408384553598509e-02
2.140000000000000235e-01,0.000000000000000000e+00,1.144191145952540289e-02
2.142000000000000015e-01,0.000000000000000000e+00,1.150973519760385352e-02
2.144000000000000072e-01,0.000000000000000000e+00,1.157756721541507161e-02
2.146000000000000130e-01,0.000000000000000000e+00,1.164538849544034804e-02
2.148000000000000187e-01,0.000000000000000000e+00,1.171321402479733043e-02
2.149999999999999967e-01,0.000000000000000000e+00,1.178104380672268317e-02
2.152000000000000024e-01,0.000000000000000000e+00,1.184886296093562094e-02
2.154000000000000081e-01,0.000000000000000000e+00,1.191669038806767236e-02
2.156000000000000139e-01,0.000000000000000000e+00,1.198451409668836384e-02
2.158000000000000196e-01,0.000000000000000000e+00,1.205233525671188174e-02
2.159999999999999976e-01,0.000000000000000000e+00,1.212016469620298340e-02
2.162000000000000033e-01,0.000000000000000000e+00,1.218798250959366239e-02
2.164000000000000090e-01,0.000000000000000000e+00,1.225580578917713839e-02
2.166000000000000147e-01,0.000000000000000000e+00,1.232363223572556163e-02
2.168000000000000205e-01,0.000000000000000000e+00,1.239144944742608806e-02
2.169999999999999984e-01,0.000000000000000000e+00,1.245927496589436384e-02
2.172000000000000042e-01,0.000000000000000000e+00,1.252709576151848914e-02
2.174000000000000099e-01,0.000000000000000000e+00,1.259491531020541857e-02
2.176000000000000156e-01,0.000000000000000000e+00,1.266274319091272027e-02
2.178000000000000214e-01,0.000000000000000000e+00,1.273055848582650001e-02
2.179999999999999993e-01,0.000000000000000000e+00,1.279838049121019214e-02
2.182000000000000051e-01,0.000000000000000000e+00,1.286620459329669564e-02
2.184000000000000108e-01,0.000000000000000000e+00,1.293402078892081850e-02
2.186000000000000165e-01,0.000000000000000000e+00,1.300184537203804419e-02
2.188000000000000222e-01,0.000000000000000000e+00,1.306966418221513007e-02
2.190000000000000002e-01,0.000000000000000000e+00,1.313748303594360414e-02
2.192000000000000060e-01,0.000000000000000000e+00,1.320531031747581435e-02
2.194000000000000117e-01,0.000000000000000000e+00,1.327312394586858957e-02
2.196000000000000174e-01,0.000000000000000000e+00,1.334094557162414027e-02
2.198000000000000231e-01,0.000000000000000000e+00,1.340876820323894797e-02
2.200000000000000011e-01,0.000000000000000000e+00,1.347658420640963917e-02
2.202000000000000068e-01,0.000000000000000000e+00,1.354440871476699296e-02
2.204000000000000126e-01,0.000000000000000000e+00,1.361222631651761578e-02
2.206000000000000183e-01,0.000000000000000000e+00,1.368004525617411843e-02
2.208000000000000240e-01,0.000000000000000000e+00,1.374787200215600927e-02
2.210000000000000020e-01,0.000000000000000000e+00,1.381568538050853903e-02
2.212000000000000077e-01,0.000000000000000000e+00,1.388350735173572020e-02
2.214000000000000135e-01,0.000000000000000000e+00,1.395132917826764213e-02
2.216000000000000192e-01,0.000000000000000000e+00,1.401914561837419235e-02
2.217999999999999972e-01,0.000000000000000000e+00,1.408697070769289114e-02
2.220000000000000029e-01,0.000000000000000000e+00,1.415478763124330269e-02
2.222000000000000086e-01,0.000000000000000000e+00,1.422260720689025662e-02
2.224000000000000143e-01,0.000000000000000000e+00,1.429043347169454622e-02
2.226000000000000201e-01,0.000000000000000000e+00,1.435824749694004573e-02
2.227999999999999980e-01,0.000000000000000000e+00,1.442607026975546020e-02
2.230000000000000038e-01,0.000000000000000000e+00,1.449389164420369913e-02
2.232000000000000095e-01,0.000000000000000000e+00,1.456170885338426910e-02
2.234000000000000152e-01,0.000000000000000000e+00,1.462953487062175484e-02
2.236000000000000210e-01,0.000000000000000000e+00,1.469735129024721254e-02
2.237999999999999989e-01,0.000000000000000000e+00,1.476517171360365935e-02
2.240000000000000047e-01,0.000000000000000000e+00,1.483299762877483829e-02
2.242000000000000104e-01,0.000000000000000000e+00,1.490081236876203419e-02
2.244000000000000161e-01,0.000000000000000000e+00,1.496863601819268391e-02
2.246000000000000218e-01,0.000000000000000000e+00,1.503645686367105494e-02
2.247999999999999998e-01,0.000000000000000000e+00,1.510427476097402771e-02
2.250000000000000056e-01,0.000000000000000000e+00,1.517210162762474765e-02
2.252000000000000113e-01,0.000000000000000000e+00,1.523991723850564098e-02
2.254000000000000170e-01,0.000000000000000000e+00,1.530773826253608444e-02
2.256000000000000227e-01,0.000000000000000000e+00,1.537556345085680856e-02
2.258000000000000007e-01,0.000000000000000000e+00,1.544337848031226978e-02
2.260000000000000064e-01,0.000000000000000000e+00,1.551120257544721243e-02
2.262000000000000122e-01,0.000000000000000000e+00,1.557902225378656955e-02
2.264000000000000179e-01,0.000000000000000000e+00,1.564684021675325637e-02
2.266000000000000236e-01,0.000000000000000000e+00,1.571466729978430663e-02
2.268000000000000016e-01,0.000000000000000000e+00,1.578248118126416785e-02
2.270000000000000073e-01,0.000000000000000000e+00,1.585030196772437006e-02
2.272000000000000131e-01,0.000000000000000000e+00,1.591812540414134364e-02
2.274000000000000188e-01,0.000000000000000000e+00,1.598593966895806712e-02
2.276000000000000245e-01,0.000000000000000000e+00,1.605376313682897044e-02
2.278000000000000025e-01,0.000000000000000000e+00,1.612158030466787767e-02
2.280000000000000082e-01,0.000000000000000000e+00,1.618939703023526688e-02
2.282000000000000139e-01,0.000000000000000000e+00,1.625722300276430041e-02
2.284000000000000197e-01,0.000000000000000000e+00,1.632503347001808616e-02
2.285999999999999976e-01,0.000000000000000000e+00,1.639285244749141141e-02
2.288000000000000034e-01,0.000000000000000000e+00,1.646067230924790764e-02
2.290000000000000091e-01,0.000000000000000000e+00,1.652848398211610725e-02
2.292000000000000148e-01,0.000000000000000000e+00,1.659630496346991765e-02
2.294000000000000206e-01,0.000000000000000000e+00,1.666411741884276862e-02
2.295999999999999985e-01,0.000000000000000000e+00,1.673193077713728757e-02
2.298000000000000043e-01,0.000000000000000000e+00,1.679975255646478857e-02
2.300000000000000100e-01,0.000000000000000000e+00,1.686755792031722351e-02
2.302000000000000157e-01,0.000000000000000000e+00,1.693471870934539630e-02
2.304000000000000214e-01,0.000000000000000000e+00,1.700035036787568218e-02
2.305999999999999994e-01,0.000000000000000000e+00,1.706443521014448447e-02
2.308000000000000052e-01,0.000000000000000000e+00,1.712696023944987322e-02
2.310000000000000109e-01,0.000000000000000000e+00,1.718791263392809368e-02
2.312000000000000166e-01,0.000000000000000000e+00,1.724727975776299896e-02
2.314000000000000223e-01,0.000000000000000000e+00,1.730504917245707583e-02
2.316000000000000003e-01,0.000000000000000000e+00,1.736120864814498857e-02
2.318000000000000060e-01,0.000000000000000000e+00,1.741574617492997260e-02
2.320000000000000118e-01,0.000000000000000000e+00,1.746864997422192464e-02
2.322000000000000175e-01,0.000000000000000000e+00,1.751990851005686897e-02
2.324000000000000232e-01,0.000000000000000000e+00,1.756951050037460632e-02
2.326000000000000012e-01,0.000000000000000000e+00,1.761744492823365607e-02
2.328000000000000069e-01,0.000000000000000000e+00,1.766370105293883427e-02
2.330000000000000127e-01,0.000000000000000000e+00,1.770826842105940185e-02
2.332000000000000184e-01,0.000000000000000000e+00,1.775113687731297296e-02
2.334000000000000241e-01,0.000000000000000000e+00,1.779229657529201453e-02
2.336000000000000021e-01,0.000000000000000000e+00,1.783173798800788412e-02
2.338000000000000078e-01,0.000000000000000000e+00,1.786945191822828655e-02
2.340000000000000135e-01,0.000000000000000000e+00,1.790542950858414056e-02
2.342000000000000193e-01,0.000000000000000000e+00,1.793966225142076126e-02
2.344000000000000250e-01,0.000000000000000000e+00,1.797214199836993931e-02
2.346000000000000030e-01,0.000000000000000000e+00,1.800286096961838458e-02
2.348000000000000087e-01,0.000000000000000000e+00,1.803181176284969142e-02
2.350000000000000144e-01,0.000000000000000000e+00,1.805898736183596254e-02
2.352000000000000202e-01,0.000000000000000000e+00,1.808438114465769214e-02
2.353999999999999981e-01,0.000000000000000000e+00,1.810798689152880517e-02
2.356000000000000039e-01,0.000000000000000000e+00,1.812979879220729881e-02
2.358000000000000096e-01,0.000000000000000000e+00,1.814981145297010767e-02
2.360000000000000153e-01,0.000000000000000000e+00,1.816801990313377316e-02
2.362000000000000210e-01,0.000000000000000000e+00,1.818441960110266445e-02
2.363999999999999990e-01,0.000000000000000000e+00,1.819936588880371672e-02
2.366000000000000048e-01,0.000000000000000000e+00,1.821419541395337752e-02
2.368000000000000105e-01,0.000000000000000000e+00,1.822890724832364889e-02
2.370000000000000162e-01,0.000000000000000000e+00,1.824344263647603367e-02
2.372000000000000219e-01,0.000000000000000000e+00,1.825797236653731170e-02
2.373999999999999999e-01,0.000000000000000000e+00,1.827221510671742100e-02
2.376000000000000056e-01,0.000000000000000000e+00,1.828646569094763072e-02
2.378000000000000114e-01,0.000000000000000000e+00,1.830051237502386061e-02
2.380000000000000171e-01,0.000000000000000000e+00,1.831446844907840335e-02
2.382000000000000228e-01,0.000000000000000000e+00,1.832833397815717205e-02
2.384000000000000008e-01,0.000000000000000000e+00,1.834199537193318200e-02
2.386000000000000065e-01,0.000000000000000000e+00,1.835566441004082144e-02
2.388000000000000123e-01,0.000000000000000000e+00,1.836904597538861414e-02
2.390000000000000180e-01,0.000000000000000000e+00,1.838242174510583415e-02
2.392000000000000237e-01,0.000000000000000000e+00,1.839561976281563552e-02
2.394000000000000017e-01,0.000000000000000000e+00,1.840870040916893144e-02
2.396000000000000074e-01,0.000000000000000000e+00,1.842171622560789465e-02
2.398000000000000131e-01,0.000000000000000000e+00,1.843450155236949980e-02
2.400000000000000189e-01,0.000000000000000000e+00,1.844729590545327383e-02
2.402000000000000246e-01,0.000000000000000000e+00,1.845982464797744568e-02
2.404000000000000026e-01,0.000000000000000000e+00,1.847232338923838688e-02
2.406000000000000083e-01,0.000000000000000000e+00,1.848466915882041733e-02
2.408000000000000140e-01,0.000000000000000000e+00,1.849687207550562706e-02
2.410000000000000198e-01,0.000000000000000000e+00,1.850903453797609483e-02
2.411999999999999977e-01,0.000000000000000000e+00,1.852094141146752235e-02
2.414000000000000035e-01,0.000000000000000000e+00,1.853285698391500189e-02
2.416000000000000092e-01,0.000000000000000000e+00,1.854453083569358035e-02
2.418000000000000149e-01,0.000000000000000000e+00,1.855615004047989416e-02
2.420000000000000207e-01,0.000000000000000000e+00,1.856763977889157313e-02
2.421999999999999986e-01,0.000000000000000000e+00,1.857896238408248898e-02
2.424000000000000044e-01,0.000000000000000000e+00,1.859026766076590786e-02
2.426000000000000101e-01,0.000000000000000000e+00,1.860129343389516077e-02
2.428000000000000158e-01,0.000000000000000000e+00,1.861232753890597683e-02
2.430000000000000215e-01,0.000000000000000000e+00,1.862314260329341054e-02
2.431999999999999995e-01,0.000000000000000000e+00,1.863387952282153509e-02
2.434000000000000052e-01,0.000000000000000000e+00,1.864450930071741980e-02
2.436000000000000110e-01,0.000000000000000000e+00,1.865494878866890208e-02
2.438000000000000167e-01,0.000000000000000000e+00,1.866538794297960269e-02
2.440000000000000224e-01,0.000000000000000000e+00,1.867553473785564522e-02
2.442000000000000004e-01,0.000000000000000000e+00,1.868568449097736048e-02
2.444000000000000061e-01,0.000000000000000000e+00,1.869563676905568878e-02
2.446000000000000119e-01,0.000000000000000000e+00,1.870548847495776684e-02
2.448000000000000176e-01,0.000000000000000000e+00,1.871525427909922004e-02
2.450000000000000233e-01,0.000000000000000000e+00,1.872480768287993619e-02
2.452000000000000013e-01,0.000000000000000000e+00,1.873436808383257060e-02
2.454000000000000070e-01,0.000000000000000000e+00,1.874364150919435174e-02
2.456000000000000127e-01,0.000000000000000000e+00,1.875290389278474676e-02
2.458000000000000185e-01,0.000000000000000000e+00,1.876198934871888338e-02
2.460000000000000242e-01,0.000000000000000000e+00,1.877095279826785854e-02
2.462000000000000022e-01,0.000000000000000000e+00,1.877985059750912969e-02
2.464000000000000079e-01,0.000000000000000000e+00,1.878851485468143595e-02
2.466000000000000136e-01,0.000000000000000000e+00,1.879718635337352534e-02
2.468000000000000194e-01,0.000000000000000000e+00,1.880558946025064071e-02
2.470000000000000251e-01,0.000000000000000000e+00,1.881396138927337106e-02
2.472000000000000031e-01,0.000000000000000000e+00,1.882217601654556302e-02
2.474000000000000088e-01,0.000000000000000000e+00,1.883024811817170588e-02
2.476000000000000145e-01,0.000000000000000000e+00,1.883827392929149358e-02
2.478000000000000203e-01,0.000000000000000000e+00,1.884604594687259993e-02
2.479999999999999982e-01,0.000000000000000000e+00,1.885382478978870832e-02
2.482000000000000040e-01,0.000000000000000000e+00,1.886135428750186638e-02
2.484000000000000097e-01,0.000000000000000000e+00,1.886883267316862706e-02
2.486000000000000154e-01,0.000000000000000000e+00,1.887617255825346785e-02
2.488000000000000211e-01,0.000000000000000000e+00,1.888335023400857307e-02
2.489999999999999991e-01,0.000000000000000000e+00,1.889050018410680376e-02
2.492000000000000048e-01,0.000000000000000000e+00,1.889737689963793751e-02
2.494000000000000106e-01,0.000000000000000000e+00,1.890426003070125663e-02
2.496000000000000163e-01,0.000000000000000000e+00,1.891091210518919957e-02
2.498000000000000220e-01,0.000000000000000000e+00,1.891749391356043267e-02
2.500000000000000000e-01,0.000000000000000000e+00,1.892395529423706799e-02
2.502000000000000335e-01,0.000000000000000000e+00,1.893023553653281482e-02
2.504000000000000115e-01,0.000000000000000000e+00,1.893650495813455417e-02
2.505999999999999894e-01,0.000000000000000000e+00,1.894248435567212965e-02
2.508000000000000229e-01,0.000000000000000000e+00,1.894846881121542773e-02
2.510000000000000009e-01,0.000000000000000000e+00,1.895423983692499578e-02
2.512000000000000344e-01,0.000000000000000000e+00,1.895992214036114343e-02
2.514000000000000123e-01,0.000000000000000000e+00,1.896550145665205911e-02
2.515999999999999903e-01,0.000000000000000000e+00,1.897088137739748326e-02
2.518000000000000238e-01,0.000000000000000000e+00,1.897626136336148794e-02
2.520000000000000018e-01,0.000000000000000000e+00,1.898134601388925743e-02
2.522000000000000353e-01,0.000000000000000000e+00,1.898642896817194156e-02
2.524000000000000132e-01,0.000000000000000000e+00,1.899131555296565063e-02
2.525999999999999912e-01,0.000000000000000000e+00,1.899609557315653369e-02
2.528000000000000247e-01,0.000000000000000000e+00,1.900078950972194577e-02
2.530000000000000027e-01,0.000000000000000000e+00,1.900526638082799744e-02
2.532000000000000361e-01,0.000000000000000000e+00,1.900974814990801301e-02
2.534000000000000141e-01,0.000000000000000000e+00,1.901394092358465321e-02
2.535999999999999921e-01,0.000000000000000000e+00,1.901811972547626933e-02
2.538000000000000256e-01,0.000000000000000000e+00,1.902211874664930247e-02
2.540000000000000036e-01,0.000000000000000000e+00,1.902599388875141767e-02
2.542000000000000370e-01,0.000000000000000000e+00,1.902979940835814246e-02
2.544000000000000150e-01,0.000000000000000000e+00,1.903337069334647483e-02
2.545999999999999930e-01,0.000000000000000000e+00,1.903694703308126887e-02
2.548000000000000265e-01,0.000000000000000000e+00,1.904024971640963862e-02
2.550000000000000044e-01,0.000000000000000000e+00,1.904352191727377852e-02
2.552000000000000379e-01,0.000000000000000000e+00,1.904663054879362008e-02
2.554000000000000159e-01,0.000000000000000000e+00,1.904872537792412154e-02
2.555999999999999939e-01,0.000000000000000000e+00,1.904891776782464616e-02
2.558000000000000274e-01,0.000000000000000000e+00,1.904720581219132222e-02
2.560000000000000053e-01,0.000000000000000000e+00,1.904358993615978823e-02
2.562000000000000388e-01,0.000000000000000000e+00,1.903807108407191279e-02
2.564000000000000168e-01,0.000000000000000000e+00,1.903065071817418297e-02
2.565999999999999948e-01,0.000000000000000000e+00,1.902133081661357486e-02
2.568000000000000282e-01,0.000000000000000000e+00,1.901011387073711298e-02
2.570000000000000062e-01,0.000000000000000000e+00,1.899700288170422940e-02
2.572000000000000397e-01,0.000000000000000000e+00,1.898200135642177933e-02
2.574000000000000177e-01,0.000000000000000000e+00,1.896511330281527852e-02
2.575999999999999956e-01,0.000000000000000000e+00,1.894634322445043137e-02
2.578000000000000291e-01,0.000000000000000000e+00,1.892569611452229669e-02
2.580000000000000071e-01,0.000000000000000000e+00,1.890317744923005611e-02
2.581999999999999851e-01,0.000000000000000000e+00,1.887879318055772637e-02
2.584000000000000186e-01,0.000000000000000000e+00,1.885254972848314850e-02
2.585999999999999965e-01,0.000000000000000000e+00,1.882445397263777728e-02
2.588000000000000300e-01,0.000000000000000000e+00,1.879451324344258434e-02
2.590000000000000080e-01,0.000000000000000000e+00,1.876273531274592898e-02
2.591999999999999860e-01,0.000000000000000000e+00,1.872912838399036495e-02
2.594000000000000195e-01,0.000000000000000000e+00,1.869370108193637789e-02
2.595999999999999974e-01,0.000000000000000000e+00,1.865646244197236361e-02
2.598000000000000309e-01,0.000000000000000000e+00,1.861742189903961911e-02
2.600000000000000089e-01,0.000000000000000000e+00,1.857658927620345693e-02
2.601999999999999869e-01,0.000000000000000000e+00,1.853397477290033221e-02
2.604000000000000203e-01,0.000000000000000000e+00,1.848958895289196450e-02
2.605999999999999983e-01,0.000000000000000000e+00,1.844344273195780426e-02
2.608000000000000318e-01,0.000000000000000000e+00,1.839554736535608387e-02
2.610000000000000098e-01,0.000000000000000000e+00,1.834591443508533370e-02
2.611999999999999877e-01,0.000000000000000000e+00,1.829455583697612089e-02
2.614000000000000212e-01,0.000000000000000000e+00,1.824148376764378118e-02
2.615999999999999992e-01,0.000000000000000000e+00,1.818671071133187017e-02
2.618000000000000327e-01,0.000000000000000000e+00,1.813024942667581380e-02
2.620000000000000107e-01,0.000000000000000000e+00,1.807228620194741356e-02
2.621999999999999886e-01,0.000000000000000000e+00,1.801407850448927608e-02
2.624000000000000221e-01,0.000000000000000000e+00,1.795577228974951436e-02
2.626000000000000001e-01,0.000000000000000000e+00,1.789729645742162839e-02
2.628000000000000336e-01,0.000000000000000000e+00,1.783882418595180916e-02
2.630000000000000115e-01,0.000000000000000000e+00,1.778034610954102104e-02
2.631999999999999895e-01,0.000000000000000000e+00,1.772160332666094032e-02
2.634000000000000230e-01,0.000000000000000000e+00,1.766286066463332652e-02
2.636000000000000010e-01,0.000000000000000000e+00,1.760412149297374898e-02
2.638000000000000345e-01,0.000000000000000000e+00,1.754519327180366697e-02
2.640000000000000124e-01,0.000000000000000000e+00,1.748617428716046224e-02
2.641999999999999904e-01,0.000000000000000000e+00,1.742715874584552932e-02
2.644000000000000239e-01,0.000000000000000000e+00,1.736805256345623841e-02
2.646000000000000019e-01,0.000000000000000000e+00,1.730875121504804603e-02
2.648000000000000353e-01,0.000000000000000000e+00,1.724945326819977628e-02
2.650000000000000133e-01,0.000000000000000000e+00,1.719015536734641580e-02
2.651999999999999913e-01,0.000000000000000000e+00,1.713057743882540063e-02
2.654000000000000248e-01,0.000000000000000000e+00,1.707099094868303607e-02
2.656000000000000028e-01,0.000000000000000000e+00,1.701140781307248356e-02
2.658000000000000362e-01,0.000000000000000000e+00,1.695163879360772965e-02
