s,round8_attack_deficit,round9_seed_deficit
2.960000000000000131e-02,0.000000000000000000e+00,3.018401304097915669e-02
2.980000000000000010e-02,0.000000000000000000e+00,3.022389045875598090e-02
3.000000000000000236e-02,0.000000000000000000e+00,3.026320638815723635e-02
3.020000000000000115e-02,0.000000000000000000e+00,3.030189603309702689e-02
3.039999999999999994e-02,0.000000000000000000e+00,3.033992770221497631e-02
3.060000000000000220e-02,0.000000000000000000e+00,3.037743555922729766e-02
3.080000000000000099e-02,0.000000000000000000e+00,3.041427952632142634e-02
3.099999999999999978e-02,0.000000000000000000e+00,3.045052039294619817e-02
3.120000000000000204e-02,0.000000000000000000e+00,3.048619176314634749e-02
3.140000000000000430e-02,0.000000000000000000e+00,3.052120337375585635e-02
3.160000000000000309e-02,0.000000000000000000e+00,3.055566860559293108e-02
3.180000000000000188e-02,0.000000000000000000e+00,3.058951778854962500e-02
3.200000000000000067e-02,0.000000000000000000e+00,3.062272347462556901e-02
3.219999999999999946e-02,0.000000000000000000e+00,3.065541801068282293e-02
3.239999999999999825e-02,0.000000000000000000e+00,3.068746071734951286e-02
3.260000000000000397e-02,0.000000000000000000e+00,3.071891867406727206e-02
3.280000000000000276e-02,0.000000000000000000e+00,3.074981848384553129e-02
3.300000000000000155e-02,0.000000000000000000e+00,3.078007179091478071e-02
3.320000000000000034e-02,0.000000000000000000e+00,3.080980090709322522e-02
3.339999999999999913e-02,0.000000000000000000e+00,3.083892396311145589e-02
3.360000000000000486e-02,0.000000000000000000e+00,3.086742450767357426e-02
3.380000000000000365e-02,0.000000000000000000e+00,3.089542673887657812e-02
3.400000000000000244e-02,0.000000000000000000e+00,3.092279229369620380e-02
3.420000000000000123e-02,0.000000000000000000e+00,3.094959772976188170e-02
3.440000000000000002e-02,0.000000000000000000e+00,3.097585653115507431e-02
3.459999999999999881e-02,0.000000000000000000e+00,3.100148506117834935e-02
3.480000000000000454e-02,0.000000000000000000e+00,3.102661762582037408e-02
3.500000000000000333e-02,0.000000000000000000e+00,3.105115426813547658e-02
3.520000000000000212e-02,0.000000000000000000e+00,3.107509485532230012e-02
3.540000000000000091e-02,0.000000000000000000e+00,3.109855049615213932e-02
3.559999999999999970e-02,0.000000000000000000e+00,3.112138737244758702e-02
3.579999999999999849e-02,0.000000000000000000e+00,3.114369396902328530e-02
3.600000000000000422e-02,0.000000000000000000e+00,3.116546595096066422e-02
3.620000000000000301e-02,0.000000000000000000e+00,3.118662651220915905e-02
3.640000000000000180e-02,0.000000000000000000e+00,3.120732426019622030e-02
3.660000000000000059e-02,0.000000000000000000e+00,3.122743671202251117e-02
3.679999999999999938e-02,0.000000000000000000e+00,3.124698393705465857e-02
3.700000000000000511e-02,0.000000000000000000e+00,3.126606041209115117e-02
3.720000000000000390e-02,0.000000000000000000e+00,3.128453840731969943e-02
3.740000000000000269e-02,0.000000000000000000e+00,3.130252003395871119e-02
3.760000000000000148e-02,0.000000000000000000e+00,3.131997987290159602e-02
3.780000000000000027e-02,0.000000000000000000e+00,3.133684935976736169e-02
3.799999999999999906e-02,0.000000000000000000e+00,3.135329293920044447e-02
3.820000000000000479e-02,0.000000000000000000e+00,3.136916264111917763e-02
3.840000000000000357e-02,0.000000000000000000e+00,3.138450116634788900e-02
3.860000000000000236e-02,0.000000000000000000e+00,3.139916769564644883e-02
3.880000000000000115e-02,0.000000000000000000e+00,3.140973976819232127e-02
3.899999999999999994e-02,0.000000000000000000e+00,3.141508926441857752e-02
3.919999999999999873e-02,0.000000000000000000e+00,3.141520940195850764e-02
3.940000000000000446e-02,0.000000000000000000e+00,3.141010300005128708e-02
3.960000000000000325e-02,0.000000000000000000e+00,3.139978246119128069e-02
3.980000000000000204e-02,0.000000000000000000e+00,3.138534825716237514e-02
4.000000000000000083e-02,0.000000000000000000e+00,3.137021265075369547e-02
4.019999999999999962e-02,0.000000000000000000e+00,3.135462041001301631e-02
4.040000000000000535e-02,0.000000000000000000e+00,3.133858301708970090e-02
4.060000000000000414e-02,0.000000000000000000e+00,3.132192819012065421e-02
4.080000000000000293e-02,0.000000000000000000e+00,3.130138751695044769e-02
4.100000000000000172e-02,0.000000000000000000e+00,3.127577016005189670e-02
4.120000000000000051e-02,0.000000000000000000e+00,3.124649836620992105e-02
4.139999999999999930e-02,0.000000000000000000e+00,3.121685290313879271e-02
4.160000000000000503e-02,0.000000000000000000e+00,3.118670778392036713e-02
4.180000000000000382e-02,0.000000000000000000e+00,3.115609350489320639e-02
4.200000000000000261e-02,0.000000000000000000e+00,3.112521209134729017e-02
4.220000000000000140e-02,0.000000000000000000e+00,3.109381228273542380e-02
4.240000000000000019e-02,0.000000000000000000e+00,3.106202193579248039e-02
4.259999999999999898e-02,0.000000000000000000e+00,3.102990551677454328e-02
4.280000000000000471e-02,0.000000000000000000e+00,3.099728071669727303e-02
4.300000000000000350e-02,0.000000000000000000e+00,3.096434333408088282e-02
4.320000000000000229e-02,0.000000000000000000e+00,3.093102166325900626e-02
4.340000000000000108e-02,0.000000000000000000e+00,3.089720164557455129e-02
4.359999999999999987e-02,0.000000000000000000e+00,3.086314631139679132e-02
4.379999999999999866e-02,0.000000000000000000e+00,3.082864917924697801e-02
4.400000000000000439e-02,0.000000000000000000e+00,3.079369404021141399e-02
4.420000000000000318e-02,0.000000000000000000e+00,3.075851952956984436e-02
4.440000000000000197e-02,0.000000000000000000e+00,3.072287670613154872e-02
4.460000000000000075e-02,0.000000000000000000e+00,3.068683867056518078e-02
4.479999999999999954e-02,0.000000000000000000e+00,3.065055153349530159e-02
4.500000000000000527e-02,0.000000000000000000e+00,3.061379271352366455e-02
4.520000000000000406e-02,0.000000000000000000e+00,3.057671410381908317e-02
4.540000000000000285e-02,0.000000000000000000e+00,3.053933059123534882e-02
4.560000000000000164e-02,0.000000000000000000e+00,3.050148534188594149e-02
4.580000000000000043e-02,0.000000000000000000e+00,3.046339497579415856e-02
4.599999999999999922e-02,0.000000000000000000e+00,3.042494454173459359e-02
4.620000000000000495e-02,0.000000000000000000e+00,3.038604859218530310e-02
4.640000000000000374e-02,0.000000000000000000e+00,3.034696876059530743e-02
4.660000000000000253e-02,0.000000000000000000e+00,3.030748065047317308e-02
4.680000000000000132e-02,0.000000000000000000e+00,3.026758863927192858e-02
4.700000000000000011e-02,0.000000000000000000e+00,3.022752226776773826e-02
4.719999999999999890e-02,0.000000000000000000e+00,3.018702547330494312e-02
4.740000000000000463e-02,0.000000000000000000e+00,3.014619231587433931e-02
4.760000000000000342e-02,0.000000000000000000e+00,3.010514151166178085e-02
4.780000000000000221e-02,0.000000000000000000e+00,3.006366472866941336e-02
4.800000000000000100e-02,0.000000000000000000e+00,3.002192354236422542e-02
4.819999999999999979e-02,0.000000000000000000e+00,2.997991158925925048e-02
4.840000000000000552e-02,0.000000000000000000e+00,2.993748317829861977e-02
4.860000000000000431e-02,0.000000000000000000e+00,2.989486155124993633e-02
4.880000000000000310e-02,0.000000000000000000e+00,2.985191656654261061e-02
4.900000000000000189e-02,0.000000000000000000e+00,2.980857330514565667e-02
4.920000000000000068e-02,0.000000000000000000e+00,2.976508966666705294e-02
4.939999999999999947e-02,0.000000000000000000e+00,2.972123937343286448e-02
4.960000000000000520e-02,0.000000000000000000e+00,2.967703039577713336e-02
4.980000000000000399e-02,0.000000000000000000e+00,2.963269001181519091e-02
5.000000000000000278e-02,0.000000000000000000e+00,2.958796170726629010e-02
5.020000000000000157e-02,0.000000000000000000e+00,2.954294011726027458e-02
5.040000000000000036e-02,0.000000000000000000e+00,2.949774341804833194e-02
5.059999999999999915e-02,0.000000000000000000e+00,2.945216394473204949e-02
5.080000000000000487e-02,0.000000000000000000e+00,2.940635968319893837e-02
5.100000000000000366e-02,0.000000000000000000e+00,2.936032934234892103e-02
5.120000000000000245e-02,0.000000000000000000e+00,2.931392506214627533e-02
5.140000000000000124e-02,0.000000000000000000e+00,2.926736374586041967e-02
5.160000000000000003e-02,0.000000000000000000e+00,2.922052579303279635e-02
5.180000000000000576e-02,0.000000000000000000e+00,2.917332747861921954e-02
5.200000000000000455e-02,0.000000000000000000e+00,2.912602931648176213e-02
5.220000000000000334e-02,0.000000000000000000e+00,2.907840926349525984e-02
5.240000000000000213e-02,0.000000000000000000e+00,2.903046637360736509e-02
5.260000000000000092e-02,0.000000000000000000e+00,2.898243185181606507e-02
5.279999999999999971e-02,0.000000000000000000e+00,2.893405467377424545e-02
5.300000000000000544e-02,0.000000000000000000e+00,2.888541197400520955e-02
5.320000000000000423e-02,0.000000000000000000e+00,2.883664520073375356e-02
5.340000000000000302e-02,0.000000000000000000e+00,2.878753531967711415e-02
5.360000000000000181e-02,0.000000000000000000e+00,2.873822516256140797e-02
