real_w,imag_w,G_real,G_imag,orbit_block
8.058333333333334,-0.18666666666666668,0.00167899857930362,-0.02717274958912215,-0.001471078568007669
8.058333333333334,-0.18333333333333335,0.0009159393138009064,-0.02689814445944831,-0.0014453424610695676
8.058333333333334,-0.18000000000000002,0.00016794689745607688,-0.026611908165350882,-0.0014163309000814076
8.058333333333334,-0.17666666666666667,-0.000565051738141871,-0.026314274728777308,-0.001384243542069582
8.058333333333334,-0.17333333333333334,-0.0012831282121251383,-0.026005476908956,-0.0013492768225069846
8.058333333333334,-0.17,-0.0019863527004707025,-0.025685746227797884,-0.0013116239244563318
8.058333333333334,-0.16666666666666669,-0.0026747939420025298,-0.025355312995182667,-0.001271474748903011
8.058333333333334,-0.16333333333333333,-0.003348519244271063,-0.025014406334132447,-0.0012290158862396637
8.058333333333334,-0.16,-0.004007594489308989,-0.024663254205875913,-0.0011844305888658324
8.058333333333334,-0.15666666666666668,-0.0046520841392669494,-0.024302083434804285,-0.0011378987448667393
8.058333333333334,-0.15333333333333335,-0.005282051241926926,-0.023931119733320138,-0.0010895968527363253
8.058333333333334,-0.15000000000000002,-0.005897557436095678,-0.023550587726585314,-0.0010396979971110869
8.058333333333334,-0.14666666666666667,-0.006498662956876251,-0.02316071097716488,-0.0009883718254813806
8.058333333333334,-0.14333333333333334,-0.007085426640821641,-0.022761712009576256,-0.0009357845258488457
8.058333333333334,-0.14,-0.007657905930967091,-0.02235381233473665,-0.0008820988052981669
8.058333333333334,-0.13666666666666666,-0.008216156881744912,-0.02193723247432173,-0.0008274738694539831
8.058333333333334,-0.13333333333333336,-0.008760234163778479,-0.02151219198502754,-0.0007720654027929028
8.058333333333334,-0.13,-0.009290191068561191,-0.021078909482745933,-0.0007160255497828446
8.058333333333334,-0.12666666666666668,-0.009806079513013682,-0.020637602666651836,-0.0006595028968220966
8.058333333333334,-0.12333333333333334,-0.01030795004392741,-0.02018848834320268,-0.0006026424549510547
8.058333333333334,-0.12000000000000001,-0.010795851842287256,-0.019731782450060357,-0.0005455856433117856
8.058333333333334,-0.11666666666666667,-0.011269832727481485,-0.019267700079925218,-0.0004884702733290749
8.058333333333334,-0.11333333333333334,-0.011729939161391464,-0.018796455504298447,-0.0004314305335902526
8.058333333333334,-0.11,-0.012176216252368088,-0.01831826219716301,-0.0003745969753991572
8.058333333333334,-0.10666666666666667,-0.012608707759090832,-0.017833332858592496,-0.00031809649898239487
8.058333333333334,-0.10333333333333333,-0.013027456094312058,-0.017341879438288684,-0.0002620523403258229
8.058333333333334,-0.1,-0.013432502328486556,-0.01684411315904722,-0.000206584058619982
8.066666666666666,-0.2,0.005384113303839616,-0.026110906767914627,-0.0013055815523482944
8.066666666666666,-0.19666666666666668,0.004592025659237185,-0.025922970846006817,-0.0013018274356556535
8.066666666666666,-0.19333333333333336,0.0038147071430750176,-0.025722259726011224,-0.001294165309649903
8.066666666666666,-0.19,0.003052082293114662,-0.02550901635147828,-0.0012827894177920845
8.066666666666666,-0.18666666666666668,0.0023040770568819938,-0.025283482284119505,-0.0012678914106546697
8.066666666666666,-0.18333333333333335,0.0015706187853610151,-0.025045897729998056,-0.0012496602994651856
8.066666666666666,-0.18000000000000002,0.0008516362268049527,-0.024796501565594882,-0.0012282824112594857
8.066666666666666,-0.17666666666666667,0.00014705952066693811,-0.024535531363751247,-0.0012039413455980047
8.066666666666666,-0.17333333333333334,-0.0005431798083495448,-0.02426322341949,-0.0011768179327997785
8.066666666666666,-0.17,-0.0012191488561247923,-0.023979812775719353,-0.0011470901936503255
8.066666666666666,-0.16666666666666669,-0.0018809133448384266,-0.023685533248818415,-0.0011149333005401828
8.066666666666666,-0.16333333333333333,-0.002528537628567362,-0.023380617454110495,-0.0010805195399927507
8.066666666666666,-0.16,-0.0031620846987699056,-0.023065296831224425,-0.0010440182765405934
8.066666666666666,-0.15666666666666668,-0.0037816161896502137,-0.02273980166934758,-0.0010055959179108768
8.066666666666666,-0.15333333333333335,-0.0043871923834102634,-0.02240436113236914,-0.0009654158814811202
8.066666666666666,-0.15000000000000002,-0.004978872215386343,-0.022059203283923832,-0.0009236385619686597
8.066666666666666,-0.14666666666666667,-0.005556713279070053,-0.021704555112327807,-0.0008804213003165634
8.066666666666666,-0.14333333333333334,-0.006120771831014414,-0.021340642555419925,-0.0008359183537417207
8.066666666666666,-0.14,-0.006671102795628929,-0.020967690525301712,-0.0007902808669099582
8.066666666666666,-0.13666666666666666,-0.007207759769858067,-0.02058592293298402,-0.000743656844205546
8.066666666666666,-0.13333333333333336,-0.0077307950277497525,-0.020195562712939964,-0.0006961911230624214
8.066666666666666,-0.13,-0.0082402595249082,-0.019796831847567323,-0.000648025348326031
8.066666666666666,-0.12666666666666668,-0.008736202902836759,-0.019389951391562653,-0.0005992979476152581
8.066666666666666,-0.12333333333333334,-0.009218673493168565,-0.018975141496209283,-0.0005501441076550294
8.066666666666666,-0.12000000000000001,-0.009687718321784639,-0.01855262143358108,-0.0005006957515510605
8.066666666666666,-0.11666666666666667,-0.010143383112821203,-0.018122609620664976,-0.0004510815169791048
8.066666666666666,-0.11333333333333334,-0.010585712292567339,-0.01768532364340281,-0.0004014267352617823
8.066666666666666,-0.11,-0.011014748993250605,-0.017240980280658694,-0.00035185341130749344
8.066666666666666,-0.10666666666666667,-0.011430535056711953,-0.016789795528108074,-0.00030248020438591395
8.066666666666666,-0.10333333333333333,-0.011833111037973916,-0.01633198462205658,-0.000253422409716145
8.066666666666666,-0.1,-0.012222516208695147,-0.015867762063187157,-0.00020479194084421193
8.075,-0.2,0.0057920278575728165,-0.024153047908077565,-0.001099644273093981
8.075,-0.19666666666666668,0.00503241958699964,-0.02400136306836827,-0.0011014803644800297
8.075,-0.19333333333333336,0.004286966980119142,-0.023836717024583044,-0.0010996219852428307
8.075,-0.19,0.003555598081884437,-0.023659356170110987,-0.0010942457133285373
8.075,-0.18666666666666668,0.0028382422810074026,-0.02346952550098517,-0.0010855260159913904
8.075,-0.18333333333333335,0.002134830303969472,-0.023267468642366656,-0.0010736351931935385
8.075,-0.18000000000000002,0.0014452942091472964,-0.023053427874899956,-0.0010587433228644392
8.075,-0.17666666666666667,0.0007695673810499959,-0.022827644160944165,-0.0010410182079694241
8.075,-0.17333333333333334,0.0001075845246702109,-0.022590357170682696,-0.001020625325338133
8.075,-0.17,-0.0005407183400542234,-0.022341805308112857,-0.0009977277762046976
8.075,-0.16666666666666669,-0.0011754038836674502,-0.0220822257369172,-0.0009724862384128558
8.075,-0.16333333333333333,-0.001796533472510707,-0.0218118544062205,-0.0009450589202406185
8.075,-0.16,-0.002404167173927156,-0.021530926076234736,-0.0009156015158001921
8.075,-0.15666666666666668,-0.002998363761358272,-0.021239674343792703,-0.0008842671619698789
8.075,-0.15333333333333335,-0.0035791807193282094,-0.0209383316677748,-0.0008512063968162606
8.075,-0.15000000000000002,-0.00414667424832095,-0.020627129394428335,-0.0008165671194656027
8.075,-0.14666666666666667,-0.0047008992695474,-0.020306297782587385,-0.0007804945513853641
8.075,-0.14333333333333334,-0.005241909429604716,-0.01997606602878729,-0.0007431311990365814
8.075,-0.14,-0.005769757105027487,-0.019636662292283696,-0.0007046168178603625
8.075,-0.13666666666666666,-0.0062844934067310815,-0.019288313719974803,-0.0006650883775618436
8.075,-0.13333333333333336,-0.006786168184348507,-0.018931246471228708,-0.000624680028656291
8.075,-0.13,-0.007274830030458562,-0.018565685742619926,-0.0005835230702433181
