mu,gamma,chi_saturation,rho_cancellation,reserve_1_minus_chi,restoring_authority_kappa,max_real_eigenvalue,stability_margin
-1.0999999999999996,0.0,0.24973989440488245,1.0,0.7502601055951176,37.47397590950413,-0.4999999999999998,0.4999999999999998
-1.0499999999999998,0.0,0.25922510081784605,1.0,0.7407748991821539,38.405489584764716,-0.5,0.5
-1.0,0.0,0.2689414213699951,1.0,0.7310585786300049,39.322386648296366,-0.4999999999999999,0.4999999999999999
-0.9499999999999997,0.0,0.278884821977137,1.0,0.7211151780228631,40.22161560958352,-0.4999999999999998,0.4999999999999998
-0.8999999999999999,0.0,0.28905049737499605,1.0,0.7109495026250039,41.10006146845269,-0.4999999999999999,0.4999999999999999
-0.8499999999999996,0.0,0.2994328575260271,1.0,0.7005671424739729,41.95456427196501,-0.49999999999999994,0.49999999999999994
-0.7999999999999998,0.0,0.3100255188723876,1.0,0.6899744811276124,42.78193930405889,-0.5000000000000004,0.5000000000000004
-0.75,0.0,0.320821300824607,1.0,0.679178699175393,43.5789987523628,-0.4999999999999999,0.4999999999999999
-0.6999999999999997,0.0,0.33181222783183395,1.0,0.668187772168166,44.342574658621814,-0.49999999999999983,0.49999999999999983
-0.6499999999999999,0.0,0.34298953732650117,1.0,0.6570104626734988,45.069542922210765,-0.5000000000000002,0.5000000000000002
-0.5999999999999996,0.0,0.35434369377420466,1.0,0.6456563062257954,45.75684809133147,-0.4999999999999998,0.4999999999999998
-0.5499999999999998,0.0,0.36586440898919936,1.0,0.6341355910108006,46.401528644836645,-0.49999999999999994,0.49999999999999994
-0.5,0.0,0.37754066879814535,1.0,0.6224593312018547,47.000742440318895,-0.5000000000000004,0.5000000000000004
-0.44999999999999973,0.0,0.3893607660507781,1.0,0.6106392339492219,47.55179198222587,-0.4999999999999997,0.4999999999999997
-0.3999999999999999,0.0,0.401312339887548,1.0,0.598687660112452,48.05214914830583,-0.5,0.5
-0.34999999999999964,0.0,0.41338242108267004,1.0,0.58661757891733,48.499479004500024,-0.49999999999999994,0.49999999999999994
-0.2999999999999998,0.0,0.4255574831883411,1.0,0.5744425168116589,48.891662338149175,-0.5,0.5
-0.25,0.0,0.43782349911420193,1.0,0.5621765008857981,49.22681654751967,-0.4999999999999999,0.4999999999999999
-0.19999999999999973,0.0,0.45016600268752216,1.0,0.5498339973124778,49.50331454237199,-0.49999999999999994,0.49999999999999994
-0.1499999999999999,0.0,0.46257015465625045,1.0,0.5374298453437496,49.719801335508606,-0.5,0.5
-0.09999999999999964,0.0,0.4750208125210601,1.0,0.5249791874789399,49.87520803857839,-0.4999999999999999,0.4999999999999999
-0.04999999999999982,0.0,0.48750260351578967,1.0,0.5124973964842103,49.96876301622329,-0.5,0.5
0.0,0.0,0.5,1.0,0.5,50.0,-0.4999999999999999,0.4999999999999999
0.04999999999999982,0.0,0.5124973964842103,1.0,0.48750260351578967,49.96876301622329,-0.5,0.5
0.10000000000000053,0.0,0.5249791874789401,1.0,0.4750208125210599,49.87520803857839,-0.4999999999999999,0.4999999999999999
0.15000000000000036,0.0,0.5374298453437497,1.0,0.4625701546562503,49.71980133550859,-0.49999999999999983,0.49999999999999983
0.20000000000000018,0.0,0.549833997312478,1.0,0.45016600268752205,49.50331454237199,-0.49999999999999994,0.49999999999999994
