s,x,y,kappa
4.142857142857142572e-02,3.779423404372647677e-02,1.403236489142324975e-02,2.477256613063023494e+01
4.160714285714285643e-02,3.791833484506836049e-02,1.416076540901276340e-02,2.478805707998214203e+01
4.178571428571428714e-02,3.804186472885302817e-02,1.428971528130921695e-02,2.480284528679219846e+01
4.196428571428571092e-02,3.816482369607457348e-02,1.441920966003670986e-02,2.481693250561588471e+01
4.214285714285714163e-02,3.828720612285198277e-02,1.454924905135559880e-02,2.483031370111904934e+01
4.232142857142857234e-02,3.840901219670819072e-02,1.467982846008047786e-02,2.484299106954742342e+01
4.250000000000000305e-02,3.853023637765761594e-02,1.481094825070895099e-02,2.485495992870524518e+01
4.267857142857142683e-02,3.865087890302022072e-02,1.494260341642015405e-02,2.486622274568238211e+01
4.285714285714285754e-02,3.877093407146178783e-02,1.507479440735118130e-02,2.487677489638500461e+01
4.303571428571428825e-02,3.889040215619987695e-02,1.520751621398049210e-02,2.488661910243516218e+01
4.321428571428571203e-02,3.900927821911269466e-02,1.534076854220340659e-02,2.489575191249827313e+01
4.339285714285714274e-02,3.912756138988955634e-02,1.547454743594527810e-02,2.490417488454655270e+01
4.357142857142857345e-02,3.924524828199136423e-02,1.560885118350208850e-02,2.491188667119040545e+01
4.374999999999999722e-02,3.936233629362808489e-02,1.574367736185127570e-02,2.491888698524835632e+01
4.392857142857142794e-02,3.947882417736033045e-02,1.587902238142516534e-02,2.492517725129446760e+01
4.410714285714285865e-02,3.959470701750240212e-02,1.601488580071800186e-02,2.493075468054013655e+01
4.428571428571428242e-02,3.970998482736642216e-02,1.615126295159746012e-02,2.493562240500841298e+01
4.446428571428571314e-02,3.982465418068897867e-02,1.628815210601203267e-02,2.493977962002649562e+01
4.464285714285714385e-02,3.993871218130720657e-02,1.642555106286486960e-02,2.494322626955774069e+01
4.482142857142857456e-02,4.005215787437300945e-02,1.656345601399049003e-02,2.494596465558831255e+01
4.499999999999999833e-02,4.016498765993622988e-02,1.670186533703571855e-02,2.494799413030909818e+01
4.517857142857142905e-02,4.027719945564085108e-02,1.684077614886220209e-02,2.494931591591596742e+01
4.535714285714285976e-02,4.038879194608428758e-02,1.698018496078180020e-02,2.494993220813184109e+01
4.553571428571428353e-02,4.049976195143068641e-02,1.712008978268765233e-02,2.494984318728066341e+01
4.571428571428571425e-02,4.061010701886705321e-02,1.726048802690588468e-02,2.494904998039551813e+01
4.589285714285714496e-02,4.071982606925216019e-02,1.740137603411069309e-02,2.494755535791405876e+01
4.607142857142856873e-02,4.082891691098712583e-02,1.754275103089764781e-02,2.494536093561350043e+01
4.624999999999999944e-02,4.093737559911168195e-02,1.768461157676190151e-02,2.494246650551119870e+01
4.642857142857143016e-02,4.104520183737680322e-02,1.782695342931985005e-02,2.493887600391686732e+01
4.660714285714285393e-02,4.115239354543685779e-02,1.796977373066423883e-02,2.493459148137380410e+01
4.678571428571428464e-02,4.125894852141377689e-02,1.811306971342283370e-02,2.492961495882161671e+01
4.696428571428571536e-02,4.136486345566496581e-02,1.825683941899674395e-02,2.492394737410834793e+01
4.714285714285714607e-02,4.147013783606223053e-02,1.840107882278888343e-02,2.491759278179028314e+01
4.732142857142856984e-02,4.157476970378230080e-02,1.854578498364882824e-02,2.491055376069251892e+01
4.750000000000000056e-02,4.167875713398862952e-02,1.869095493814456818e-02,2.490283302160709056e+01
4.767857142857143127e-02,4.178209753497162671e-02,1.883658619615383514e-02,2.489443267472419663e+01
4.785714285714285504e-02,4.188478915772365918e-02,1.898267566194064213e-02,2.488535581744298142e+01
4.803571428571428575e-02,4.198683082521030563e-02,1.912921984983899718e-02,2.487560622302224900e+01
4.821428571428571647e-02,4.208822074927880824e-02,1.927621571439088605e-02,2.486518711152886141e+01
4.839285714285714024e-02,4.218895717632409337e-02,1.942366019059606208e-02,2.485410182607416374e+01
4.857142857142857095e-02,4.228903838737684689e-02,1.957155019446289376e-02,2.484235383087035132e+01
4.875000000000000167e-02,4.238846178110344809e-02,1.971988323522977718e-02,2.482994579661433576e+01
4.892857142857142544e-02,4.248722655540558557e-02,1.986865561505643182e-02,2.481688228281262454e+01
4.910714285714285615e-02,4.258533121338020644e-02,2.001786411805778557e-02,2.480316722195011891e+01
4.928571428571428686e-02,4.268277417470146134e-02,2.016750559120779329e-02,2.478880454060574579e+01
4.946428571428571758e-02,4.277955389397064545e-02,2.031757686520438422e-02,2.477379827598221951e+01
4.964285714285714135e-02,4.287566886075101086e-02,2.046807475501244422e-02,2.475815257368627087e+01
4.982142857142857206e-02,4.297111759959401645e-02,2.061899606040496630e-02,2.474187168546996674e+01
5.000000000000000278e-02,4.306589865981614446e-02,2.077033757288435437e-02,2.472495995734814045e+01
5.017857142857142655e-02,4.316000999773424163e-02,2.092209645708768481e-02,2.470742125480699514e+01
5.035714285714285726e-02,4.325345093478732278e-02,2.107426903586577180e-02,2.468926078683534442e+01
5.053571428571428797e-02,4.334622013489469045e-02,2.122685205487718357e-02,2.467048320481096368e+01
5.071428571428571175e-02,4.343831629695910773e-02,2.137984224723828500e-02,2.465109325445452271e+01
5.089285714285714246e-02,4.352973815484384446e-02,2.153323633405002796e-02,2.463109577338698131e+01
5.107142857142857317e-02,4.362048447734172968e-02,2.168703102492167481e-02,2.461049568866361170e+01
