phi,z
5.078908123303499167e+00,1.491828213576923412e-01
5.087634769563470272e+00,1.507720926038537412e-01
5.096361415823442265e+00,1.523321263745912035e-01
5.105088062083414258e+00,1.538909699904132400e-01
5.113814708343385362e+00,1.554469626341427879e-01
5.122541354603357355e+00,1.570132200311818715e-01
5.131268000863328460e+00,1.585892704782171092e-01
5.139994647123300453e+00,1.601696469807205869e-01
5.148721293383272446e+00,1.617618746780948302e-01
5.157447939643243551e+00,1.633610743619072214e-01
5.166174585903215544e+00,1.649657961556510455e-01
5.174901232163187537e+00,1.665795843515634200e-01
5.183627878423158641e+00,1.682004342250638107e-01
5.192354524683130634e+00,1.698314404993778726e-01
5.201081170943101739e+00,1.714649849544470916e-01
5.209807817203073732e+00,1.731037694417492390e-01
5.218534463463045725e+00,1.747525430975516436e-01
5.227261109723016830e+00,1.764066787703279793e-01
5.235987755982988823e+00,1.780687608793080634e-01
5.244714402242959927e+00,1.797321701023851526e-01
5.253441048502931920e+00,1.814005226388352154e-01
5.262167694762903913e+00,1.830768371206842049e-01
5.270894341022875018e+00,1.847582625082616059e-01
5.279620987282847011e+00,1.864468706763552364e-01
5.288347633542818116e+00,1.881355819729512435e-01
5.297074279802790109e+00,1.898289272924177373e-01
5.305800926062762102e+00,1.915290692427439045e-01
5.314527572322733207e+00,1.932286981387736913e-01
5.323254218582705199e+00,1.949383522404389835e-01
5.331980864842677192e+00,1.966477327308559786e-01
5.340707511102648297e+00,1.983614274859430149e-01
5.349434157362620290e+00,2.000811392520106813e-01
5.358160803622591395e+00,2.017990985442444929e-01
5.366887449882563388e+00,2.035212089621543097e-01
5.375614096142535381e+00,2.052489434551303948e-01
5.384340742402506486e+00,2.069743027728677687e-01
5.393067388662478479e+00,2.087046566107290946e-01
5.401794034922449583e+00,2.104382231649528923e-01
5.410520681182421576e+00,2.121716270648258962e-01
5.419247327442393569e+00,2.139118554254708371e-01
5.427973973702364674e+00,2.156484585731975878e-01
5.436700619962336667e+00,2.173887136195090108e-01
5.445427266222307772e+00,2.191334046638332700e-01
5.454153912482279765e+00,2.208738437015391465e-01
5.462880558742251758e+00,2.226177658624772238e-01
5.471607205002222862e+00,2.243657258107111807e-01
5.480333851262194855e+00,2.261088061385299885e-01
5.489060497522166848e+00,2.278552000849868864e-01
5.497787143782137953e+00,2.296052329698116401e-01
5.506513790042109946e+00,2.313497580733968051e-01
5.515240436302081051e+00,2.330974268350154976e-01
5.523967082562053044e+00,2.348483353212116043e-01
5.532693728822025037e+00,2.365819018754335701e-01
5.541420375081996141e+00,2.382868641571439794e-01
5.550147021341968134e+00,2.399631036270441775e-01
5.558873667601939239e+00,2.416104801756973064e-01
5.567600313861911232e+00,2.432288661694470278e-01
5.576326960121883225e+00,2.448181374156075951e-01
5.585053606381854330e+00,2.463781711863419488e-01
5.593780252641826323e+00,2.479088488647201161e-01
5.602506898901797427e+00,2.494100535952192832e-01
5.611233545161769420e+00,2.508816701762897616e-01
5.619960191421741413e+00,2.523235863811907898e-01
5.628686837681712518e+00,2.537356934193822910e-01
5.637413483941684511e+00,2.551178822282954561e-01
5.646140130201656504e+00,2.564700499905716025e-01
5.654866776461627609e+00,2.577920923740735781e-01
5.663593422721599602e+00,2.590839112345469375e-01
5.672320068981570707e+00,2.603454077329937499e-01
5.681046715241542699e+00,2.615764877195522198e-01
5.689773361501514692e+00,2.627770589779534482e-01
5.698500007761485797e+00,2.639470302676127367e-01
5.707226654021457790e+00,2.650863152033378634e-01
5.715953300281428895e+00,2.661948287873873720e-01
5.724679946541400888e+00,2.672724884674159695e-01
5.733406592801372881e+00,2.683192134881989266e-01
5.742133239061343986e+00,2.693349272049280763e-01
5.750859885321315979e+00,2.703195546501072632e-01
5.759586531581287083e+00,2.712730233887652442e-01
5.768313177841259076e+00,2.721952635203231385e-01
5.777039824101231069e+00,2.730862076802473282e-01
5.785766470361202174e+00,2.739457910414893616e-01
5.794493116621174167e+00,2.747739513157181901e-01
5.803219762881146160e+00,2.755706287543500665e-01
5.811946409141117265e+00,2.763357661493776596e-01
5.820673055401089258e+00,2.770693088339969967e-01
5.829399701661060362e+00,2.777712046830513315e-01
5.838126347921032355e+00,2.784414041132804440e-01
5.846852994181004348e+00,2.790798600833730436e-01
5.855579640440975453e+00,2.796865280938530263e-01
5.864306286700947446e+00,2.802613661867726091e-01
5.873032932960918551e+00,2.808043349452319370e-01
5.881759579220890544e+00,2.813153974927224410e-01
5.890486225480862537e+00,2.817945194922991670e-01
5.899212871740833641e+00,2.822416690779043780e-01
5.907939518000805634e+00,2.826568165946498068e-01
5.916666164260776739e+00,2.830399357575388297e-01
5.925392810520748732e+00,2.833910023795948585e-01
5.934119456780720725e+00,2.837099948066747479e-01
5.942846103040691830e+00,2.839968998900384012e-01
5.951572749300663823e+00,2.842517305115382920e-01
5.960299395560635816e+00,2.844744394174126279e-01
5.969026041820606920e+00,2.846650155370409885e-01
5.977752688080578913e+00,2.848234498895225730e-01
5.986479334340550018e+00,2.849497360119377931e-01
5.995205980600522011e+00,2.850438699566432144e-01
6.003932626860494004e+00,2.851058499077125941e-01
6.012659273120465109e+00,2.851357351403703833e-01
6.021385919380437102e+00,2.851334790629866944e-01
6.030112565640408206e+00,2.850990831039910689e-01
6.038839211900380199e+00,2.850325558740197662e-01
6.047565858160352192e+00,2.849339084316295789e-01
6.056292504420323297e+00,2.848032205992191424e-01
6.065019150680295290e+00,2.846404580199807799e-01
6.073745796940266395e+00,2.844456266488193941e-01
6.082472443200238388e+00,2.842187475507292338e-01
6.091199089460210381e+00,2.839599164735532866e-01
6.099925735720181486e+00,2.836691114516254886e-01
6.108652381980153478e+00,2.833463398932421495e-01
6.117379028240125471e+00,2.829916665233010442e-01
6.126105674500096576e+00,2.826051645848827176e-01
6.134832320760068569e+00,2.821867995570275234e-01
6.143558967020039674e+00,2.817366449172351572e-01
6.152285613280011667e+00,2.812547899707952270e-01
6.161012259539983660e+00,2.807411973926327020e-01
6.169738905799954765e+00,2.801959887864563514e-01
6.178465552059926758e+00,2.796191904720872756e-01
6.187192198319897862e+00,2.790108201139864796e-01
6.195918844579869855e+00,2.783710325003198593e-01
6.204645490839841848e+00,2.776997657886860482e-01
6.213372137099812953e+00,2.769972049467591124e-01
6.222098783359784946e+00,2.762633053437574260e-01
6.230825429619756051e+00,2.754982286530591185e-01
6.239552075879728044e+00,2.747019606734620312e-01
6.248278722139700037e+00,2.738746620485069672e-01
6.257005368399671141e+00,2.730163082854028533e-01
6.265732014659643134e+00,2.721271003747601225e-01
6.274458660919615127e+00,2.712069976388508108e-01
