phi,z
1.684242728174528025e+00,1.057373873928449393e-01
1.692969374434499574e+00,1.041029613372861790e-01
1.701696020694471345e+00,1.024689904620950526e-01
1.710422666954442894e+00,1.008318405099195292e-01
1.719149313214414665e+00,9.919533547167422305e-02
1.727875959474386214e+00,9.755955091075735330e-02
1.736602605734357985e+00,9.592278750435248580e-02
1.745329251994329534e+00,9.429933037650377325e-02
1.754055898254301304e+00,9.280146258515591107e-02
1.762782544514272853e+00,9.144633852072442393e-02
1.771509190774244402e+00,9.022957664664144062e-02
1.780235837034216173e+00,8.915462800539025734e-02
1.788962483294187722e+00,8.823348295474892078e-02
1.797689129554159493e+00,8.746883849415344747e-02
1.806415775814131042e+00,8.686430749550271002e-02
1.815142422074102813e+00,8.642224181741885169e-02
1.823869068334074361e+00,8.612676188219522966e-02
1.832595714594046132e+00,8.589209116631593699e-02
1.841322360854017681e+00,8.571358252392687060e-02
1.850049007113989230e+00,8.558198754475770942e-02
1.858775653373961001e+00,8.550335954058370380e-02
1.867502299633932550e+00,8.546937394341549976e-02
1.876228945893904321e+00,8.548216284129035725e-02
1.884955592153875870e+00,8.553948768028772631e-02
1.893682238413847641e+00,8.564036090334642415e-02
1.902408884673819189e+00,8.576827628393170200e-02
1.911135530933790960e+00,8.589568716915424451e-02
1.919862177193762509e+00,8.601884027593660609e-02
1.928588823453734058e+00,8.613457212609855473e-02
1.937315469713705829e+00,8.623294807015301211e-02
1.946042115973677378e+00,8.629947530012437029e-02
1.954768762233649149e+00,8.633387125912127258e-02
1.963495408493620697e+00,8.633612733650429527e-02
1.972222054753592468e+00,8.630624210384742201e-02
1.980948701013564017e+00,8.624426215277661290e-02
1.989675347273535788e+00,8.615306474256917424e-02
1.998401993533507337e+00,8.605893079786340605e-02
2.007128639793478886e+00,8.593264467544711738e-02
2.015855286053450435e+00,8.577421032296518588e-02
2.024581932313422428e+00,8.558363420333670035e-02
2.033308578573393977e+00,8.541110941599903972e-02
2.042035224833365525e+00,8.528932369809127945e-02
2.050761871093337074e+00,8.521727981631151139e-02
2.059488517353309067e+00,8.519691161203803154e-02
2.068215163613280616e+00,8.522943100589279453e-02
2.076941809873252165e+00,8.531483320884861166e-02
2.085668456133223714e+00,8.545867148557301229e-02
2.094395102393195263e+00,8.566097660831127614e-02
2.103121748653167256e+00,8.592452959704628690e-02
2.111848394913138804e+00,8.625240307702991549e-02
2.120575041173110353e+00,8.664858639622885494e-02
2.129301687433081902e+00,8.711777970470425958e-02
2.138028333693053895e+00,8.766578536365592089e-02
2.146754979953025444e+00,8.829538801792606584e-02
2.155481626212996993e+00,8.899662230231007720e-02
2.164208272472968542e+00,8.977956381989352086e-02
2.172934918732940091e+00,9.066541957945452312e-02
2.181661564992912083e+00,9.163034209090219206e-02
2.190388211252883632e+00,9.268173057792758462e-02
2.199114857512855181e+00,9.384393807608629179e-02
2.207841503772826730e+00,9.506891626754984670e-02
2.216568150032798723e+00,9.641526458884677742e-02
2.225294796292770272e+00,9.782287033846197299e-02
2.234021442552741821e+00,9.933957181103711398e-02
2.242748088812713370e+00,1.009374900795577540e-01
2.251474735072684918e+00,1.026041588185434006e-01
2.260201381332656911e+00,1.043826331875764984e-01
2.268928027592628460e+00,1.062060662102511516e-01
2.277654673852600009e+00,1.081090316841877702e-01
