mode,cos_coefficient,sin_coefficient
1.000000000000000000e+00,8.883197908380860430e-02,8.518377427103841770e-02
2.000000000000000000e+00,1.900533651232310994e+00,-5.026959653591456245e-01
3.000000000000000000e+00,-1.016909605170506437e+00,8.438134910255587484e-02
4.000000000000000000e+00,-4.379843002816987685e-01,3.485096489582668600e-01
5.000000000000000000e+00,9.181313150311463112e-01,7.468799500584575313e-01
6.000000000000000000e+00,7.881940915542895443e-02,-8.087294015335083630e-01
7.000000000000000000e+00,-3.497068439879423285e-01,1.159855773775215204e-01
8.000000000000000000e+00,-1.364029937334278464e-01,3.881844974255584391e-01
