mode,cos_coefficient,sin_coefficient
1.000000000000000000e+00,7.259071741972539238e-02,5.290307910174747441e-01
2.000000000000000000e+00,1.867472966654542876e+00,-6.429245396423390879e-01
3.000000000000000000e+00,-1.108792655534205362e+00,1.560490399679040352e-01
4.000000000000000000e+00,-3.762622254784006581e-01,5.819162587940416298e-01
5.000000000000000000e+00,1.149373890181975000e+00,6.077058487227195993e-01
6.000000000000000000e+00,1.465808974905438433e-01,-6.536263725253425028e-01
