s,x,y,kappa
6.844741235392320933e-02,6.654270744034267160e-02,1.386686422231269734e-02,5.801531243161655915e+00
7.011686143572620766e-02,6.807183819796411295e-02,1.453678782402388452e-02,5.790238440531982000e+00
7.178631051752921988e-02,6.959442183565593687e-02,1.522146121833759837e-02,5.778740340977401857e+00
7.345575959933221821e-02,7.111032950726112190e-02,1.592079133290249388e-02,5.767041070399916869e+00
7.512520868113523043e-02,7.261943407183493737e-02,1.663468360929477516e-02,5.755144784460530794e+00
7.679465776293822876e-02,7.412161011140652733e-02,1.736304204264604162e-02,5.743055665184475522e+00
7.846410684474124098e-02,7.561673394735114739e-02,1.810576922100246705e-02,5.730777917612186911e+00
8.013355592654423931e-02,7.710468365915712496e-02,1.886276637446287346e-02,5.718315766333290640e+00
8.180300500834725153e-02,7.858533909826642683e-02,1.963393341339827666e-02,5.705673452252240985e+00
8.347245409015024986e-02,8.005858190092600413e-02,2.041916896754815414e-02,5.692855229390510807e+00
8.514190317195326208e-02,8.152429549888302873e-02,2.121837042297305270e-02,5.679865361778086097e+00
8.681135225375626041e-02,8.298236513675062709e-02,2.203143397817176191e-02,5.666708120088904010e+00
8.848080133555927262e-02,8.443267787933241009e-02,2.285825467720217080e-02,5.653387778715734946e+00
9.015025041736227096e-02,8.587512261681523595e-02,2.369872644159537814e-02,5.639908612924488196e+00
9.181969949916528317e-02,8.730959008227476281e-02,2.455274213298220057e-02,5.626274895575548385e+00
9.348914858096828151e-02,8.873597285164136483e-02,2.542019357707658508e-02,5.612490894540625774e+00
9.515859766277129372e-02,9.015416535131620668e-02,2.630097160815299956e-02,5.598560869854698474e+00
9.682804674457429206e-02,9.156406386862157853e-02,2.719496612063315374e-02,5.584489070827149959e+00
9.849749582637730427e-02,9.296556654629702099e-02,2.810206608920059676e-02,5.570279733728161986e+00
1.001669449081803026e-01,9.435857339830780455e-02,2.902215963475497998e-02,5.555937078817316355e+00
1.018363939899833148e-01,9.574298629881637657e-02,2.995513403754784809e-02,5.541465308287133240e+00
1.035058430717863132e-01,9.711870899675047186e-02,3.090087580272984219e-02,5.526868603451300821e+00
1.051752921535893254e-01,9.848564710510783471e-02,3.185927067816064079e-02,5.512151122763532030e+00
1.068447412353923237e-01,9.984370810736109547e-02,3.283020370645945568e-02,5.497316999373375701e+00
1.085141903171953220e-01,1.011928013561984585e-01,3.381355926328452610e-02,5.482370338977207602e+00
1.101836393989983343e-01,1.025328380649928456e-01,3.480922108449991531e-02,5.467315217917805725e+00
1.118530884808013326e-01,1.038637313138345564e-01,3.581707231962948795e-02,5.452155680954095196e+00
1.135225375626043448e-01,1.051853960402655691e-01,3.683699555964639605e-02,5.436895739506280023e+00
1.151919866444073431e-01,1.064977490338642196e-01,3.786887287282759279e-02,5.421539369851934076e+00
1.168614357262103554e-01,1.078007089338397367e-01,3.891258584605706422e-02,5.406090511316067548e+00
1.185308848080133537e-01,1.090941962242758800e-01,3.996801562261272089e-02,5.390553064592429777e+00
1.202003338898163659e-01,1.103781332232688650e-01,4.103504293139610681e-02,5.374930890269714823e+00
1.218697829716193642e-01,1.116524440771066717e-01,4.211354812462276415e-02,5.359227807303906133e+00
1.235392320534223765e-01,1.129170547526271717e-01,4.320341121305311394e-02,5.343447591602420665e+00
1.252086811352253748e-01,1.141718930283208283e-01,4.430451189976887527e-02,5.327593974703242807e+00
1.268781302170283731e-01,1.154168884848153082e-01,4.541672961343497239e-02,5.311670642533742104e+00
1.285475792988313992e-01,1.166519724947678305e-01,4.653994354103547365e-02,5.295681234248067248e+00
1.302170283806343976e-01,1.178770782121888600e-01,4.767403266007150947e-02,5.279629341142097587e+00
1.318864774624373959e-01,1.190921405612243300e-01,4.881887577021265523e-02,5.263518505644692702e+00
1.335559265442403942e-01,1.202970962244196140e-01,4.997435152439128059e-02,5.247352220383965538e+00
1.352253756260434203e-01,1.214918836304916677e-01,5.114033845933298877e-02,5.231133927327192623e+00
1.368948247078464187e-01,1.226764429416342395e-01,5.231671502551508285e-02,5.214867016992919879e+00
