s,x,y,kappa
9.348914858096828151e-02,8.531168475943462504e-02,3.027368931723584469e-02,2.055942047706392373e+01
9.515859766277129372e-02,8.630379676452923365e-02,3.161625920691106539e-02,2.104018553459600938e+01
9.682804674457429206e-02,8.724815575920372157e-02,3.299283242054763116e-02,2.146962553695452414e+01
9.849749582637730427e-02,8.814258931884595694e-02,3.440235192306460854e-02,2.183754781014665269e+01
1.001669449081803026e-01,8.898506640600586937e-02,3.584352490406374214e-02,2.213426957512566418e+01
1.018363939899833148e-01,8.977374154311394683e-02,3.731482750849377666e-02,2.235111174823619962e+01
1.035058430717863132e-01,9.050699770786760356e-02,3.881451754025601331e-02,2.248088990270408871e+01
1.051752921535893254e-01,9.118348564041926785e-02,4.034065528807352641e-02,2.251835456283086856e+01
1.068447412353923237e-01,9.180215725959424422e-02,4.189113200969923900e-02,2.246053150392309661e+01
1.085141903171953220e-01,9.236229113682678515e-02,4.346370498053013509e-02,2.230692411214658222e+01
1.101836393989983343e-01,9.286350845691418443e-02,4.505603745038729013e-02,2.205954777218951079e+01
1.118530884808013326e-01,9.330577859216306058e-02,4.666574145190637707e-02,2.172279481537660217e+01
1.135225375626043448e-01,9.368941413820718045e-02,4.829042119138482470e-02,2.130314364317376175e+01
1.151919866444073431e-01,9.401505610182404882e-02,4.992771481612105766e-02,2.080874666557642527e+01
1.168614357262103554e-01,9.428365053968985887e-02,5.157533259482453836e-02,2.024894330179981949e+01
1.185308848080133537e-01,9.449641845589117073e-02,5.323108998846796253e-02,1.963374818082509776e+01
1.202003338898163659e-01,9.465482104799119445e-02,5.489293461857134432e-02,1.897336098959476658e+01
1.218697829716193642e-01,9.476052243452975921e-02,5.655896668333119243e-02,1.827773485948239696e+01
1.235392320534223765e-01,9.481535179226420473e-02,5.822745286695674150e-02,1.755622746068413065e+01
1.252086811352253748e-01,9.482126659803238877e-02,5.989683419649729362e-02,1.681734579329044976e+01
1.268781302170283731e-01,9.478031832097633114e-02,6.156572857662707954e-02,1.606858430549332084e+01
1.285475792988313992e-01,9.469462148288551595e-02,6.323292888922205091e-02,1.531634753598042309e+01
1.302170283806343976e-01,9.456632643532170146e-02,6.489739760811216729e-02,1.456594327303767678e+01
1.318864774624373959e-01,9.439759640945398489e-02,6.655825883359756112e-02,1.382163014920562816e+01
1.335559265442403942e-01,9.419058848081772461e-02,6.821478857581933508e-02,1.308670367471832741e+01
1.352253756260434203e-01,9.394743839206405600e-02,6.986640398422795661e-02,1.236360644019199917e+01
1.368948247078464187e-01,9.367024881543450920e-02,7.151265209091794972e-02,1.165405066282976065e+01
1.385642737896494170e-01,9.336108063706732851e-02,7.315319850080877206e-02,1.095914396421147963e+01
1.402337228714524153e-01,9.302194680652967063e-02,7.478781634042988569e-02,1.027951182414649445e+01
1.419031719532554414e-01,9.265480830322728178e-02,7.641637567227653471e-02,9.615412352066725177e+00
1.435726210350584398e-01,9.226157178714555762e-02,7.803883349638668365e-02,8.966840762916616470e+00
1.452420701168614381e-01,9.184408854626827101e-02,7.965522439341211902e-02,8.333622241558215293e+00
1.469115191986644364e-01,9.140415438857664443e-02,8.126565181358215428e-02,7.715492770401393585e+00
1.485809682804674625e-01,9.094351018296142897e-02,8.287027998081319957e-02,7.112168054707611375e+00
1.502504173622704609e-01,9.046384278944792634e-02,8.446932635888561303e-02,6.523400981769669649e+00
1.519198664440734592e-01,8.996678616485841162e-02,8.606305461420347969e-02,5.949028170492009160e+00
1.535893155258764575e-01,8.945392247194279556e-02,8.765176800596383155e-02,5.389006170355048475e+00
1.552587646076794836e-01,8.892678304727839877e-02,8.923580313600790181e-02,4.843437804152829429e+00
1.569282136894824820e-01,8.838684912845892749e-02,9.081552399914696871e-02,4.312589069324215707e+00
1.585976627712854803e-01,8.783555225852174297e-02,9.239131628430750920e-02,3.796896941407558401e+00
1.602671118530884786e-01,8.727427431773408795e-02,9.396358189024323071e-02,3.296968394061622121e+00
1.619365609348914770e-01,8.670434716172764622e-02,9.553273363539298291e-02,2.813570983962390137e+00
1.636060100166945031e-01,8.612705185753129211e-02,9.709919015407975085e-02,2.347615433317955524e+00
1.652754590984975014e-01,8.554361754461071998e-02,9.866337098938830763e-02,1.900130819684819672e+00
1.669449081803004997e-01,8.495521995556434836e-02,1.002256919035182520e-01,1.472233189438151291e+00
1.686143572621034981e-01,8.436297965611284921e-02,1.017865604395795376e-01,1.065088679156247498e+00
1.702838063439065242e-01,8.376796007925366161e-02,1.033463717776838819e-01,6.798725085830698012e-01
1.719532554257095225e-01,8.317116544104782849e-02,1.049055049336031498e-01,3.177254726970999976e-01
1.736227045075125208e-01,8.257353863156052798e-02,1.064643193486243256e-01,-2.029024150988412503e-02
1.752921535893155192e-01,8.197595918692290873e-02,1.080231519196386131e-01,-3.332339360601987988e-01
1.769616026711185452e-01,8.137924144420397021e-02,1.095823145105482843e-01,-6.203260006880578770e-01
1.786310517529215436e-01,8.078413297854297737e-02,1.111420919770899352e-01,-8.809823582237569228e-01
1.803005008347245419e-01,8.019131341585751527e-02,1.127027407257281677e-01,-1.114842113996065587e+00
1.819699499165275403e-01,7.960139369685170774e-02,1.142644878112011736e-01,-1.321787161871809113e+00
1.836393989983305663e-01,7.901491585912398530e-02,1.158275305648689135e-01,-1.501952904231468766e+00
1.853088480801335647e-01,7.843235337446770317e-02,1.173920367271906740e-01,-1.655729838998577730e+00
